sentid	pairid	sentence	comparison	ROI
206	103	the authors that the chef loves congratulated himself	unexpected	7
207	104	the authors that the chef loves congratulated themselves	expected	7
208	104	the authors that the chef loves congratulated herself	unexpected	7
209	105	the authors that the chef loves embarrassed themselves	expected	7
210	105	the authors that the chef loves embarrassed himself	unexpected	7
211	106	the authors that the chef loves embarrassed themselves	expected	7
212	106	the authors that the chef loves embarrassed herself	unexpected	7
213	107	the authors that the chef loves disguised themselves	expected	7
214	107	the authors that the chef loves disguised himself	unexpected	7
215	108	the authors that the chef loves disguised themselves	expected	7
216	108	the authors that the chef loves disguised herself	unexpected	7
217	109	the authors that the chef loves hated themselves	expected	7
218	109	the authors that the chef loves hated himself	unexpected	7
219	110	the authors that the chef loves hated themselves	expected	7
220	110	the authors that the chef loves hated herself	unexpected	7
221	111	the authors that the chef loves doubted themselves	expected	7
222	111	the authors that the chef loves doubted himself	unexpected	7
223	112	the authors that the chef loves doubted themselves	expected	7
224	112	the authors that the chef loves doubted herself	unexpected	7
225	113	the authors that the architect likes hurt themselves	expected	7
226	113	the authors that the architect likes hurt himself	unexpected	7
227	114	the authors that the architect likes hurt themselves	expected	7
228	114	the authors that the architect likes hurt herself	unexpected	7
229	115	the authors that the architect likes injured themselves	expected	7
230	115	the authors that the architect likes injured himself	unexpected	7
231	116	the authors that the architect likes injured themselves	expected	7
232	116	the authors that the architect likes injured herself	unexpected	7
233	117	the authors that the architect likes congratulated themselves	expected	7
234	117	the authors that the architect likes congratulated himself	unexpected	7
235	118	the authors that the architect likes congratulated themselves	expected	7
236	118	the authors that the architect likes congratulated herself	unexpected	7
237	119	the authors that the architect likes embarrassed themselves	expected	7
238	119	the authors that the architect likes embarrassed himself	unexpected	7
239	120	the authors that the architect likes embarrassed themselves	expected	7
240	120	the authors that the architect likes embarrassed herself	unexpected	7
241	121	the authors that the architect likes disguised themselves	expected	7
242	121	the authors that the architect likes disguised himself	unexpected	7
243	122	the authors that the architect likes disguised themselves	expected	7
244	122	the authors that the architect likes disguised herself	unexpected	7
245	123	the authors that the architect likes hated themselves	expected	7
246	123	the authors that the architect likes hated himself	unexpected	7
247	124	the authors that the architect likes hated themselves	expected	7
248	124	the authors that the architect likes hated herself	unexpected	7
249	125	the authors that the architect likes doubted themselves	expected	7
250	125	the authors that the architect likes doubted himself	unexpected	7
251	126	the authors that the architect likes doubted themselves	expected	7
252	126	the authors that the architect likes doubted herself	unexpected	7
253	127	the authors that the architect admires hurt themselves	expected	7
254	127	the authors that the architect admires hurt himself	unexpected	7
255	128	the authors that the architect admires hurt themselves	expected	7
256	128	the authors that the architect admires hurt herself	unexpected	7
257	129	the authors that the architect admires injured themselves	expected	7
258	129	the authors that the architect admires injured himself	unexpected	7
259	130	the authors that the architect admires injured themselves	expected	7
260	130	the authors that the architect admires injured herself	unexpected	7
261	131	the authors that the architect admires congratulated themselves	expected	7
262	131	the authors that the architect admires congratulated himself	unexpected	7
263	132	the authors that the architect admires congratulated themselves	expected	7
264	132	the authors that the architect admires congratulated herself	unexpected	7
265	133	the authors that the architect admires embarrassed themselves	expected	7
266	133	the authors that the architect admires embarrassed himself	unexpected	7
267	134	the authors that the architect admires embarrassed themselves	expected	7
268	134	the authors that the architect admires embarrassed herself	unexpected	7
269	135	the authors that the architect admires disguised themselves	expected	7
270	135	the authors that the architect admires disguised himself	unexpected	7
271	136	the authors that the architect admires disguised themselves	expected	7
272	136	the authors that the architect admires disguised herself	unexpected	7
273	137	the authors that the architect admires hated themselves	expected	7
274	137	the authors that the architect admires hated himself	unexpected	7
275	138	the authors that the architect admires hated themselves	expected	7
276	138	the authors that the architect admires hated herself	unexpected	7
277	139	the authors that the architect admires doubted themselves	expected	7
278	139	the authors that the architect admires doubted himself	unexpected	7
279	140	the authors that the architect admires doubted themselves	expected	7
280	140	the authors that the architect admires doubted herself	unexpected	7
281	141	the authors that the architect hates hurt themselves	expected	7
282	141	the authors that the architect hates hurt himself	unexpected	7
283	142	the authors that the architect hates hurt themselves	expected	7
284	142	the authors that the architect hates hurt herself	unexpected	7
285	143	the authors that the architect hates injured themselves	expected	7
286	143	the authors that the architect hates injured himself	unexpected	7
287	144	the authors that the architect hates injured themselves	expected	7
288	144	the authors that the architect hates injured herself	unexpected	7
289	145	the authors that the architect hates congratulated themselves	expected	7
290	145	the authors that the architect hates congratulated himself	unexpected	7
291	146	the authors that the architect hates congratulated themselves	expected	7
292	146	the authors that the architect hates congratulated herself	unexpected	7
293	147	the authors that the architect hates embarrassed themselves	expected	7
294	147	the authors that the architect hates embarrassed himself	unexpected	7
295	148	the authors that the architect hates embarrassed themselves	expected	7
296	148	the authors that the architect hates embarrassed herself	unexpected	7
297	149	the authors that the architect hates disguised themselves	expected	7
298	149	the authors that the architect hates disguised himself	unexpected	7
299	150	the authors that the architect hates disguised themselves	expected	7
300	150	the authors that the architect hates disguised herself	unexpected	7
301	151	the authors that the architect hates hated themselves	expected	7
302	151	the authors that the architect hates hated himself	unexpected	7
303	152	the authors that the architect hates hated themselves	expected	7
304	152	the authors that the architect hates hated herself	unexpected	7
305	153	the authors that the architect hates doubted themselves	expected	7
306	153	the authors that the architect hates doubted himself	unexpected	7
307	154	the authors that the architect hates doubted themselves	expected	7
308	154	the authors that the architect hates doubted herself	unexpected	7
309	155	the authors that the architect loves hurt themselves	expected	7
310	155	the authors that the architect loves hurt himself	unexpected	7
311	156	the authors that the architect loves hurt themselves	expected	7
312	156	the authors that the architect loves hurt herself	unexpected	7
313	157	the authors that the architect loves injured themselves	expected	7
314	157	the authors that the architect loves injured himself	unexpected	7
315	158	the authors that the architect loves injured themselves	expected	7
316	158	the authors that the architect loves injured herself	unexpected	7
317	159	the authors that the architect loves congratulated themselves	expected	7
318	159	the authors that the architect loves congratulated himself	unexpected	7
319	160	the authors that the architect loves congratulated themselves	expected	7
320	160	the authors that the architect loves congratulated herself	unexpected	7
321	161	the authors that the architect loves embarrassed themselves	expected	7
322	161	the authors that the architect loves embarrassed himself	unexpected	7
323	162	the authors that the architect loves embarrassed themselves	expected	7
324	162	the authors that the architect loves embarrassed herself	unexpected	7
325	163	the authors that the architect loves disguised themselves	expected	7
326	163	the authors that the architect loves disguised himself	unexpected	7
327	164	the authors that the architect loves disguised themselves	expected	7
328	164	the authors that the architect loves disguised herself	unexpected	7
329	165	the authors that the architect loves hated themselves	expected	7
330	165	the authors that the architect loves hated himself	unexpected	7
331	166	the authors that the architect loves hated themselves	expected	7
332	166	the authors that the architect loves hated herself	unexpected	7
333	167	the authors that the architect loves doubted themselves	expected	7
334	167	the authors that the architect loves doubted himself	unexpected	7
335	168	the authors that the architect loves doubted themselves	expected	7
336	168	the authors that the architect loves doubted herself	unexpected	7
337	169	the authors that the skater likes hurt themselves	expected	7
338	169	the authors that the skater likes hurt himself	unexpected	7
339	170	the authors that the skater likes hurt themselves	expected	7
340	170	the authors that the skater likes hurt herself	unexpected	7
341	171	the authors that the skater likes injured themselves	expected	7
342	171	the authors that the skater likes injured himself	unexpected	7
343	172	the authors that the skater likes injured themselves	expected	7
344	172	the authors that the skater likes injured herself	unexpected	7
345	173	the authors that the skater likes congratulated themselves	expected	7
346	173	the authors that the skater likes congratulated himself	unexpected	7
347	174	the authors that the skater likes congratulated themselves	expected	7
348	174	the authors that the skater likes congratulated herself	unexpected	7
349	175	the authors that the skater likes embarrassed themselves	expected	7
350	175	the authors that the skater likes embarrassed himself	unexpected	7
351	176	the authors that the skater likes embarrassed themselves	expected	7
352	176	the authors that the skater likes embarrassed herself	unexpected	7
353	177	the authors that the skater likes disguised themselves	expected	7
354	177	the authors that the skater likes disguised himself	unexpected	7
355	178	the authors that the skater likes disguised themselves	expected	7
356	178	the authors that the skater likes disguised herself	unexpected	7
357	179	the authors that the skater likes hated themselves	expected	7
358	179	the authors that the skater likes hated himself	unexpected	7
359	180	the authors that the skater likes hated themselves	expected	7
360	180	the authors that the skater likes hated herself	unexpected	7
361	181	the authors that the skater likes doubted themselves	expected	7
362	181	the authors that the skater likes doubted himself	unexpected	7
363	182	the authors that the skater likes doubted themselves	expected	7
364	182	the authors that the skater likes doubted herself	unexpected	7
365	183	the authors that the skater admires hurt themselves	expected	7
366	183	the authors that the skater admires hurt himself	unexpected	7
367	184	the authors that the skater admires hurt themselves	expected	7
368	184	the authors that the skater admires hurt herself	unexpected	7
369	185	the authors that the skater admires injured themselves	expected	7
370	185	the authors that the skater admires injured himself	unexpected	7
371	186	the authors that the skater admires injured themselves	expected	7
372	186	the authors that the skater admires injured herself	unexpected	7
373	187	the authors that the skater admires congratulated themselves	expected	7
374	187	the authors that the skater admires congratulated himself	unexpected	7
375	188	the authors that the skater admires congratulated themselves	expected	7
376	188	the authors that the skater admires congratulated herself	unexpected	7
377	189	the authors that the skater admires embarrassed themselves	expected	7
378	189	the authors that the skater admires embarrassed himself	unexpected	7
379	190	the authors that the skater admires embarrassed themselves	expected	7
380	190	the authors that the skater admires embarrassed herself	unexpected	7
381	191	the authors that the skater admires disguised themselves	expected	7
382	191	the authors that the skater admires disguised himself	unexpected	7
383	192	the authors that the skater admires disguised themselves	expected	7
384	192	the authors that the skater admires disguised herself	unexpected	7
385	193	the authors that the skater admires hated themselves	expected	7
386	193	the authors that the skater admires hated himself	unexpected	7
387	194	the authors that the skater admires hated themselves	expected	7
388	194	the authors that the skater admires hated herself	unexpected	7
389	195	the authors that the skater admires doubted themselves	expected	7
390	195	the authors that the skater admires doubted himself	unexpected	7
391	196	the authors that the skater admires doubted themselves	expected	7
392	196	the authors that the skater admires doubted herself	unexpected	7
393	197	the authors that the skater hates hurt themselves	expected	7
394	197	the authors that the skater hates hurt himself	unexpected	7
395	198	the authors that the skater hates hurt themselves	expected	7
396	198	the authors that the skater hates hurt herself	unexpected	7
397	199	the authors that the skater hates injured themselves	expected	7
398	199	the authors that the skater hates injured himself	unexpected	7
399	200	the authors that the skater hates injured themselves	expected	7
400	200	the authors that the skater hates injured herself	unexpected	7
401	201	the authors that the skater hates congratulated themselves	expected	7
402	201	the authors that the skater hates congratulated himself	unexpected	7
403	202	the authors that the skater hates congratulated themselves	expected	7
404	202	the authors that the skater hates congratulated herself	unexpected	7
405	203	the authors that the skater hates embarrassed themselves	expected	7
406	203	the authors that the skater hates embarrassed himself	unexpected	7
407	204	the authors that the skater hates embarrassed themselves	expected	7
408	204	the authors that the skater hates embarrassed herself	unexpected	7
409	205	the authors that the skater hates disguised themselves	expected	7
410	205	the authors that the skater hates disguised himself	unexpected	7
411	206	the authors that the skater hates disguised themselves	expected	7
412	206	the authors that the skater hates disguised herself	unexpected	7
413	207	the authors that the skater hates hated themselves	expected	7
414	207	the authors that the skater hates hated himself	unexpected	7
415	208	the authors that the skater hates hated themselves	expected	7
416	208	the authors that the skater hates hated herself	unexpected	7
417	209	the authors that the skater hates doubted themselves	expected	7
418	209	the authors that the skater hates doubted himself	unexpected	7
419	210	the authors that the skater hates doubted themselves	expected	7
420	210	the authors that the skater hates doubted herself	unexpected	7
421	211	the authors that the skater loves hurt themselves	expected	7
422	211	the authors that the skater loves hurt himself	unexpected	7
423	212	the authors that the skater loves hurt themselves	expected	7
424	212	the authors that the skater loves hurt herself	unexpected	7
425	213	the authors that the skater loves injured themselves	expected	7
426	213	the authors that the skater loves injured himself	unexpected	7
427	214	the authors that the skater loves injured themselves	expected	7
428	214	the authors that the skater loves injured herself	unexpected	7
429	215	the authors that the skater loves congratulated themselves	expected	7
430	215	the authors that the skater loves congratulated himself	unexpected	7
431	216	the authors that the skater loves congratulated themselves	expected	7
432	216	the authors that the skater loves congratulated herself	unexpected	7
433	217	the authors that the skater loves embarrassed themselves	expected	7
434	217	the authors that the skater loves embarrassed himself	unexpected	7
435	218	the authors that the skater loves embarrassed themselves	expected	7
436	218	the authors that the skater loves embarrassed herself	unexpected	7
437	219	the authors that the skater loves disguised themselves	expected	7
438	219	the authors that the skater loves disguised himself	unexpected	7
439	220	the authors that the skater loves disguised themselves	expected	7
440	220	the authors that the skater loves disguised herself	unexpected	7
441	221	the authors that the skater loves hated themselves	expected	7
442	221	the authors that the skater loves hated himself	unexpected	7
443	222	the authors that the skater loves hated themselves	expected	7
444	222	the authors that the skater loves hated herself	unexpected	7
445	223	the authors that the skater loves doubted themselves	expected	7
446	223	the authors that the skater loves doubted himself	unexpected	7
447	224	the authors that the skater loves doubted themselves	expected	7
448	224	the authors that the skater loves doubted herself	unexpected	7
449	225	the authors that the dancer likes hurt themselves	expected	7
450	225	the authors that the dancer likes hurt himself	unexpected	7
451	226	the authors that the dancer likes hurt themselves	expected	7
452	226	the authors that the dancer likes hurt herself	unexpected	7
453	227	the authors that the dancer likes injured themselves	expected	7
454	227	the authors that the dancer likes injured himself	unexpected	7
455	228	the authors that the dancer likes injured themselves	expected	7
456	228	the authors that the dancer likes injured herself	unexpected	7
457	229	the authors that the dancer likes congratulated themselves	expected	7
458	229	the authors that the dancer likes congratulated himself	unexpected	7
459	230	the authors that the dancer likes congratulated themselves	expected	7
460	230	the authors that the dancer likes congratulated herself	unexpected	7
461	231	the authors that the dancer likes embarrassed themselves	expected	7
462	231	the authors that the dancer likes embarrassed himself	unexpected	7
463	232	the authors that the dancer likes embarrassed themselves	expected	7
464	232	the authors that the dancer likes embarrassed herself	unexpected	7
465	233	the authors that the dancer likes disguised themselves	expected	7
466	233	the authors that the dancer likes disguised himself	unexpected	7
467	234	the authors that the dancer likes disguised themselves	expected	7
468	234	the authors that the dancer likes disguised herself	unexpected	7
469	235	the authors that the dancer likes hated themselves	expected	7
470	235	the authors that the dancer likes hated himself	unexpected	7
471	236	the authors that the dancer likes hated themselves	expected	7
472	236	the authors that the dancer likes hated herself	unexpected	7
473	237	the authors that the dancer likes doubted themselves	expected	7
474	237	the authors that the dancer likes doubted himself	unexpected	7
475	238	the authors that the dancer likes doubted themselves	expected	7
476	238	the authors that the dancer likes doubted herself	unexpected	7
477	239	the authors that the dancer admires hurt themselves	expected	7
478	239	the authors that the dancer admires hurt himself	unexpected	7
479	240	the authors that the dancer admires hurt themselves	expected	7
480	240	the authors that the dancer admires hurt herself	unexpected	7
481	241	the authors that the dancer admires injured themselves	expected	7
482	241	the authors that the dancer admires injured himself	unexpected	7
483	242	the authors that the dancer admires injured themselves	expected	7
484	242	the authors that the dancer admires injured herself	unexpected	7
485	243	the authors that the dancer admires congratulated themselves	expected	7
486	243	the authors that the dancer admires congratulated himself	unexpected	7
487	244	the authors that the dancer admires congratulated themselves	expected	7
488	244	the authors that the dancer admires congratulated herself	unexpected	7
489	245	the authors that the dancer admires embarrassed themselves	expected	7
490	245	the authors that the dancer admires embarrassed himself	unexpected	7
491	246	the authors that the dancer admires embarrassed themselves	expected	7
492	246	the authors that the dancer admires embarrassed herself	unexpected	7
493	247	the authors that the dancer admires disguised themselves	expected	7
494	247	the authors that the dancer admires disguised himself	unexpected	7
495	248	the authors that the dancer admires disguised themselves	expected	7
496	248	the authors that the dancer admires disguised herself	unexpected	7
497	249	the authors that the dancer admires hated themselves	expected	7
498	249	the authors that the dancer admires hated himself	unexpected	7
499	250	the authors that the dancer admires hated themselves	expected	7
500	250	the authors that the dancer admires hated herself	unexpected	7
501	251	the authors that the dancer admires doubted themselves	expected	7
502	251	the authors that the dancer admires doubted himself	unexpected	7
503	252	the authors that the dancer admires doubted themselves	expected	7
504	252	the authors that the dancer admires doubted herself	unexpected	7
505	253	the authors that the dancer hates hurt themselves	expected	7
506	253	the authors that the dancer hates hurt himself	unexpected	7
507	254	the authors that the dancer hates hurt themselves	expected	7
508	254	the authors that the dancer hates hurt herself	unexpected	7
509	255	the authors that the dancer hates injured themselves	expected	7
510	255	the authors that the dancer hates injured himself	unexpected	7
511	256	the authors that the dancer hates injured themselves	expected	7
512	256	the authors that the dancer hates injured herself	unexpected	7
513	257	the authors that the dancer hates congratulated themselves	expected	7
514	257	the authors that the dancer hates congratulated himself	unexpected	7
515	258	the authors that the dancer hates congratulated themselves	expected	7
516	258	the authors that the dancer hates congratulated herself	unexpected	7
517	259	the authors that the dancer hates embarrassed themselves	expected	7
518	259	the authors that the dancer hates embarrassed himself	unexpected	7
519	260	the authors that the dancer hates embarrassed themselves	expected	7
520	260	the authors that the dancer hates embarrassed herself	unexpected	7
521	261	the authors that the dancer hates disguised themselves	expected	7
522	261	the authors that the dancer hates disguised himself	unexpected	7
523	262	the authors that the dancer hates disguised themselves	expected	7
524	262	the authors that the dancer hates disguised herself	unexpected	7
525	263	the authors that the dancer hates hated themselves	expected	7
526	263	the authors that the dancer hates hated himself	unexpected	7
527	264	the authors that the dancer hates hated themselves	expected	7
528	264	the authors that the dancer hates hated herself	unexpected	7
529	265	the authors that the dancer hates doubted themselves	expected	7
530	265	the authors that the dancer hates doubted himself	unexpected	7
531	266	the authors that the dancer hates doubted themselves	expected	7
532	266	the authors that the dancer hates doubted herself	unexpected	7
533	267	the authors that the dancer loves hurt themselves	expected	7
534	267	the authors that the dancer loves hurt himself	unexpected	7
535	268	the authors that the dancer loves hurt themselves	expected	7
536	268	the authors that the dancer loves hurt herself	unexpected	7
537	269	the authors that the dancer loves injured themselves	expected	7
538	269	the authors that the dancer loves injured himself	unexpected	7
539	270	the authors that the dancer loves injured themselves	expected	7
540	270	the authors that the dancer loves injured herself	unexpected	7
