sentid	pairid	sentence	comparison	ROI
66	33	the pilot enjoys playing tennis with colleagues and know many different foreign languages	unexpected	8
67	34	the pilot enjoys playing tennis with colleagues and likes to watch television shows	expected	8
68	34	the pilot enjoys playing tennis with colleagues and like to watch television shows	unexpected	8
69	35	the pilot enjoys playing tennis with colleagues and is twenty three years old	expected	8
70	35	the pilot enjoys playing tennis with colleagues and are twenty three years old	unexpected	8
71	36	the pilot enjoys playing tennis with colleagues and writes in a journal every day	expected	8
72	36	the pilot enjoys playing tennis with colleagues and write in a journal every day	unexpected	8
73	37	the pilot writes in a journal every day and knows many different foreign languages	expected	9
74	37	the pilot writes in a journal every day and know many different foreign languages	unexpected	9
75	38	the pilot writes in a journal every day and likes to watch television shows	expected	9
76	38	the pilot writes in a journal every day and like to watch television shows	unexpected	9
77	39	the pilot writes in a journal every day and is twenty three years old	expected	9
78	39	the pilot writes in a journal every day and are twenty three years old	unexpected	9
79	40	the pilot writes in a journal every day and enjoys playing tennis with colleagues	expected	9
80	40	the pilot writes in a journal every day and enjoy playing tennis with colleagues	unexpected	9
81	41	the surgeon knows many different foreign languages and likes to watch television shows	expected	8
82	41	the surgeon knows many different foreign languages and like to watch television shows	unexpected	8
83	42	the surgeon knows many different foreign languages and is twenty three years old	expected	8
84	42	the surgeon knows many different foreign languages and are twenty three years old	unexpected	8
85	43	the surgeon knows many different foreign languages and enjoys playing tennis with colleagues	expected	8
86	43	the surgeon knows many different foreign languages and enjoy playing tennis with colleagues	unexpected	8
87	44	the surgeon knows many different foreign languages and writes in a journal every day	expected	8
88	44	the surgeon knows many different foreign languages and write in a journal every day	unexpected	8
89	45	the surgeon likes to watch television shows and knows many different foreign languages	expected	8
90	45	the surgeon likes to watch television shows and know many different foreign languages	unexpected	8
91	46	the surgeon likes to watch television shows and is twenty three years old	expected	8
92	46	the surgeon likes to watch television shows and are twenty three years old	unexpected	8
93	47	the surgeon likes to watch television shows and enjoys playing tennis with colleagues	expected	8
94	47	the surgeon likes to watch television shows and enjoy playing tennis with colleagues	unexpected	8
95	48	the surgeon likes to watch television shows and writes in a journal every day	expected	8
96	48	the surgeon likes to watch television shows and write in a journal every day	unexpected	8
97	49	the surgeon is twenty three years old and knows many different foreign languages	expected	8
98	49	the surgeon is twenty three years old and know many different foreign languages	unexpected	8
99	50	the surgeon is twenty three years old and likes to watch television shows	expected	8
100	50	the surgeon is twenty three years old and like to watch television shows	unexpected	8
101	51	the surgeon is twenty three years old and enjoys playing tennis with colleagues	expected	8
102	51	the surgeon is twenty three years old and enjoy playing tennis with colleagues	unexpected	8
103	52	the surgeon is twenty three years old and writes in a journal every day	expected	8
104	52	the surgeon is twenty three years old and write in a journal every day	unexpected	8
105	53	the surgeon enjoys playing tennis with colleagues and knows many different foreign languages	expected	8
106	53	the surgeon enjoys playing tennis with colleagues and know many different foreign languages	unexpected	8
107	54	the surgeon enjoys playing tennis with colleagues and likes to watch television shows	expected	8
108	54	the surgeon enjoys playing tennis with colleagues and like to watch television shows	unexpected	8
109	55	the surgeon enjoys playing tennis with colleagues and is twenty three years old	expected	8
110	55	the surgeon enjoys playing tennis with colleagues and are twenty three years old	unexpected	8
111	56	the surgeon enjoys playing tennis with colleagues and writes in a journal every day	expected	8
112	56	the surgeon enjoys playing tennis with colleagues and write in a journal every day	unexpected	8
113	57	the surgeon writes in a journal every day and knows many different foreign languages	expected	9
114	57	the surgeon writes in a journal every day and know many different foreign languages	unexpected	9
115	58	the surgeon writes in a journal every day and likes to watch television shows	expected	9
116	58	the surgeon writes in a journal every day and like to watch television shows	unexpected	9
117	59	the surgeon writes in a journal every day and is twenty three years old	expected	9
118	59	the surgeon writes in a journal every day and are twenty three years old	unexpected	9
119	60	the surgeon writes in a journal every day and enjoys playing tennis with colleagues	expected	9
120	60	the surgeon writes in a journal every day and enjoy playing tennis with colleagues	unexpected	9
121	61	the farmer knows many different foreign languages and likes to watch television shows	expected	8
122	61	the farmer knows many different foreign languages and like to watch television shows	unexpected	8
123	62	the farmer knows many different foreign languages and is twenty three years old	expected	8
124	62	the farmer knows many different foreign languages and are twenty three years old	unexpected	8
125	63	the farmer knows many different foreign languages and enjoys playing tennis with colleagues	expected	8
126	63	the farmer knows many different foreign languages and enjoy playing tennis with colleagues	unexpected	8
127	64	the farmer knows many different foreign languages and writes in a journal every day	expected	8
128	64	the farmer knows many different foreign languages and write in a journal every day	unexpected	8
129	65	the farmer likes to watch television shows and knows many different foreign languages	expected	8
130	65	the farmer likes to watch television shows and know many different foreign languages	unexpected	8
131	66	the farmer likes to watch television shows and is twenty three years old	expected	8
132	66	the farmer likes to watch television shows and are twenty three years old	unexpected	8
133	67	the farmer likes to watch television shows and enjoys playing tennis with colleagues	expected	8
134	67	the farmer likes to watch television shows and enjoy playing tennis with colleagues	unexpected	8
135	68	the farmer likes to watch television shows and writes in a journal every day	expected	8
136	68	the farmer likes to watch television shows and write in a journal every day	unexpected	8
137	69	the farmer is twenty three years old and knows many different foreign languages	expected	8
138	69	the farmer is twenty three years old and know many different foreign languages	unexpected	8
139	70	the farmer is twenty three years old and likes to watch television shows	expected	8
140	70	the farmer is twenty three years old and like to watch television shows	unexpected	8
141	71	the farmer is twenty three years old and enjoys playing tennis with colleagues	expected	8
142	71	the farmer is twenty three years old and enjoy playing tennis with colleagues	unexpected	8
143	72	the farmer is twenty three years old and writes in a journal every day	expected	8
144	72	the farmer is twenty three years old and write in a journal every day	unexpected	8
145	73	the farmer enjoys playing tennis with colleagues and knows many different foreign languages	expected	8
146	73	the farmer enjoys playing tennis with colleagues and know many different foreign languages	unexpected	8
147	74	the farmer enjoys playing tennis with colleagues and likes to watch television shows	expected	8
148	74	the farmer enjoys playing tennis with colleagues and like to watch television shows	unexpected	8
149	75	the farmer enjoys playing tennis with colleagues and is twenty three years old	expected	8
150	75	the farmer enjoys playing tennis with colleagues and are twenty three years old	unexpected	8
151	76	the farmer enjoys playing tennis with colleagues and writes in a journal every day	expected	8
152	76	the farmer enjoys playing tennis with colleagues and write in a journal every day	unexpected	8
153	77	the farmer writes in a journal every day and knows many different foreign languages	expected	9
154	77	the farmer writes in a journal every day and know many different foreign languages	unexpected	9
155	78	the farmer writes in a journal every day and likes to watch television shows	expected	9
156	78	the farmer writes in a journal every day and like to watch television shows	unexpected	9
157	79	the farmer writes in a journal every day and is twenty three years old	expected	9
158	79	the farmer writes in a journal every day and are twenty three years old	unexpected	9
159	80	the farmer writes in a journal every day and enjoys playing tennis with colleagues	expected	9
160	80	the farmer writes in a journal every day and enjoy playing tennis with colleagues	unexpected	9
161	81	the manager knows many different foreign languages and likes to watch television shows	expected	8
162	81	the manager knows many different foreign languages and like to watch television shows	unexpected	8
163	82	the manager knows many different foreign languages and is twenty three years old	expected	8
164	82	the manager knows many different foreign languages and are twenty three years old	unexpected	8
165	83	the manager knows many different foreign languages and enjoys playing tennis with colleagues	expected	8
166	83	the manager knows many different foreign languages and enjoy playing tennis with colleagues	unexpected	8
167	84	the manager knows many different foreign languages and writes in a journal every day	expected	8
168	84	the manager knows many different foreign languages and write in a journal every day	unexpected	8
169	85	the manager likes to watch television shows and knows many different foreign languages	expected	8
170	85	the manager likes to watch television shows and know many different foreign languages	unexpected	8
171	86	the manager likes to watch television shows and is twenty three years old	expected	8
172	86	the manager likes to watch television shows and are twenty three years old	unexpected	8
173	87	the manager likes to watch television shows and enjoys playing tennis with colleagues	expected	8
174	87	the manager likes to watch television shows and enjoy playing tennis with colleagues	unexpected	8
175	88	the manager likes to watch television shows and writes in a journal every day	expected	8
176	88	the manager likes to watch television shows and write in a journal every day	unexpected	8
177	89	the manager is twenty three years old and knows many different foreign languages	expected	8
178	89	the manager is twenty three years old and know many different foreign languages	unexpected	8
179	90	the manager is twenty three years old and likes to watch television shows	expected	8
180	90	the manager is twenty three years old and like to watch television shows	unexpected	8
181	91	the manager is twenty three years old and enjoys playing tennis with colleagues	expected	8
182	91	the manager is twenty three years old and enjoy playing tennis with colleagues	unexpected	8
183	92	the manager is twenty three years old and writes in a journal every day	expected	8
184	92	the manager is twenty three years old and write in a journal every day	unexpected	8
185	93	the manager enjoys playing tennis with colleagues and knows many different foreign languages	expected	8
186	93	the manager enjoys playing tennis with colleagues and know many different foreign languages	unexpected	8
187	94	the manager enjoys playing tennis with colleagues and likes to watch television shows	expected	8
188	94	the manager enjoys playing tennis with colleagues and like to watch television shows	unexpected	8
189	95	the manager enjoys playing tennis with colleagues and is twenty three years old	expected	8
190	95	the manager enjoys playing tennis with colleagues and are twenty three years old	unexpected	8
191	96	the manager enjoys playing tennis with colleagues and writes in a journal every day	expected	8
192	96	the manager enjoys playing tennis with colleagues and write in a journal every day	unexpected	8
193	97	the manager writes in a journal every day and knows many different foreign languages	expected	9
194	97	the manager writes in a journal every day and know many different foreign languages	unexpected	9
195	98	the manager writes in a journal every day and likes to watch television shows	expected	9
196	98	the manager writes in a journal every day and like to watch television shows	unexpected	9
197	99	the manager writes in a journal every day and is twenty three years old	expected	9
198	99	the manager writes in a journal every day and are twenty three years old	unexpected	9
199	100	the manager writes in a journal every day and enjoys playing tennis with colleagues	expected	9
200	100	the manager writes in a journal every day and enjoy playing tennis with colleagues	unexpected	9
201	101	the customer knows many different foreign languages and likes to watch television shows	expected	8
202	101	the customer knows many different foreign languages and like to watch television shows	unexpected	8
203	102	the customer knows many different foreign languages and is twenty three years old	expected	8
204	102	the customer knows many different foreign languages and are twenty three years old	unexpected	8
205	103	the customer knows many different foreign languages and enjoys playing tennis with colleagues	expected	8
206	103	the customer knows many different foreign languages and enjoy playing tennis with colleagues	unexpected	8
207	104	the customer knows many different foreign languages and writes in a journal every day	expected	8
208	104	the customer knows many different foreign languages and write in a journal every day	unexpected	8
209	105	the customer likes to watch television shows and knows many different foreign languages	expected	8
210	105	the customer likes to watch television shows and know many different foreign languages	unexpected	8
211	106	the customer likes to watch television shows and is twenty three years old	expected	8
212	106	the customer likes to watch television shows and are twenty three years old	unexpected	8
213	107	the customer likes to watch television shows and enjoys playing tennis with colleagues	expected	8
214	107	the customer likes to watch television shows and enjoy playing tennis with colleagues	unexpected	8
215	108	the customer likes to watch television shows and writes in a journal every day	expected	8
216	108	the customer likes to watch television shows and write in a journal every day	unexpected	8
217	109	the customer is twenty three years old and knows many different foreign languages	expected	8
218	109	the customer is twenty three years old and know many different foreign languages	unexpected	8
219	110	the customer is twenty three years old and likes to watch television shows	expected	8
220	110	the customer is twenty three years old and like to watch television shows	unexpected	8
221	111	the customer is twenty three years old and enjoys playing tennis with colleagues	expected	8
222	111	the customer is twenty three years old and enjoy playing tennis with colleagues	unexpected	8
223	112	the customer is twenty three years old and writes in a journal every day	expected	8
224	112	the customer is twenty three years old and write in a journal every day	unexpected	8
225	113	the customer enjoys playing tennis with colleagues and knows many different foreign languages	expected	8
226	113	the customer enjoys playing tennis with colleagues and know many different foreign languages	unexpected	8
227	114	the customer enjoys playing tennis with colleagues and likes to watch television shows	expected	8
228	114	the customer enjoys playing tennis with colleagues and like to watch television shows	unexpected	8
229	115	the customer enjoys playing tennis with colleagues and is twenty three years old	expected	8
230	115	the customer enjoys playing tennis with colleagues and are twenty three years old	unexpected	8
231	116	the customer enjoys playing tennis with colleagues and writes in a journal every day	expected	8
232	116	the customer enjoys playing tennis with colleagues and write in a journal every day	unexpected	8
233	117	the customer writes in a journal every day and knows many different foreign languages	expected	9
234	117	the customer writes in a journal every day and know many different foreign languages	unexpected	9
235	118	the customer writes in a journal every day and likes to watch television shows	expected	9
236	118	the customer writes in a journal every day and like to watch television shows	unexpected	9
237	119	the customer writes in a journal every day and is twenty three years old	expected	9
238	119	the customer writes in a journal every day and are twenty three years old	unexpected	9
239	120	the customer writes in a journal every day and enjoys playing tennis with colleagues	expected	9
240	120	the customer writes in a journal every day and enjoy playing tennis with colleagues	unexpected	9
241	121	the officer knows many different foreign languages and likes to watch television shows	expected	8
242	121	the officer knows many different foreign languages and like to watch television shows	unexpected	8
243	122	the officer knows many different foreign languages and is twenty three years old	expected	8
244	122	the officer knows many different foreign languages and are twenty three years old	unexpected	8
245	123	the officer knows many different foreign languages and enjoys playing tennis with colleagues	expected	8
246	123	the officer knows many different foreign languages and enjoy playing tennis with colleagues	unexpected	8
247	124	the officer knows many different foreign languages and writes in a journal every day	expected	8
248	124	the officer knows many different foreign languages and write in a journal every day	unexpected	8
249	125	the officer likes to watch television shows and knows many different foreign languages	expected	8
250	125	the officer likes to watch television shows and know many different foreign languages	unexpected	8
251	126	the officer likes to watch television shows and is twenty three years old	expected	8
252	126	the officer likes to watch television shows and are twenty three years old	unexpected	8
253	127	the officer likes to watch television shows and enjoys playing tennis with colleagues	expected	8
254	127	the officer likes to watch television shows and enjoy playing tennis with colleagues	unexpected	8
255	128	the officer likes to watch television shows and writes in a journal every day	expected	8
256	128	the officer likes to watch television shows and write in a journal every day	unexpected	8
257	129	the officer is twenty three years old and knows many different foreign languages	expected	8
258	129	the officer is twenty three years old and know many different foreign languages	unexpected	8
259	130	the officer is twenty three years old and likes to watch television shows	expected	8
260	130	the officer is twenty three years old and like to watch television shows	unexpected	8
261	131	the officer is twenty three years old and enjoys playing tennis with colleagues	expected	8
262	131	the officer is twenty three years old and enjoy playing tennis with colleagues	unexpected	8
263	132	the officer is twenty three years old and writes in a journal every day	expected	8
264	132	the officer is twenty three years old and write in a journal every day	unexpected	8
265	133	the officer enjoys playing tennis with colleagues and knows many different foreign languages	expected	8
266	133	the officer enjoys playing tennis with colleagues and know many different foreign languages	unexpected	8
267	134	the officer enjoys playing tennis with colleagues and likes to watch television shows	expected	8
268	134	the officer enjoys playing tennis with colleagues and like to watch television shows	unexpected	8
269	135	the officer enjoys playing tennis with colleagues and is twenty three years old	expected	8
270	135	the officer enjoys playing tennis with colleagues and are twenty three years old	unexpected	8
271	136	the officer enjoys playing tennis with colleagues and writes in a journal every day	expected	8
272	136	the officer enjoys playing tennis with colleagues and write in a journal every day	unexpected	8
273	137	the officer writes in a journal every day and knows many different foreign languages	expected	9
274	137	the officer writes in a journal every day and know many different foreign languages	unexpected	9
275	138	the officer writes in a journal every day and likes to watch television shows	expected	9
276	138	the officer writes in a journal every day and like to watch television shows	unexpected	9
277	139	the officer writes in a journal every day and is twenty three years old	expected	9
278	139	the officer writes in a journal every day and are twenty three years old	unexpected	9
279	140	the officer writes in a journal every day and enjoys playing tennis with colleagues	expected	9
280	140	the officer writes in a journal every day and enjoy playing tennis with colleagues	unexpected	9
281	141	the teacher knows many different foreign languages and likes to watch television shows	expected	8
282	141	the teacher knows many different foreign languages and like to watch television shows	unexpected	8
283	142	the teacher knows many different foreign languages and is twenty three years old	expected	8
284	142	the teacher knows many different foreign languages and are twenty three years old	unexpected	8
285	143	the teacher knows many different foreign languages and enjoys playing tennis with colleagues	expected	8
286	143	the teacher knows many different foreign languages and enjoy playing tennis with colleagues	unexpected	8
287	144	the teacher knows many different foreign languages and writes in a journal every day	expected	8
288	144	the teacher knows many different foreign languages and write in a journal every day	unexpected	8
289	145	the teacher likes to watch television shows and knows many different foreign languages	expected	8
290	145	the teacher likes to watch television shows and know many different foreign languages	unexpected	8
291	146	the teacher likes to watch television shows and is twenty three years old	expected	8
292	146	the teacher likes to watch television shows and are twenty three years old	unexpected	8
293	147	the teacher likes to watch television shows and enjoys playing tennis with colleagues	expected	8
294	147	the teacher likes to watch television shows and enjoy playing tennis with colleagues	unexpected	8
295	148	the teacher likes to watch television shows and writes in a journal every day	expected	8
296	148	the teacher likes to watch television shows and write in a journal every day	unexpected	8
297	149	the teacher is twenty three years old and knows many different foreign languages	expected	8
298	149	the teacher is twenty three years old and know many different foreign languages	unexpected	8
299	150	the teacher is twenty three years old and likes to watch television shows	expected	8
300	150	the teacher is twenty three years old and like to watch television shows	unexpected	8
301	151	the teacher is twenty three years old and enjoys playing tennis with colleagues	expected	8
302	151	the teacher is twenty three years old and enjoy playing tennis with colleagues	unexpected	8
303	152	the teacher is twenty three years old and writes in a journal every day	expected	8
304	152	the teacher is twenty three years old and write in a journal every day	unexpected	8
305	153	the teacher enjoys playing tennis with colleagues and knows many different foreign languages	expected	8
306	153	the teacher enjoys playing tennis with colleagues and know many different foreign languages	unexpected	8
307	154	the teacher enjoys playing tennis with colleagues and likes to watch television shows	expected	8
308	154	the teacher enjoys playing tennis with colleagues and like to watch television shows	unexpected	8
309	155	the teacher enjoys playing tennis with colleagues and is twenty three years old	expected	8
310	155	the teacher enjoys playing tennis with colleagues and are twenty three years old	unexpected	8
311	156	the teacher enjoys playing tennis with colleagues and writes in a journal every day	expected	8
312	156	the teacher enjoys playing tennis with colleagues and write in a journal every day	unexpected	8
313	157	the teacher writes in a journal every day and knows many different foreign languages	expected	9
314	157	the teacher writes in a journal every day and know many different foreign languages	unexpected	9
315	158	the teacher writes in a journal every day and likes to watch television shows	expected	9
316	158	the teacher writes in a journal every day and like to watch television shows	unexpected	9
317	159	the teacher writes in a journal every day and is twenty three years old	expected	9
318	159	the teacher writes in a journal every day and are twenty three years old	unexpected	9
319	160	the teacher writes in a journal every day and enjoys playing tennis with colleagues	expected	9
320	160	the teacher writes in a journal every day and enjoy playing tennis with colleagues	unexpected	9
321	161	the senator knows many different foreign languages and likes to watch television shows	expected	8
322	161	the senator knows many different foreign languages and like to watch television shows	unexpected	8
323	162	the senator knows many different foreign languages and is twenty three years old	expected	8
324	162	the senator knows many different foreign languages and are twenty three years old	unexpected	8
325	163	the senator knows many different foreign languages and enjoys playing tennis with colleagues	expected	8
326	163	the senator knows many different foreign languages and enjoy playing tennis with colleagues	unexpected	8
327	164	the senator knows many different foreign languages and writes in a journal every day	expected	8
328	164	the senator knows many different foreign languages and write in a journal every day	unexpected	8
329	165	the senator likes to watch television shows and knows many different foreign languages	expected	8
330	165	the senator likes to watch television shows and know many different foreign languages	unexpected	8
331	166	the senator likes to watch television shows and is twenty three years old	expected	8
332	166	the senator likes to watch television shows and are twenty three years old	unexpected	8
333	167	the senator likes to watch television shows and enjoys playing tennis with colleagues	expected	8
334	167	the senator likes to watch television shows and enjoy playing tennis with colleagues	unexpected	8
335	168	the senator likes to watch television shows and writes in a journal every day	expected	8
336	168	the senator likes to watch television shows and write in a journal every day	unexpected	8
337	169	the senator is twenty three years old and knows many different foreign languages	expected	8
338	169	the senator is twenty three years old and know many different foreign languages	unexpected	8
339	170	the senator is twenty three years old and likes to watch television shows	expected	8
340	170	the senator is twenty three years old and like to watch television shows	unexpected	8
341	171	the senator is twenty three years old and enjoys playing tennis with colleagues	expected	8
342	171	the senator is twenty three years old and enjoy playing tennis with colleagues	unexpected	8
343	172	the senator is twenty three years old and writes in a journal every day	expected	8
344	172	the senator is twenty three years old and write in a journal every day	unexpected	8
345	173	the senator enjoys playing tennis with colleagues and knows many different foreign languages	expected	8
346	173	the senator enjoys playing tennis with colleagues and know many different foreign languages	unexpected	8
347	174	the senator enjoys playing tennis with colleagues and likes to watch television shows	expected	8
348	174	the senator enjoys playing tennis with colleagues and like to watch television shows	unexpected	8
349	175	the senator enjoys playing tennis with colleagues and is twenty three years old	expected	8
350	175	the senator enjoys playing tennis with colleagues and are twenty three years old	unexpected	8
351	176	the senator enjoys playing tennis with colleagues and writes in a journal every day	expected	8
352	176	the senator enjoys playing tennis with colleagues and write in a journal every day	unexpected	8
353	177	the senator writes in a journal every day and knows many different foreign languages	expected	9
354	177	the senator writes in a journal every day and know many different foreign languages	unexpected	9
355	178	the senator writes in a journal every day and likes to watch television shows	expected	9
356	178	the senator writes in a journal every day and like to watch television shows	unexpected	9
357	179	the senator writes in a journal every day and is twenty three years old	expected	9
358	179	the senator writes in a journal every day and are twenty three years old	unexpected	9
359	180	the senator writes in a journal every day and enjoys playing tennis with colleagues	expected	9
360	180	the senator writes in a journal every day and enjoy playing tennis with colleagues	unexpected	9
361	181	the consultant knows many different foreign languages and likes to watch television shows	expected	8
362	181	the consultant knows many different foreign languages and like to watch television shows	unexpected	8
363	182	the consultant knows many different foreign languages and is twenty three years old	expected	8
364	182	the consultant knows many different foreign languages and are twenty three years old	unexpected	8
365	183	the consultant knows many different foreign languages and enjoys playing tennis with colleagues	expected	8
366	183	the consultant knows many different foreign languages and enjoy playing tennis with colleagues	unexpected	8
367	184	the consultant knows many different foreign languages and writes in a journal every day	expected	8
368	184	the consultant knows many different foreign languages and write in a journal every day	unexpected	8
369	185	the consultant likes to watch television shows and knows many different foreign languages	expected	8
370	185	the consultant likes to watch television shows and know many different foreign languages	unexpected	8
371	186	the consultant likes to watch television shows and is twenty three years old	expected	8
372	186	the consultant likes to watch television shows and are twenty three years old	unexpected	8
373	187	the consultant likes to watch television shows and enjoys playing tennis with colleagues	expected	8
374	187	the consultant likes to watch television shows and enjoy playing tennis with colleagues	unexpected	8
375	188	the consultant likes to watch television shows and writes in a journal every day	expected	8
376	188	the consultant likes to watch television shows and write in a journal every day	unexpected	8
377	189	the consultant is twenty three years old and knows many different foreign languages	expected	8
378	189	the consultant is twenty three years old and know many different foreign languages	unexpected	8
379	190	the consultant is twenty three years old and likes to watch television shows	expected	8
380	190	the consultant is twenty three years old and like to watch television shows	unexpected	8
381	191	the consultant is twenty three years old and enjoys playing tennis with colleagues	expected	8
382	191	the consultant is twenty three years old and enjoy playing tennis with colleagues	unexpected	8
383	192	the consultant is twenty three years old and writes in a journal every day	expected	8
384	192	the consultant is twenty three years old and write in a journal every day	unexpected	8
385	193	the consultant enjoys playing tennis with colleagues and knows many different foreign languages	expected	8
386	193	the consultant enjoys playing tennis with colleagues and know many different foreign languages	unexpected	8
387	194	the consultant enjoys playing tennis with colleagues and likes to watch television shows	expected	8
388	194	the consultant enjoys playing tennis with colleagues and like to watch television shows	unexpected	8
389	195	the consultant enjoys playing tennis with colleagues and is twenty three years old	expected	8
390	195	the consultant enjoys playing tennis with colleagues and are twenty three years old	unexpected	8
391	196	the consultant enjoys playing tennis with colleagues and writes in a journal every day	expected	8
392	196	the consultant enjoys playing tennis with colleagues and write in a journal every day	unexpected	8
393	197	the consultant writes in a journal every day and knows many different foreign languages	expected	9
394	197	the consultant writes in a journal every day and know many different foreign languages	unexpected	9
395	198	the consultant writes in a journal every day and likes to watch television shows	expected	9
396	198	the consultant writes in a journal every day and like to watch television shows	unexpected	9
397	199	the consultant writes in a journal every day and is twenty three years old	expected	9
398	199	the consultant writes in a journal every day and are twenty three years old	unexpected	9
399	200	the consultant writes in a journal every day and enjoys playing tennis with colleagues	expected	9
400	200	the consultant writes in a journal every day and enjoy playing tennis with colleagues	unexpected	9
401	201	the authors know many different foreign languages and like to watch television shows	expected	8
402	201	the authors know many different foreign languages and likes to watch television shows	unexpected	8
403	202	the authors know many different foreign languages and are twenty three years old	expected	8
404	202	the authors know many different foreign languages and is twenty three years old	unexpected	8
405	203	the authors know many different foreign languages and enjoy playing tennis with colleagues	expected	8
406	203	the authors know many different foreign languages and enjoys playing tennis with colleagues	unexpected	8
407	204	the authors know many different foreign languages and write in a journal every day	expected	8
408	204	the authors know many different foreign languages and writes in a journal every day	unexpected	8
409	205	the authors like to watch television shows and know many different foreign languages	expected	8
410	205	the authors like to watch television shows and knows many different foreign languages	unexpected	8
411	206	the authors like to watch television shows and are twenty three years old	expected	8
412	206	the authors like to watch television shows and is twenty three years old	unexpected	8
413	207	the authors like to watch television shows and enjoy playing tennis with colleagues	expected	8
414	207	the authors like to watch television shows and enjoys playing tennis with colleagues	unexpected	8
415	208	the authors like to watch television shows and write in a journal every day	expected	8
416	208	the authors like to watch television shows and writes in a journal every day	unexpected	8
