sentid	pairid	sentence	comparison	ROI
71	36	the mechanics said the surgeon embarrassed herself	expected	6
72	36	the mechanics said the surgeon embarrassed themselves	unexpected	6
73	37	the mechanics said the surgeon disguised himself	expected	6
74	37	the mechanics said the surgeon disguised themselves	unexpected	6
75	38	the mechanics said the surgeon disguised herself	expected	6
76	38	the mechanics said the surgeon disguised themselves	unexpected	6
77	39	the mechanics said the surgeon hated himself	expected	6
78	39	the mechanics said the surgeon hated themselves	unexpected	6
79	40	the mechanics said the surgeon hated herself	expected	6
80	40	the mechanics said the surgeon hated themselves	unexpected	6
81	41	the mechanics said the surgeon doubted himself	expected	6
82	41	the mechanics said the surgeon doubted themselves	unexpected	6
83	42	the mechanics said the surgeon doubted herself	expected	6
84	42	the mechanics said the surgeon doubted themselves	unexpected	6
85	43	the mechanics said the farmer hurt himself	expected	6
86	43	the mechanics said the farmer hurt themselves	unexpected	6
87	44	the mechanics said the farmer hurt herself	expected	6
88	44	the mechanics said the farmer hurt themselves	unexpected	6
89	45	the mechanics said the farmer injured himself	expected	6
90	45	the mechanics said the farmer injured themselves	unexpected	6
91	46	the mechanics said the farmer injured herself	expected	6
92	46	the mechanics said the farmer injured themselves	unexpected	6
93	47	the mechanics said the farmer congratulated himself	expected	6
94	47	the mechanics said the farmer congratulated themselves	unexpected	6
95	48	the mechanics said the farmer congratulated herself	expected	6
96	48	the mechanics said the farmer congratulated themselves	unexpected	6
97	49	the mechanics said the farmer embarrassed himself	expected	6
98	49	the mechanics said the farmer embarrassed themselves	unexpected	6
99	50	the mechanics said the farmer embarrassed herself	expected	6
100	50	the mechanics said the farmer embarrassed themselves	unexpected	6
101	51	the mechanics said the farmer disguised himself	expected	6
102	51	the mechanics said the farmer disguised themselves	unexpected	6
103	52	the mechanics said the farmer disguised herself	expected	6
104	52	the mechanics said the farmer disguised themselves	unexpected	6
105	53	the mechanics said the farmer hated himself	expected	6
106	53	the mechanics said the farmer hated themselves	unexpected	6
107	54	the mechanics said the farmer hated herself	expected	6
108	54	the mechanics said the farmer hated themselves	unexpected	6
109	55	the mechanics said the farmer doubted himself	expected	6
110	55	the mechanics said the farmer doubted themselves	unexpected	6
111	56	the mechanics said the farmer doubted herself	expected	6
112	56	the mechanics said the farmer doubted themselves	unexpected	6
113	57	the mechanics said the manager hurt himself	expected	6
114	57	the mechanics said the manager hurt themselves	unexpected	6
115	58	the mechanics said the manager hurt herself	expected	6
116	58	the mechanics said the manager hurt themselves	unexpected	6
117	59	the mechanics said the manager injured himself	expected	6
118	59	the mechanics said the manager injured themselves	unexpected	6
119	60	the mechanics said the manager injured herself	expected	6
120	60	the mechanics said the manager injured themselves	unexpected	6
121	61	the mechanics said the manager congratulated himself	expected	6
122	61	the mechanics said the manager congratulated themselves	unexpected	6
123	62	the mechanics said the manager congratulated herself	expected	6
124	62	the mechanics said the manager congratulated themselves	unexpected	6
125	63	the mechanics said the manager embarrassed himself	expected	6
126	63	the mechanics said the manager embarrassed themselves	unexpected	6
127	64	the mechanics said the manager embarrassed herself	expected	6
128	64	the mechanics said the manager embarrassed themselves	unexpected	6
129	65	the mechanics said the manager disguised himself	expected	6
130	65	the mechanics said the manager disguised themselves	unexpected	6
131	66	the mechanics said the manager disguised herself	expected	6
132	66	the mechanics said the manager disguised themselves	unexpected	6
133	67	the mechanics said the manager hated himself	expected	6
134	67	the mechanics said the manager hated themselves	unexpected	6
135	68	the mechanics said the manager hated herself	expected	6
136	68	the mechanics said the manager hated themselves	unexpected	6
137	69	the mechanics said the manager doubted himself	expected	6
138	69	the mechanics said the manager doubted themselves	unexpected	6
139	70	the mechanics said the manager doubted herself	expected	6
140	70	the mechanics said the manager doubted themselves	unexpected	6
141	71	the mechanics said the customer hurt himself	expected	6
142	71	the mechanics said the customer hurt themselves	unexpected	6
143	72	the mechanics said the customer hurt herself	expected	6
144	72	the mechanics said the customer hurt themselves	unexpected	6
145	73	the mechanics said the customer injured himself	expected	6
146	73	the mechanics said the customer injured themselves	unexpected	6
147	74	the mechanics said the customer injured herself	expected	6
148	74	the mechanics said the customer injured themselves	unexpected	6
149	75	the mechanics said the customer congratulated himself	expected	6
150	75	the mechanics said the customer congratulated themselves	unexpected	6
151	76	the mechanics said the customer congratulated herself	expected	6
152	76	the mechanics said the customer congratulated themselves	unexpected	6
153	77	the mechanics said the customer embarrassed himself	expected	6
154	77	the mechanics said the customer embarrassed themselves	unexpected	6
155	78	the mechanics said the customer embarrassed herself	expected	6
156	78	the mechanics said the customer embarrassed themselves	unexpected	6
157	79	the mechanics said the customer disguised himself	expected	6
158	79	the mechanics said the customer disguised themselves	unexpected	6
159	80	the mechanics said the customer disguised herself	expected	6
160	80	the mechanics said the customer disguised themselves	unexpected	6
161	81	the mechanics said the customer hated himself	expected	6
162	81	the mechanics said the customer hated themselves	unexpected	6
163	82	the mechanics said the customer hated herself	expected	6
164	82	the mechanics said the customer hated themselves	unexpected	6
165	83	the mechanics said the customer doubted himself	expected	6
166	83	the mechanics said the customer doubted themselves	unexpected	6
167	84	the mechanics said the customer doubted herself	expected	6
168	84	the mechanics said the customer doubted themselves	unexpected	6
169	85	the mechanics said the officer hurt himself	expected	6
170	85	the mechanics said the officer hurt themselves	unexpected	6
171	86	the mechanics said the officer hurt herself	expected	6
172	86	the mechanics said the officer hurt themselves	unexpected	6
173	87	the mechanics said the officer injured himself	expected	6
174	87	the mechanics said the officer injured themselves	unexpected	6
175	88	the mechanics said the officer injured herself	expected	6
176	88	the mechanics said the officer injured themselves	unexpected	6
177	89	the mechanics said the officer congratulated himself	expected	6
178	89	the mechanics said the officer congratulated themselves	unexpected	6
179	90	the mechanics said the officer congratulated herself	expected	6
180	90	the mechanics said the officer congratulated themselves	unexpected	6
181	91	the mechanics said the officer embarrassed himself	expected	6
182	91	the mechanics said the officer embarrassed themselves	unexpected	6
183	92	the mechanics said the officer embarrassed herself	expected	6
184	92	the mechanics said the officer embarrassed themselves	unexpected	6
185	93	the mechanics said the officer disguised himself	expected	6
186	93	the mechanics said the officer disguised themselves	unexpected	6
187	94	the mechanics said the officer disguised herself	expected	6
188	94	the mechanics said the officer disguised themselves	unexpected	6
189	95	the mechanics said the officer hated himself	expected	6
190	95	the mechanics said the officer hated themselves	unexpected	6
191	96	the mechanics said the officer hated herself	expected	6
192	96	the mechanics said the officer hated themselves	unexpected	6
193	97	the mechanics said the officer doubted himself	expected	6
194	97	the mechanics said the officer doubted themselves	unexpected	6
195	98	the mechanics said the officer doubted herself	expected	6
196	98	the mechanics said the officer doubted themselves	unexpected	6
197	99	the mechanics said the teacher hurt himself	expected	6
198	99	the mechanics said the teacher hurt themselves	unexpected	6
199	100	the mechanics said the teacher hurt herself	expected	6
200	100	the mechanics said the teacher hurt themselves	unexpected	6
201	101	the mechanics said the teacher injured himself	expected	6
202	101	the mechanics said the teacher injured themselves	unexpected	6
203	102	the mechanics said the teacher injured herself	expected	6
204	102	the mechanics said the teacher injured themselves	unexpected	6
205	103	the mechanics said the teacher congratulated himself	expected	6
206	103	the mechanics said the teacher congratulated themselves	unexpected	6
207	104	the mechanics said the teacher congratulated herself	expected	6
208	104	the mechanics said the teacher congratulated themselves	unexpected	6
209	105	the mechanics said the teacher embarrassed himself	expected	6
210	105	the mechanics said the teacher embarrassed themselves	unexpected	6
211	106	the mechanics said the teacher embarrassed herself	expected	6
212	106	the mechanics said the teacher embarrassed themselves	unexpected	6
213	107	the mechanics said the teacher disguised himself	expected	6
214	107	the mechanics said the teacher disguised themselves	unexpected	6
215	108	the mechanics said the teacher disguised herself	expected	6
216	108	the mechanics said the teacher disguised themselves	unexpected	6
217	109	the mechanics said the teacher hated himself	expected	6
218	109	the mechanics said the teacher hated themselves	unexpected	6
219	110	the mechanics said the teacher hated herself	expected	6
220	110	the mechanics said the teacher hated themselves	unexpected	6
221	111	the mechanics said the teacher doubted himself	expected	6
222	111	the mechanics said the teacher doubted themselves	unexpected	6
223	112	the mechanics said the teacher doubted herself	expected	6
224	112	the mechanics said the teacher doubted themselves	unexpected	6
225	113	the mechanics said the senator hurt himself	expected	6
226	113	the mechanics said the senator hurt themselves	unexpected	6
227	114	the mechanics said the senator hurt herself	expected	6
228	114	the mechanics said the senator hurt themselves	unexpected	6
229	115	the mechanics said the senator injured himself	expected	6
230	115	the mechanics said the senator injured themselves	unexpected	6
231	116	the mechanics said the senator injured herself	expected	6
232	116	the mechanics said the senator injured themselves	unexpected	6
233	117	the mechanics said the senator congratulated himself	expected	6
234	117	the mechanics said the senator congratulated themselves	unexpected	6
235	118	the mechanics said the senator congratulated herself	expected	6
236	118	the mechanics said the senator congratulated themselves	unexpected	6
237	119	the mechanics said the senator embarrassed himself	expected	6
238	119	the mechanics said the senator embarrassed themselves	unexpected	6
239	120	the mechanics said the senator embarrassed herself	expected	6
240	120	the mechanics said the senator embarrassed themselves	unexpected	6
241	121	the mechanics said the senator disguised himself	expected	6
242	121	the mechanics said the senator disguised themselves	unexpected	6
243	122	the mechanics said the senator disguised herself	expected	6
244	122	the mechanics said the senator disguised themselves	unexpected	6
245	123	the mechanics said the senator hated himself	expected	6
246	123	the mechanics said the senator hated themselves	unexpected	6
247	124	the mechanics said the senator hated herself	expected	6
248	124	the mechanics said the senator hated themselves	unexpected	6
249	125	the mechanics said the senator doubted himself	expected	6
250	125	the mechanics said the senator doubted themselves	unexpected	6
251	126	the mechanics said the senator doubted herself	expected	6
252	126	the mechanics said the senator doubted themselves	unexpected	6
253	127	the mechanics said the consultant hurt himself	expected	6
254	127	the mechanics said the consultant hurt themselves	unexpected	6
255	128	the mechanics said the consultant hurt herself	expected	6
256	128	the mechanics said the consultant hurt themselves	unexpected	6
257	129	the mechanics said the consultant injured himself	expected	6
258	129	the mechanics said the consultant injured themselves	unexpected	6
259	130	the mechanics said the consultant injured herself	expected	6
260	130	the mechanics said the consultant injured themselves	unexpected	6
261	131	the mechanics said the consultant congratulated himself	expected	6
262	131	the mechanics said the consultant congratulated themselves	unexpected	6
263	132	the mechanics said the consultant congratulated herself	expected	6
264	132	the mechanics said the consultant congratulated themselves	unexpected	6
265	133	the mechanics said the consultant embarrassed himself	expected	6
266	133	the mechanics said the consultant embarrassed themselves	unexpected	6
267	134	the mechanics said the consultant embarrassed herself	expected	6
268	134	the mechanics said the consultant embarrassed themselves	unexpected	6
269	135	the mechanics said the consultant disguised himself	expected	6
270	135	the mechanics said the consultant disguised themselves	unexpected	6
271	136	the mechanics said the consultant disguised herself	expected	6
272	136	the mechanics said the consultant disguised themselves	unexpected	6
273	137	the mechanics said the consultant hated himself	expected	6
274	137	the mechanics said the consultant hated themselves	unexpected	6
275	138	the mechanics said the consultant hated herself	expected	6
276	138	the mechanics said the consultant hated themselves	unexpected	6
277	139	the mechanics said the consultant doubted himself	expected	6
278	139	the mechanics said the consultant doubted themselves	unexpected	6
279	140	the mechanics said the consultant doubted herself	expected	6
280	140	the mechanics said the consultant doubted themselves	unexpected	6
281	141	the mechanics thought the author hurt himself	expected	6
282	141	the mechanics thought the author hurt themselves	unexpected	6
283	142	the mechanics thought the author hurt herself	expected	6
284	142	the mechanics thought the author hurt themselves	unexpected	6
285	143	the mechanics thought the author injured himself	expected	6
286	143	the mechanics thought the author injured themselves	unexpected	6
287	144	the mechanics thought the author injured herself	expected	6
288	144	the mechanics thought the author injured themselves	unexpected	6
289	145	the mechanics thought the author congratulated himself	expected	6
290	145	the mechanics thought the author congratulated themselves	unexpected	6
291	146	the mechanics thought the author congratulated herself	expected	6
292	146	the mechanics thought the author congratulated themselves	unexpected	6
293	147	the mechanics thought the author embarrassed himself	expected	6
294	147	the mechanics thought the author embarrassed themselves	unexpected	6
295	148	the mechanics thought the author embarrassed herself	expected	6
296	148	the mechanics thought the author embarrassed themselves	unexpected	6
297	149	the mechanics thought the author disguised himself	expected	6
298	149	the mechanics thought the author disguised themselves	unexpected	6
299	150	the mechanics thought the author disguised herself	expected	6
300	150	the mechanics thought the author disguised themselves	unexpected	6
301	151	the mechanics thought the author hated himself	expected	6
302	151	the mechanics thought the author hated themselves	unexpected	6
303	152	the mechanics thought the author hated herself	expected	6
304	152	the mechanics thought the author hated themselves	unexpected	6
305	153	the mechanics thought the author doubted himself	expected	6
306	153	the mechanics thought the author doubted themselves	unexpected	6
307	154	the mechanics thought the author doubted herself	expected	6
308	154	the mechanics thought the author doubted themselves	unexpected	6
309	155	the mechanics thought the pilot hurt himself	expected	6
310	155	the mechanics thought the pilot hurt themselves	unexpected	6
311	156	the mechanics thought the pilot hurt herself	expected	6
312	156	the mechanics thought the pilot hurt themselves	unexpected	6
313	157	the mechanics thought the pilot injured himself	expected	6
314	157	the mechanics thought the pilot injured themselves	unexpected	6
315	158	the mechanics thought the pilot injured herself	expected	6
316	158	the mechanics thought the pilot injured themselves	unexpected	6
317	159	the mechanics thought the pilot congratulated himself	expected	6
318	159	the mechanics thought the pilot congratulated themselves	unexpected	6
319	160	the mechanics thought the pilot congratulated herself	expected	6
320	160	the mechanics thought the pilot congratulated themselves	unexpected	6
321	161	the mechanics thought the pilot embarrassed himself	expected	6
322	161	the mechanics thought the pilot embarrassed themselves	unexpected	6
323	162	the mechanics thought the pilot embarrassed herself	expected	6
324	162	the mechanics thought the pilot embarrassed themselves	unexpected	6
325	163	the mechanics thought the pilot disguised himself	expected	6
326	163	the mechanics thought the pilot disguised themselves	unexpected	6
327	164	the mechanics thought the pilot disguised herself	expected	6
328	164	the mechanics thought the pilot disguised themselves	unexpected	6
329	165	the mechanics thought the pilot hated himself	expected	6
330	165	the mechanics thought the pilot hated themselves	unexpected	6
331	166	the mechanics thought the pilot hated herself	expected	6
332	166	the mechanics thought the pilot hated themselves	unexpected	6
333	167	the mechanics thought the pilot doubted himself	expected	6
334	167	the mechanics thought the pilot doubted themselves	unexpected	6
335	168	the mechanics thought the pilot doubted herself	expected	6
336	168	the mechanics thought the pilot doubted themselves	unexpected	6
337	169	the mechanics thought the surgeon hurt himself	expected	6
338	169	the mechanics thought the surgeon hurt themselves	unexpected	6
339	170	the mechanics thought the surgeon hurt herself	expected	6
340	170	the mechanics thought the surgeon hurt themselves	unexpected	6
341	171	the mechanics thought the surgeon injured himself	expected	6
342	171	the mechanics thought the surgeon injured themselves	unexpected	6
343	172	the mechanics thought the surgeon injured herself	expected	6
344	172	the mechanics thought the surgeon injured themselves	unexpected	6
345	173	the mechanics thought the surgeon congratulated himself	expected	6
346	173	the mechanics thought the surgeon congratulated themselves	unexpected	6
347	174	the mechanics thought the surgeon congratulated herself	expected	6
348	174	the mechanics thought the surgeon congratulated themselves	unexpected	6
349	175	the mechanics thought the surgeon embarrassed himself	expected	6
350	175	the mechanics thought the surgeon embarrassed themselves	unexpected	6
351	176	the mechanics thought the surgeon embarrassed herself	expected	6
352	176	the mechanics thought the surgeon embarrassed themselves	unexpected	6
353	177	the mechanics thought the surgeon disguised himself	expected	6
354	177	the mechanics thought the surgeon disguised themselves	unexpected	6
355	178	the mechanics thought the surgeon disguised herself	expected	6
356	178	the mechanics thought the surgeon disguised themselves	unexpected	6
357	179	the mechanics thought the surgeon hated himself	expected	6
358	179	the mechanics thought the surgeon hated themselves	unexpected	6
359	180	the mechanics thought the surgeon hated herself	expected	6
360	180	the mechanics thought the surgeon hated themselves	unexpected	6
361	181	the mechanics thought the surgeon doubted himself	expected	6
362	181	the mechanics thought the surgeon doubted themselves	unexpected	6
363	182	the mechanics thought the surgeon doubted herself	expected	6
364	182	the mechanics thought the surgeon doubted themselves	unexpected	6
365	183	the mechanics thought the farmer hurt himself	expected	6
366	183	the mechanics thought the farmer hurt themselves	unexpected	6
367	184	the mechanics thought the farmer hurt herself	expected	6
368	184	the mechanics thought the farmer hurt themselves	unexpected	6
369	185	the mechanics thought the farmer injured himself	expected	6
370	185	the mechanics thought the farmer injured themselves	unexpected	6
371	186	the mechanics thought the farmer injured herself	expected	6
372	186	the mechanics thought the farmer injured themselves	unexpected	6
373	187	the mechanics thought the farmer congratulated himself	expected	6
374	187	the mechanics thought the farmer congratulated themselves	unexpected	6
375	188	the mechanics thought the farmer congratulated herself	expected	6
376	188	the mechanics thought the farmer congratulated themselves	unexpected	6
377	189	the mechanics thought the farmer embarrassed himself	expected	6
378	189	the mechanics thought the farmer embarrassed themselves	unexpected	6
379	190	the mechanics thought the farmer embarrassed herself	expected	6
380	190	the mechanics thought the farmer embarrassed themselves	unexpected	6
381	191	the mechanics thought the farmer disguised himself	expected	6
382	191	the mechanics thought the farmer disguised themselves	unexpected	6
383	192	the mechanics thought the farmer disguised herself	expected	6
384	192	the mechanics thought the farmer disguised themselves	unexpected	6
385	193	the mechanics thought the farmer hated himself	expected	6
386	193	the mechanics thought the farmer hated themselves	unexpected	6
387	194	the mechanics thought the farmer hated herself	expected	6
388	194	the mechanics thought the farmer hated themselves	unexpected	6
389	195	the mechanics thought the farmer doubted himself	expected	6
390	195	the mechanics thought the farmer doubted themselves	unexpected	6
391	196	the mechanics thought the farmer doubted herself	expected	6
392	196	the mechanics thought the farmer doubted themselves	unexpected	6
393	197	the mechanics thought the manager hurt himself	expected	6
394	197	the mechanics thought the manager hurt themselves	unexpected	6
395	198	the mechanics thought the manager hurt herself	expected	6
396	198	the mechanics thought the manager hurt themselves	unexpected	6
397	199	the mechanics thought the manager injured himself	expected	6
398	199	the mechanics thought the manager injured themselves	unexpected	6
399	200	the mechanics thought the manager injured herself	expected	6
400	200	the mechanics thought the manager injured themselves	unexpected	6
401	201	the mechanics thought the manager congratulated himself	expected	6
402	201	the mechanics thought the manager congratulated themselves	unexpected	6
403	202	the mechanics thought the manager congratulated herself	expected	6
404	202	the mechanics thought the manager congratulated themselves	unexpected	6
405	203	the mechanics thought the manager embarrassed himself	expected	6
406	203	the mechanics thought the manager embarrassed themselves	unexpected	6
407	204	the mechanics thought the manager embarrassed herself	expected	6
408	204	the mechanics thought the manager embarrassed themselves	unexpected	6
409	205	the mechanics thought the manager disguised himself	expected	6
410	205	the mechanics thought the manager disguised themselves	unexpected	6
411	206	the mechanics thought the manager disguised herself	expected	6
412	206	the mechanics thought the manager disguised themselves	unexpected	6
413	207	the mechanics thought the manager hated himself	expected	6
414	207	the mechanics thought the manager hated themselves	unexpected	6
415	208	the mechanics thought the manager hated herself	expected	6
416	208	the mechanics thought the manager hated themselves	unexpected	6
417	209	the mechanics thought the manager doubted himself	expected	6
418	209	the mechanics thought the manager doubted themselves	unexpected	6
419	210	the mechanics thought the manager doubted herself	expected	6
420	210	the mechanics thought the manager doubted themselves	unexpected	6
421	211	the mechanics thought the customer hurt himself	expected	6
422	211	the mechanics thought the customer hurt themselves	unexpected	6
423	212	the mechanics thought the customer hurt herself	expected	6
424	212	the mechanics thought the customer hurt themselves	unexpected	6
425	213	the mechanics thought the customer injured himself	expected	6
426	213	the mechanics thought the customer injured themselves	unexpected	6
427	214	the mechanics thought the customer injured herself	expected	6
428	214	the mechanics thought the customer injured themselves	unexpected	6
429	215	the mechanics thought the customer congratulated himself	expected	6
430	215	the mechanics thought the customer congratulated themselves	unexpected	6
431	216	the mechanics thought the customer congratulated herself	expected	6
432	216	the mechanics thought the customer congratulated themselves	unexpected	6
433	217	the mechanics thought the customer embarrassed himself	expected	6
434	217	the mechanics thought the customer embarrassed themselves	unexpected	6
435	218	the mechanics thought the customer embarrassed herself	expected	6
436	218	the mechanics thought the customer embarrassed themselves	unexpected	6
437	219	the mechanics thought the customer disguised himself	expected	6
438	219	the mechanics thought the customer disguised themselves	unexpected	6
439	220	the mechanics thought the customer disguised herself	expected	6
440	220	the mechanics thought the customer disguised themselves	unexpected	6
441	221	the mechanics thought the customer hated himself	expected	6
442	221	the mechanics thought the customer hated themselves	unexpected	6
443	222	the mechanics thought the customer hated herself	expected	6
444	222	the mechanics thought the customer hated themselves	unexpected	6
445	223	the mechanics thought the customer doubted himself	expected	6
446	223	the mechanics thought the customer doubted themselves	unexpected	6
447	224	the mechanics thought the customer doubted herself	expected	6
448	224	the mechanics thought the customer doubted themselves	unexpected	6
449	225	the mechanics thought the officer hurt himself	expected	6
450	225	the mechanics thought the officer hurt themselves	unexpected	6
451	226	the mechanics thought the officer hurt herself	expected	6
452	226	the mechanics thought the officer hurt themselves	unexpected	6
453	227	the mechanics thought the officer injured himself	expected	6
454	227	the mechanics thought the officer injured themselves	unexpected	6
455	228	the mechanics thought the officer injured herself	expected	6
456	228	the mechanics thought the officer injured themselves	unexpected	6
457	229	the mechanics thought the officer congratulated himself	expected	6
458	229	the mechanics thought the officer congratulated themselves	unexpected	6
459	230	the mechanics thought the officer congratulated herself	expected	6
460	230	the mechanics thought the officer congratulated themselves	unexpected	6
461	231	the mechanics thought the officer embarrassed himself	expected	6
462	231	the mechanics thought the officer embarrassed themselves	unexpected	6
463	232	the mechanics thought the officer embarrassed herself	expected	6
464	232	the mechanics thought the officer embarrassed themselves	unexpected	6
465	233	the mechanics thought the officer disguised himself	expected	6
466	233	the mechanics thought the officer disguised themselves	unexpected	6
467	234	the mechanics thought the officer disguised herself	expected	6
468	234	the mechanics thought the officer disguised themselves	unexpected	6
469	235	the mechanics thought the officer hated himself	expected	6
470	235	the mechanics thought the officer hated themselves	unexpected	6
471	236	the mechanics thought the officer hated herself	expected	6
472	236	the mechanics thought the officer hated themselves	unexpected	6
473	237	the mechanics thought the officer doubted himself	expected	6
474	237	the mechanics thought the officer doubted themselves	unexpected	6
475	238	the mechanics thought the officer doubted herself	expected	6
476	238	the mechanics thought the officer doubted themselves	unexpected	6
477	239	the mechanics thought the teacher hurt himself	expected	6
478	239	the mechanics thought the teacher hurt themselves	unexpected	6
479	240	the mechanics thought the teacher hurt herself	expected	6
480	240	the mechanics thought the teacher hurt themselves	unexpected	6
481	241	the mechanics thought the teacher injured himself	expected	6
482	241	the mechanics thought the teacher injured themselves	unexpected	6
483	242	the mechanics thought the teacher injured herself	expected	6
484	242	the mechanics thought the teacher injured themselves	unexpected	6
485	243	the mechanics thought the teacher congratulated himself	expected	6
486	243	the mechanics thought the teacher congratulated themselves	unexpected	6
487	244	the mechanics thought the teacher congratulated herself	expected	6
488	244	the mechanics thought the teacher congratulated themselves	unexpected	6
489	245	the mechanics thought the teacher embarrassed himself	expected	6
490	245	the mechanics thought the teacher embarrassed themselves	unexpected	6
491	246	the mechanics thought the teacher embarrassed herself	expected	6
492	246	the mechanics thought the teacher embarrassed themselves	unexpected	6
493	247	the mechanics thought the teacher disguised himself	expected	6
494	247	the mechanics thought the teacher disguised themselves	unexpected	6
495	248	the mechanics thought the teacher disguised herself	expected	6
496	248	the mechanics thought the teacher disguised themselves	unexpected	6
497	249	the mechanics thought the teacher hated himself	expected	6
498	249	the mechanics thought the teacher hated themselves	unexpected	6
499	250	the mechanics thought the teacher hated herself	expected	6
500	250	the mechanics thought the teacher hated themselves	unexpected	6
501	251	the mechanics thought the teacher doubted himself	expected	6
502	251	the mechanics thought the teacher doubted themselves	unexpected	6
503	252	the mechanics thought the teacher doubted herself	expected	6
504	252	the mechanics thought the teacher doubted themselves	unexpected	6
505	253	the mechanics thought the senator hurt himself	expected	6
506	253	the mechanics thought the senator hurt themselves	unexpected	6
507	254	the mechanics thought the senator hurt herself	expected	6
508	254	the mechanics thought the senator hurt themselves	unexpected	6
509	255	the mechanics thought the senator injured himself	expected	6
510	255	the mechanics thought the senator injured themselves	unexpected	6
511	256	the mechanics thought the senator injured herself	expected	6
512	256	the mechanics thought the senator injured themselves	unexpected	6
513	257	the mechanics thought the senator congratulated himself	expected	6
514	257	the mechanics thought the senator congratulated themselves	unexpected	6
515	258	the mechanics thought the senator congratulated herself	expected	6
516	258	the mechanics thought the senator congratulated themselves	unexpected	6
517	259	the mechanics thought the senator embarrassed himself	expected	6
518	259	the mechanics thought the senator embarrassed themselves	unexpected	6
519	260	the mechanics thought the senator embarrassed herself	expected	6
520	260	the mechanics thought the senator embarrassed themselves	unexpected	6
521	261	the mechanics thought the senator disguised himself	expected	6
522	261	the mechanics thought the senator disguised themselves	unexpected	6
523	262	the mechanics thought the senator disguised herself	expected	6
524	262	the mechanics thought the senator disguised themselves	unexpected	6
