sentid	pairid	sentence	comparison	ROI	word
210	105	ה טבח נוסע ו צוחקים	unexpected	4	צוחקים
211	106	ה נהג נוסע ו מבשל	expected	4	מבשל
212	106	ה נהג נוסע ו מבשלים	unexpected	4	מבשלים
213	107	ה נהג נוסע ו נוסע	expected	4	נוסע
214	107	ה נהג נוסע ו נוסעים	unexpected	4	נוסעים
215	108	ה נהג נוסע ו אוכל	expected	4	אוכל
216	108	ה נהג נוסע ו אוכלים	unexpected	4	אוכלים
217	109	ה נהג נוסע ו שותה	expected	4	שותה
218	109	ה נהג נוסע ו שותים	unexpected	4	שותים
219	110	ה נהג נוסע ו שוחה	expected	4	שוחה
220	110	ה נהג נוסע ו שוחים	unexpected	4	שוחים
221	111	ה נהג נוסע ו חי	expected	4	חי
222	111	ה נהג נוסע ו חיים	unexpected	4	חיים
223	112	ה נהג נוסע ו צוחק	expected	4	צוחק
224	112	ה נהג נוסע ו צוחקים	unexpected	4	צוחקים
225	113	ה חייל נוסע ו מבשל	expected	4	מבשל
226	113	ה חייל נוסע ו מבשלים	unexpected	4	מבשלים
227	114	ה חייל נוסע ו נוסע	expected	4	נוסע
228	114	ה חייל נוסע ו נוסעים	unexpected	4	נוסעים
229	115	ה חייל נוסע ו אוכל	expected	4	אוכל
230	115	ה חייל נוסע ו אוכלים	unexpected	4	אוכלים
231	116	ה חייל נוסע ו שותה	expected	4	שותה
232	116	ה חייל נוסע ו שותים	unexpected	4	שותים
233	117	ה חייל נוסע ו שוחה	expected	4	שוחה
234	117	ה חייל נוסע ו שוחים	unexpected	4	שוחים
235	118	ה חייל נוסע ו חי	expected	4	חי
236	118	ה חייל נוסע ו חיים	unexpected	4	חיים
237	119	ה חייל נוסע ו צוחק	expected	4	צוחק
238	119	ה חייל נוסע ו צוחקים	unexpected	4	צוחקים
239	120	ה קצין נוסע ו מבשל	expected	4	מבשל
240	120	ה קצין נוסע ו מבשלים	unexpected	4	מבשלים
241	121	ה קצין נוסע ו נוסע	expected	4	נוסע
242	121	ה קצין נוסע ו נוסעים	unexpected	4	נוסעים
243	122	ה קצין נוסע ו אוכל	expected	4	אוכל
244	122	ה קצין נוסע ו אוכלים	unexpected	4	אוכלים
245	123	ה קצין נוסע ו שותה	expected	4	שותה
246	123	ה קצין נוסע ו שותים	unexpected	4	שותים
247	124	ה קצין נוסע ו שוחה	expected	4	שוחה
248	124	ה קצין נוסע ו שוחים	unexpected	4	שוחים
249	125	ה קצין נוסע ו חי	expected	4	חי
250	125	ה קצין נוסע ו חיים	unexpected	4	חיים
251	126	ה קצין נוסע ו צוחק	expected	4	צוחק
252	126	ה קצין נוסע ו צוחקים	unexpected	4	צוחקים
253	127	ה טייס נוסע ו מבשל	expected	4	מבשל
254	127	ה טייס נוסע ו מבשלים	unexpected	4	מבשלים
255	128	ה טייס נוסע ו נוסע	expected	4	נוסע
256	128	ה טייס נוסע ו נוסעים	unexpected	4	נוסעים
257	129	ה טייס נוסע ו אוכל	expected	4	אוכל
258	129	ה טייס נוסע ו אוכלים	unexpected	4	אוכלים
259	130	ה טייס נוסע ו שותה	expected	4	שותה
260	130	ה טייס נוסע ו שותים	unexpected	4	שותים
261	131	ה טייס נוסע ו שוחה	expected	4	שוחה
262	131	ה טייס נוסע ו שוחים	unexpected	4	שוחים
263	132	ה טייס נוסע ו חי	expected	4	חי
264	132	ה טייס נוסע ו חיים	unexpected	4	חיים
265	133	ה טייס נוסע ו צוחק	expected	4	צוחק
266	133	ה טייס נוסע ו צוחקים	unexpected	4	צוחקים
267	134	ה יועץ נוסע ו מבשל	expected	4	מבשל
268	134	ה יועץ נוסע ו מבשלים	unexpected	4	מבשלים
269	135	ה יועץ נוסע ו נוסע	expected	4	נוסע
270	135	ה יועץ נוסע ו נוסעים	unexpected	4	נוסעים
271	136	ה יועץ נוסע ו אוכל	expected	4	אוכל
272	136	ה יועץ נוסע ו אוכלים	unexpected	4	אוכלים
273	137	ה יועץ נוסע ו שותה	expected	4	שותה
274	137	ה יועץ נוסע ו שותים	unexpected	4	שותים
275	138	ה יועץ נוסע ו שוחה	expected	4	שוחה
276	138	ה יועץ נוסע ו שוחים	unexpected	4	שוחים
277	139	ה יועץ נוסע ו חי	expected	4	חי
278	139	ה יועץ נוסע ו חיים	unexpected	4	חיים
279	140	ה יועץ נוסע ו צוחק	expected	4	צוחק
280	140	ה יועץ נוסע ו צוחקים	unexpected	4	צוחקים
281	141	ה מלצר רץ ו מבשל	expected	4	מבשל
282	141	ה מלצר רץ ו מבשלים	unexpected	4	מבשלים
283	142	ה מלצר רץ ו נוסע	expected	4	נוסע
284	142	ה מלצר רץ ו נוסעים	unexpected	4	נוסעים
285	143	ה מלצר רץ ו אוכל	expected	4	אוכל
286	143	ה מלצר רץ ו אוכלים	unexpected	4	אוכלים
287	144	ה מלצר רץ ו שותה	expected	4	שותה
288	144	ה מלצר רץ ו שותים	unexpected	4	שותים
289	145	ה מלצר רץ ו שוחה	expected	4	שוחה
290	145	ה מלצר רץ ו שוחים	unexpected	4	שוחים
291	146	ה מלצר רץ ו חי	expected	4	חי
292	146	ה מלצר רץ ו חיים	unexpected	4	חיים
293	147	ה מלצר רץ ו צוחק	expected	4	צוחק
294	147	ה מלצר רץ ו צוחקים	unexpected	4	צוחקים
295	148	ה מנהל רץ ו מבשל	expected	4	מבשל
296	148	ה מנהל רץ ו מבשלים	unexpected	4	מבשלים
297	149	ה מנהל רץ ו נוסע	expected	4	נוסע
298	149	ה מנהל רץ ו נוסעים	unexpected	4	נוסעים
299	150	ה מנהל רץ ו אוכל	expected	4	אוכל
300	150	ה מנהל רץ ו אוכלים	unexpected	4	אוכלים
301	151	ה מנהל רץ ו שותה	expected	4	שותה
302	151	ה מנהל רץ ו שותים	unexpected	4	שותים
303	152	ה מנהל רץ ו שוחה	expected	4	שוחה
304	152	ה מנהל רץ ו שוחים	unexpected	4	שוחים
305	153	ה מנהל רץ ו חי	expected	4	חי
306	153	ה מנהל רץ ו חיים	unexpected	4	חיים
307	154	ה מנהל רץ ו צוחק	expected	4	צוחק
308	154	ה מנהל רץ ו צוחקים	unexpected	4	צוחקים
309	155	ה חקלאי רץ ו מבשל	expected	4	מבשל
310	155	ה חקלאי רץ ו מבשלים	unexpected	4	מבשלים
311	156	ה חקלאי רץ ו נוסע	expected	4	נוסע
312	156	ה חקלאי רץ ו נוסעים	unexpected	4	נוסעים
313	157	ה חקלאי רץ ו אוכל	expected	4	אוכל
314	157	ה חקלאי רץ ו אוכלים	unexpected	4	אוכלים
315	158	ה חקלאי רץ ו שותה	expected	4	שותה
316	158	ה חקלאי רץ ו שותים	unexpected	4	שותים
317	159	ה חקלאי רץ ו שוחה	expected	4	שוחה
318	159	ה חקלאי רץ ו שוחים	unexpected	4	שוחים
319	160	ה חקלאי רץ ו חי	expected	4	חי
320	160	ה חקלאי רץ ו חיים	unexpected	4	חיים
321	161	ה חקלאי רץ ו צוחק	expected	4	צוחק
322	161	ה חקלאי רץ ו צוחקים	unexpected	4	צוחקים
323	162	ה רופא רץ ו מבשל	expected	4	מבשל
324	162	ה רופא רץ ו מבשלים	unexpected	4	מבשלים
325	163	ה רופא רץ ו נוסע	expected	4	נוסע
326	163	ה רופא רץ ו נוסעים	unexpected	4	נוסעים
327	164	ה רופא רץ ו אוכל	expected	4	אוכל
328	164	ה רופא רץ ו אוכלים	unexpected	4	אוכלים
329	165	ה רופא רץ ו שותה	expected	4	שותה
330	165	ה רופא רץ ו שותים	unexpected	4	שותים
331	166	ה רופא רץ ו שוחה	expected	4	שוחה
332	166	ה רופא רץ ו שוחים	unexpected	4	שוחים
333	167	ה רופא רץ ו חי	expected	4	חי
334	167	ה רופא רץ ו חיים	unexpected	4	חיים
335	168	ה רופא רץ ו צוחק	expected	4	צוחק
336	168	ה רופא רץ ו צוחקים	unexpected	4	צוחקים
337	169	ה טבח רץ ו מבשל	expected	4	מבשל
338	169	ה טבח רץ ו מבשלים	unexpected	4	מבשלים
339	170	ה טבח רץ ו נוסע	expected	4	נוסע
340	170	ה טבח רץ ו נוסעים	unexpected	4	נוסעים
341	171	ה טבח רץ ו אוכל	expected	4	אוכל
342	171	ה טבח רץ ו אוכלים	unexpected	4	אוכלים
343	172	ה טבח רץ ו שותה	expected	4	שותה
344	172	ה טבח רץ ו שותים	unexpected	4	שותים
345	173	ה טבח רץ ו שוחה	expected	4	שוחה
346	173	ה טבח רץ ו שוחים	unexpected	4	שוחים
347	174	ה טבח רץ ו חי	expected	4	חי
348	174	ה טבח רץ ו חיים	unexpected	4	חיים
349	175	ה טבח רץ ו צוחק	expected	4	צוחק
350	175	ה טבח רץ ו צוחקים	unexpected	4	צוחקים
351	176	ה נהג רץ ו מבשל	expected	4	מבשל
352	176	ה נהג רץ ו מבשלים	unexpected	4	מבשלים
353	177	ה נהג רץ ו נוסע	expected	4	נוסע
354	177	ה נהג רץ ו נוסעים	unexpected	4	נוסעים
355	178	ה נהג רץ ו אוכל	expected	4	אוכל
356	178	ה נהג רץ ו אוכלים	unexpected	4	אוכלים
357	179	ה נהג רץ ו שותה	expected	4	שותה
358	179	ה נהג רץ ו שותים	unexpected	4	שותים
359	180	ה נהג רץ ו שוחה	expected	4	שוחה
360	180	ה נהג רץ ו שוחים	unexpected	4	שוחים
361	181	ה נהג רץ ו חי	expected	4	חי
362	181	ה נהג רץ ו חיים	unexpected	4	חיים
363	182	ה נהג רץ ו צוחק	expected	4	צוחק
364	182	ה נהג רץ ו צוחקים	unexpected	4	צוחקים
365	183	ה חייל רץ ו מבשל	expected	4	מבשל
366	183	ה חייל רץ ו מבשלים	unexpected	4	מבשלים
367	184	ה חייל רץ ו נוסע	expected	4	נוסע
368	184	ה חייל רץ ו נוסעים	unexpected	4	נוסעים
369	185	ה חייל רץ ו אוכל	expected	4	אוכל
370	185	ה חייל רץ ו אוכלים	unexpected	4	אוכלים
371	186	ה חייל רץ ו שותה	expected	4	שותה
372	186	ה חייל רץ ו שותים	unexpected	4	שותים
373	187	ה חייל רץ ו שוחה	expected	4	שוחה
374	187	ה חייל רץ ו שוחים	unexpected	4	שוחים
375	188	ה חייל רץ ו חי	expected	4	חי
376	188	ה חייל רץ ו חיים	unexpected	4	חיים
377	189	ה חייל רץ ו צוחק	expected	4	צוחק
378	189	ה חייל רץ ו צוחקים	unexpected	4	צוחקים
379	190	ה קצין רץ ו מבשל	expected	4	מבשל
380	190	ה קצין רץ ו מבשלים	unexpected	4	מבשלים
381	191	ה קצין רץ ו נוסע	expected	4	נוסע
382	191	ה קצין רץ ו נוסעים	unexpected	4	נוסעים
383	192	ה קצין רץ ו אוכל	expected	4	אוכל
384	192	ה קצין רץ ו אוכלים	unexpected	4	אוכלים
385	193	ה קצין רץ ו שותה	expected	4	שותה
386	193	ה קצין רץ ו שותים	unexpected	4	שותים
387	194	ה קצין רץ ו שוחה	expected	4	שוחה
388	194	ה קצין רץ ו שוחים	unexpected	4	שוחים
389	195	ה קצין רץ ו חי	expected	4	חי
390	195	ה קצין רץ ו חיים	unexpected	4	חיים
391	196	ה קצין רץ ו צוחק	expected	4	צוחק
392	196	ה קצין רץ ו צוחקים	unexpected	4	צוחקים
393	197	ה טייס רץ ו מבשל	expected	4	מבשל
394	197	ה טייס רץ ו מבשלים	unexpected	4	מבשלים
395	198	ה טייס רץ ו נוסע	expected	4	נוסע
396	198	ה טייס רץ ו נוסעים	unexpected	4	נוסעים
397	199	ה טייס רץ ו אוכל	expected	4	אוכל
398	199	ה טייס רץ ו אוכלים	unexpected	4	אוכלים
399	200	ה טייס רץ ו שותה	expected	4	שותה
400	200	ה טייס רץ ו שותים	unexpected	4	שותים
401	201	ה טייס רץ ו שוחה	expected	4	שוחה
402	201	ה טייס רץ ו שוחים	unexpected	4	שוחים
403	202	ה טייס רץ ו חי	expected	4	חי
404	202	ה טייס רץ ו חיים	unexpected	4	חיים
405	203	ה טייס רץ ו צוחק	expected	4	צוחק
406	203	ה טייס רץ ו צוחקים	unexpected	4	צוחקים
407	204	ה יועץ רץ ו מבשל	expected	4	מבשל
408	204	ה יועץ רץ ו מבשלים	unexpected	4	מבשלים
409	205	ה יועץ רץ ו נוסע	expected	4	נוסע
410	205	ה יועץ רץ ו נוסעים	unexpected	4	נוסעים
411	206	ה יועץ רץ ו אוכל	expected	4	אוכל
412	206	ה יועץ רץ ו אוכלים	unexpected	4	אוכלים
413	207	ה יועץ רץ ו שותה	expected	4	שותה
414	207	ה יועץ רץ ו שותים	unexpected	4	שותים
415	208	ה יועץ רץ ו שוחה	expected	4	שוחה
416	208	ה יועץ רץ ו שוחים	unexpected	4	שוחים
417	209	ה יועץ רץ ו חי	expected	4	חי
418	209	ה יועץ רץ ו חיים	unexpected	4	חיים
419	210	ה יועץ רץ ו צוחק	expected	4	צוחק
420	210	ה יועץ רץ ו צוחקים	unexpected	4	צוחקים
421	211	ה מלצר ישן ו מבשל	expected	4	מבשל
422	211	ה מלצר ישן ו מבשלים	unexpected	4	מבשלים
423	212	ה מלצר ישן ו נוסע	expected	4	נוסע
424	212	ה מלצר ישן ו נוסעים	unexpected	4	נוסעים
425	213	ה מלצר ישן ו אוכל	expected	4	אוכל
426	213	ה מלצר ישן ו אוכלים	unexpected	4	אוכלים
427	214	ה מלצר ישן ו שותה	expected	4	שותה
428	214	ה מלצר ישן ו שותים	unexpected	4	שותים
429	215	ה מלצר ישן ו שוחה	expected	4	שוחה
430	215	ה מלצר ישן ו שוחים	unexpected	4	שוחים
431	216	ה מלצר ישן ו חי	expected	4	חי
432	216	ה מלצר ישן ו חיים	unexpected	4	חיים
433	217	ה מלצר ישן ו צוחק	expected	4	צוחק
434	217	ה מלצר ישן ו צוחקים	unexpected	4	צוחקים
435	218	ה מנהל ישן ו מבשל	expected	4	מבשל
436	218	ה מנהל ישן ו מבשלים	unexpected	4	מבשלים
437	219	ה מנהל ישן ו נוסע	expected	4	נוסע
438	219	ה מנהל ישן ו נוסעים	unexpected	4	נוסעים
439	220	ה מנהל ישן ו אוכל	expected	4	אוכל
440	220	ה מנהל ישן ו אוכלים	unexpected	4	אוכלים
441	221	ה מנהל ישן ו שותה	expected	4	שותה
442	221	ה מנהל ישן ו שותים	unexpected	4	שותים
443	222	ה מנהל ישן ו שוחה	expected	4	שוחה
444	222	ה מנהל ישן ו שוחים	unexpected	4	שוחים
445	223	ה מנהל ישן ו חי	expected	4	חי
446	223	ה מנהל ישן ו חיים	unexpected	4	חיים
447	224	ה מנהל ישן ו צוחק	expected	4	צוחק
448	224	ה מנהל ישן ו צוחקים	unexpected	4	צוחקים
449	225	ה חקלאי ישן ו מבשל	expected	4	מבשל
