sentid	pairid	sentence	comparison	ROI	word
42	21	ה חקלאי ש אוהב את ה שומר צוחקים	unexpected	7	צוחקים
43	22	ה רופא ש אוהב את ה שומר רוקד	expected	7	רוקד
44	22	ה רופא ש אוהב את ה שומר רוקדים	unexpected	7	רוקדים
45	23	ה רופא ש אוהב את ה שומר נוסע	expected	7	נוסע
46	23	ה רופא ש אוהב את ה שומר נוסעים	unexpected	7	נוסעים
47	24	ה רופא ש אוהב את ה שומר רץ	expected	7	רץ
48	24	ה רופא ש אוהב את ה שומר רצים	unexpected	7	רצים
49	25	ה רופא ש אוהב את ה שומר ישן	expected	7	ישן
50	25	ה רופא ש אוהב את ה שומר ישנים	unexpected	7	ישנים
51	26	ה רופא ש אוהב את ה שומר שוחה	expected	7	שוחה
52	26	ה רופא ש אוהב את ה שומר שוחים	unexpected	7	שוחים
53	27	ה רופא ש אוהב את ה שומר חי	expected	7	חי
54	27	ה רופא ש אוהב את ה שומר חיים	unexpected	7	חיים
55	28	ה רופא ש אוהב את ה שומר צוחק	expected	7	צוחק
56	28	ה רופא ש אוהב את ה שומר צוחקים	unexpected	7	צוחקים
57	29	ה טבח ש אוהב את ה שומר רוקד	expected	7	רוקד
58	29	ה טבח ש אוהב את ה שומר רוקדים	unexpected	7	רוקדים
59	30	ה טבח ש אוהב את ה שומר נוסע	expected	7	נוסע
60	30	ה טבח ש אוהב את ה שומר נוסעים	unexpected	7	נוסעים
61	31	ה טבח ש אוהב את ה שומר רץ	expected	7	רץ
62	31	ה טבח ש אוהב את ה שומר רצים	unexpected	7	רצים
63	32	ה טבח ש אוהב את ה שומר ישן	expected	7	ישן
64	32	ה טבח ש אוהב את ה שומר ישנים	unexpected	7	ישנים
65	33	ה טבח ש אוהב את ה שומר שוחה	expected	7	שוחה
66	33	ה טבח ש אוהב את ה שומר שוחים	unexpected	7	שוחים
67	34	ה טבח ש אוהב את ה שומר חי	expected	7	חי
68	34	ה טבח ש אוהב את ה שומר חיים	unexpected	7	חיים
69	35	ה טבח ש אוהב את ה שומר צוחק	expected	7	צוחק
70	35	ה טבח ש אוהב את ה שומר צוחקים	unexpected	7	צוחקים
71	36	ה נהג ש אוהב את ה שומר רוקד	expected	7	רוקד
72	36	ה נהג ש אוהב את ה שומר רוקדים	unexpected	7	רוקדים
73	37	ה נהג ש אוהב את ה שומר נוסע	expected	7	נוסע
74	37	ה נהג ש אוהב את ה שומר נוסעים	unexpected	7	נוסעים
75	38	ה נהג ש אוהב את ה שומר רץ	expected	7	רץ
76	38	ה נהג ש אוהב את ה שומר רצים	unexpected	7	רצים
77	39	ה נהג ש אוהב את ה שומר ישן	expected	7	ישן
78	39	ה נהג ש אוהב את ה שומר ישנים	unexpected	7	ישנים
79	40	ה נהג ש אוהב את ה שומר שוחה	expected	7	שוחה
80	40	ה נהג ש אוהב את ה שומר שוחים	unexpected	7	שוחים
81	41	ה נהג ש אוהב את ה שומר חי	expected	7	חי
82	41	ה נהג ש אוהב את ה שומר חיים	unexpected	7	חיים
83	42	ה נהג ש אוהב את ה שומר צוחק	expected	7	צוחק
84	42	ה נהג ש אוהב את ה שומר צוחקים	unexpected	7	צוחקים
85	43	ה חייל ש אוהב את ה שומר רוקד	expected	7	רוקד
86	43	ה חייל ש אוהב את ה שומר רוקדים	unexpected	7	רוקדים
87	44	ה חייל ש אוהב את ה שומר נוסע	expected	7	נוסע
88	44	ה חייל ש אוהב את ה שומר נוסעים	unexpected	7	נוסעים
89	45	ה חייל ש אוהב את ה שומר רץ	expected	7	רץ
90	45	ה חייל ש אוהב את ה שומר רצים	unexpected	7	רצים
91	46	ה חייל ש אוהב את ה שומר ישן	expected	7	ישן
92	46	ה חייל ש אוהב את ה שומר ישנים	unexpected	7	ישנים
93	47	ה חייל ש אוהב את ה שומר שוחה	expected	7	שוחה
94	47	ה חייל ש אוהב את ה שומר שוחים	unexpected	7	שוחים
95	48	ה חייל ש אוהב את ה שומר חי	expected	7	חי
96	48	ה חייל ש אוהב את ה שומר חיים	unexpected	7	חיים
97	49	ה חייל ש אוהב את ה שומר צוחק	expected	7	צוחק
98	49	ה חייל ש אוהב את ה שומר צוחקים	unexpected	7	צוחקים
99	50	ה קצין ש אוהב את ה שומר רוקד	expected	7	רוקד
100	50	ה קצין ש אוהב את ה שומר רוקדים	unexpected	7	רוקדים
101	51	ה קצין ש אוהב את ה שומר נוסע	expected	7	נוסע
102	51	ה קצין ש אוהב את ה שומר נוסעים	unexpected	7	נוסעים
103	52	ה קצין ש אוהב את ה שומר רץ	expected	7	רץ
104	52	ה קצין ש אוהב את ה שומר רצים	unexpected	7	רצים
105	53	ה קצין ש אוהב את ה שומר ישן	expected	7	ישן
106	53	ה קצין ש אוהב את ה שומר ישנים	unexpected	7	ישנים
107	54	ה קצין ש אוהב את ה שומר שוחה	expected	7	שוחה
108	54	ה קצין ש אוהב את ה שומר שוחים	unexpected	7	שוחים
109	55	ה קצין ש אוהב את ה שומר חי	expected	7	חי
110	55	ה קצין ש אוהב את ה שומר חיים	unexpected	7	חיים
111	56	ה קצין ש אוהב את ה שומר צוחק	expected	7	צוחק
112	56	ה קצין ש אוהב את ה שומר צוחקים	unexpected	7	צוחקים
113	57	ה טייס ש אוהב את ה שומר רוקד	expected	7	רוקד
114	57	ה טייס ש אוהב את ה שומר רוקדים	unexpected	7	רוקדים
115	58	ה טייס ש אוהב את ה שומר נוסע	expected	7	נוסע
116	58	ה טייס ש אוהב את ה שומר נוסעים	unexpected	7	נוסעים
117	59	ה טייס ש אוהב את ה שומר רץ	expected	7	רץ
118	59	ה טייס ש אוהב את ה שומר רצים	unexpected	7	רצים
119	60	ה טייס ש אוהב את ה שומר ישן	expected	7	ישן
120	60	ה טייס ש אוהב את ה שומר ישנים	unexpected	7	ישנים
121	61	ה טייס ש אוהב את ה שומר שוחה	expected	7	שוחה
122	61	ה טייס ש אוהב את ה שומר שוחים	unexpected	7	שוחים
123	62	ה טייס ש אוהב את ה שומר חי	expected	7	חי
124	62	ה טייס ש אוהב את ה שומר חיים	unexpected	7	חיים
125	63	ה טייס ש אוהב את ה שומר צוחק	expected	7	צוחק
126	63	ה טייס ש אוהב את ה שומר צוחקים	unexpected	7	צוחקים
127	64	ה יועץ ש אוהב את ה שומר רוקד	expected	7	רוקד
128	64	ה יועץ ש אוהב את ה שומר רוקדים	unexpected	7	רוקדים
129	65	ה יועץ ש אוהב את ה שומר נוסע	expected	7	נוסע
130	65	ה יועץ ש אוהב את ה שומר נוסעים	unexpected	7	נוסעים
131	66	ה יועץ ש אוהב את ה שומר רץ	expected	7	רץ
132	66	ה יועץ ש אוהב את ה שומר רצים	unexpected	7	רצים
133	67	ה יועץ ש אוהב את ה שומר ישן	expected	7	ישן
134	67	ה יועץ ש אוהב את ה שומר ישנים	unexpected	7	ישנים
135	68	ה יועץ ש אוהב את ה שומר שוחה	expected	7	שוחה
136	68	ה יועץ ש אוהב את ה שומר שוחים	unexpected	7	שוחים
137	69	ה יועץ ש אוהב את ה שומר חי	expected	7	חי
138	69	ה יועץ ש אוהב את ה שומר חיים	unexpected	7	חיים
139	70	ה יועץ ש אוהב את ה שומר צוחק	expected	7	צוחק
140	70	ה יועץ ש אוהב את ה שומר צוחקים	unexpected	7	צוחקים
141	71	ה מלצר ש שונא את ה שומר רוקד	expected	7	רוקד
142	71	ה מלצר ש שונא את ה שומר רוקדים	unexpected	7	רוקדים
143	72	ה מלצר ש שונא את ה שומר נוסע	expected	7	נוסע
144	72	ה מלצר ש שונא את ה שומר נוסעים	unexpected	7	נוסעים
145	73	ה מלצר ש שונא את ה שומר רץ	expected	7	רץ
146	73	ה מלצר ש שונא את ה שומר רצים	unexpected	7	רצים
147	74	ה מלצר ש שונא את ה שומר ישן	expected	7	ישן
148	74	ה מלצר ש שונא את ה שומר ישנים	unexpected	7	ישנים
149	75	ה מלצר ש שונא את ה שומר שוחה	expected	7	שוחה
150	75	ה מלצר ש שונא את ה שומר שוחים	unexpected	7	שוחים
151	76	ה מלצר ש שונא את ה שומר חי	expected	7	חי
152	76	ה מלצר ש שונא את ה שומר חיים	unexpected	7	חיים
153	77	ה מלצר ש שונא את ה שומר צוחק	expected	7	צוחק
154	77	ה מלצר ש שונא את ה שומר צוחקים	unexpected	7	צוחקים
155	78	ה מנהל ש שונא את ה שומר רוקד	expected	7	רוקד
156	78	ה מנהל ש שונא את ה שומר רוקדים	unexpected	7	רוקדים
157	79	ה מנהל ש שונא את ה שומר נוסע	expected	7	נוסע
158	79	ה מנהל ש שונא את ה שומר נוסעים	unexpected	7	נוסעים
159	80	ה מנהל ש שונא את ה שומר רץ	expected	7	רץ
160	80	ה מנהל ש שונא את ה שומר רצים	unexpected	7	רצים
161	81	ה מנהל ש שונא את ה שומר ישן	expected	7	ישן
162	81	ה מנהל ש שונא את ה שומר ישנים	unexpected	7	ישנים
163	82	ה מנהל ש שונא את ה שומר שוחה	expected	7	שוחה
164	82	ה מנהל ש שונא את ה שומר שוחים	unexpected	7	שוחים
165	83	ה מנהל ש שונא את ה שומר חי	expected	7	חי
166	83	ה מנהל ש שונא את ה שומר חיים	unexpected	7	חיים
167	84	ה מנהל ש שונא את ה שומר צוחק	expected	7	צוחק
168	84	ה מנהל ש שונא את ה שומר צוחקים	unexpected	7	צוחקים
169	85	ה חקלאי ש שונא את ה שומר רוקד	expected	7	רוקד
170	85	ה חקלאי ש שונא את ה שומר רוקדים	unexpected	7	רוקדים
171	86	ה חקלאי ש שונא את ה שומר נוסע	expected	7	נוסע
172	86	ה חקלאי ש שונא את ה שומר נוסעים	unexpected	7	נוסעים
173	87	ה חקלאי ש שונא את ה שומר רץ	expected	7	רץ
174	87	ה חקלאי ש שונא את ה שומר רצים	unexpected	7	רצים
175	88	ה חקלאי ש שונא את ה שומר ישן	expected	7	ישן
176	88	ה חקלאי ש שונא את ה שומר ישנים	unexpected	7	ישנים
177	89	ה חקלאי ש שונא את ה שומר שוחה	expected	7	שוחה
178	89	ה חקלאי ש שונא את ה שומר שוחים	unexpected	7	שוחים
179	90	ה חקלאי ש שונא את ה שומר חי	expected	7	חי
180	90	ה חקלאי ש שונא את ה שומר חיים	unexpected	7	חיים
181	91	ה חקלאי ש שונא את ה שומר צוחק	expected	7	צוחק
182	91	ה חקלאי ש שונא את ה שומר צוחקים	unexpected	7	צוחקים
183	92	ה רופא ש שונא את ה שומר רוקד	expected	7	רוקד
184	92	ה רופא ש שונא את ה שומר רוקדים	unexpected	7	רוקדים
185	93	ה רופא ש שונא את ה שומר נוסע	expected	7	נוסע
186	93	ה רופא ש שונא את ה שומר נוסעים	unexpected	7	נוסעים
187	94	ה רופא ש שונא את ה שומר רץ	expected	7	רץ
188	94	ה רופא ש שונא את ה שומר רצים	unexpected	7	רצים
189	95	ה רופא ש שונא את ה שומר ישן	expected	7	ישן
190	95	ה רופא ש שונא את ה שומר ישנים	unexpected	7	ישנים
191	96	ה רופא ש שונא את ה שומר שוחה	expected	7	שוחה
192	96	ה רופא ש שונא את ה שומר שוחים	unexpected	7	שוחים
193	97	ה רופא ש שונא את ה שומר חי	expected	7	חי
194	97	ה רופא ש שונא את ה שומר חיים	unexpected	7	חיים
195	98	ה רופא ש שונא את ה שומר צוחק	expected	7	צוחק
196	98	ה רופא ש שונא את ה שומר צוחקים	unexpected	7	צוחקים
197	99	ה טבח ש שונא את ה שומר רוקד	expected	7	רוקד
198	99	ה טבח ש שונא את ה שומר רוקדים	unexpected	7	רוקדים
199	100	ה טבח ש שונא את ה שומר נוסע	expected	7	נוסע
200	100	ה טבח ש שונא את ה שומר נוסעים	unexpected	7	נוסעים
201	101	ה טבח ש שונא את ה שומר רץ	expected	7	רץ
202	101	ה טבח ש שונא את ה שומר רצים	unexpected	7	רצים
203	102	ה טבח ש שונא את ה שומר ישן	expected	7	ישן
204	102	ה טבח ש שונא את ה שומר ישנים	unexpected	7	ישנים
205	103	ה טבח ש שונא את ה שומר שוחה	expected	7	שוחה
206	103	ה טבח ש שונא את ה שומר שוחים	unexpected	7	שוחים
207	104	ה טבח ש שונא את ה שומר חי	expected	7	חי
208	104	ה טבח ש שונא את ה שומר חיים	unexpected	7	חיים
209	105	ה טבח ש שונא את ה שומר צוחק	expected	7	צוחק
210	105	ה טבח ש שונא את ה שומר צוחקים	unexpected	7	צוחקים
211	106	ה נהג ש שונא את ה שומר רוקד	expected	7	רוקד
212	106	ה נהג ש שונא את ה שומר רוקדים	unexpected	7	רוקדים
213	107	ה נהג ש שונא את ה שומר נוסע	expected	7	נוסע
214	107	ה נהג ש שונא את ה שומר נוסעים	unexpected	7	נוסעים
215	108	ה נהג ש שונא את ה שומר רץ	expected	7	רץ
216	108	ה נהג ש שונא את ה שומר רצים	unexpected	7	רצים
217	109	ה נהג ש שונא את ה שומר ישן	expected	7	ישן
218	109	ה נהג ש שונא את ה שומר ישנים	unexpected	7	ישנים
219	110	ה נהג ש שונא את ה שומר שוחה	expected	7	שוחה
220	110	ה נהג ש שונא את ה שומר שוחים	unexpected	7	שוחים
221	111	ה נהג ש שונא את ה שומר חי	expected	7	חי
222	111	ה נהג ש שונא את ה שומר חיים	unexpected	7	חיים
223	112	ה נהג ש שונא את ה שומר צוחק	expected	7	צוחק
224	112	ה נהג ש שונא את ה שומר צוחקים	unexpected	7	צוחקים
225	113	ה חייל ש שונא את ה שומר רוקד	expected	7	רוקד
226	113	ה חייל ש שונא את ה שומר רוקדים	unexpected	7	רוקדים
227	114	ה חייל ש שונא את ה שומר נוסע	expected	7	נוסע
228	114	ה חייל ש שונא את ה שומר נוסעים	unexpected	7	נוסעים
229	115	ה חייל ש שונא את ה שומר רץ	expected	7	רץ
230	115	ה חייל ש שונא את ה שומר רצים	unexpected	7	רצים
231	116	ה חייל ש שונא את ה שומר ישן	expected	7	ישן
232	116	ה חייל ש שונא את ה שומר ישנים	unexpected	7	ישנים
233	117	ה חייל ש שונא את ה שומר שוחה	expected	7	שוחה
234	117	ה חייל ש שונא את ה שומר שוחים	unexpected	7	שוחים
235	118	ה חייל ש שונא את ה שומר חי	expected	7	חי
236	118	ה חייל ש שונא את ה שומר חיים	unexpected	7	חיים
237	119	ה חייל ש שונא את ה שומר צוחק	expected	7	צוחק
238	119	ה חייל ש שונא את ה שומר צוחקים	unexpected	7	צוחקים
239	120	ה קצין ש שונא את ה שומר רוקד	expected	7	רוקד
240	120	ה קצין ש שונא את ה שומר רוקדים	unexpected	7	רוקדים
241	121	ה קצין ש שונא את ה שומר נוסע	expected	7	נוסע
242	121	ה קצין ש שונא את ה שומר נוסעים	unexpected	7	נוסעים
243	122	ה קצין ש שונא את ה שומר רץ	expected	7	רץ
244	122	ה קצין ש שונא את ה שומר רצים	unexpected	7	רצים
245	123	ה קצין ש שונא את ה שומר ישן	expected	7	ישן
246	123	ה קצין ש שונא את ה שומר ישנים	unexpected	7	ישנים
247	124	ה קצין ש שונא את ה שומר שוחה	expected	7	שוחה
248	124	ה קצין ש שונא את ה שומר שוחים	unexpected	7	שוחים
249	125	ה קצין ש שונא את ה שומר חי	expected	7	חי
250	125	ה קצין ש שונא את ה שומר חיים	unexpected	7	חיים
251	126	ה קצין ש שונא את ה שומר צוחק	expected	7	צוחק
252	126	ה קצין ש שונא את ה שומר צוחקים	unexpected	7	צוחקים
253	127	ה טייס ש שונא את ה שומר רוקד	expected	7	רוקד
254	127	ה טייס ש שונא את ה שומר רוקדים	unexpected	7	רוקדים
255	128	ה טייס ש שונא את ה שומר נוסע	expected	7	נוסע
256	128	ה טייס ש שונא את ה שומר נוסעים	unexpected	7	נוסעים
257	129	ה טייס ש שונא את ה שומר רץ	expected	7	רץ
258	129	ה טייס ש שונא את ה שומר רצים	unexpected	7	רצים
259	130	ה טייס ש שונא את ה שומר ישן	expected	7	ישן
260	130	ה טייס ש שונא את ה שומר ישנים	unexpected	7	ישנים
261	131	ה טייס ש שונא את ה שומר שוחה	expected	7	שוחה
262	131	ה טייס ש שונא את ה שומר שוחים	unexpected	7	שוחים
263	132	ה טייס ש שונא את ה שומר חי	expected	7	חי
264	132	ה טייס ש שונא את ה שומר חיים	unexpected	7	חיים
265	133	ה טייס ש שונא את ה שומר צוחק	expected	7	צוחק
266	133	ה טייס ש שונא את ה שומר צוחקים	unexpected	7	צוחקים
267	134	ה יועץ ש שונא את ה שומר רוקד	expected	7	רוקד
268	134	ה יועץ ש שונא את ה שומר רוקדים	unexpected	7	רוקדים
269	135	ה יועץ ש שונא את ה שומר נוסע	expected	7	נוסע
270	135	ה יועץ ש שונא את ה שומר נוסעים	unexpected	7	נוסעים
271	136	ה יועץ ש שונא את ה שומר רץ	expected	7	רץ
272	136	ה יועץ ש שונא את ה שומר רצים	unexpected	7	רצים
273	137	ה יועץ ש שונא את ה שומר ישן	expected	7	ישן
274	137	ה יועץ ש שונא את ה שומר ישנים	unexpected	7	ישנים
275	138	ה יועץ ש שונא את ה שומר שוחה	expected	7	שוחה
276	138	ה יועץ ש שונא את ה שומר שוחים	unexpected	7	שוחים
277	139	ה יועץ ש שונא את ה שומר חי	expected	7	חי
278	139	ה יועץ ש שונא את ה שומר חיים	unexpected	7	חיים
279	140	ה יועץ ש שונא את ה שומר צוחק	expected	7	צוחק
280	140	ה יועץ ש שונא את ה שומר צוחקים	unexpected	7	צוחקים
281	141	ה מלצר ש מכיר את ה שומר רוקד	expected	7	רוקד
282	141	ה מלצר ש מכיר את ה שומר רוקדים	unexpected	7	רוקדים
283	142	ה מלצר ש מכיר את ה שומר נוסע	expected	7	נוסע
284	142	ה מלצר ש מכיר את ה שומר נוסעים	unexpected	7	נוסעים
285	143	ה מלצר ש מכיר את ה שומר רץ	expected	7	רץ
286	143	ה מלצר ש מכיר את ה שומר רצים	unexpected	7	רצים
287	144	ה מלצר ש מכיר את ה שומר ישן	expected	7	ישן
288	144	ה מלצר ש מכיר את ה שומר ישנים	unexpected	7	ישנים
289	145	ה מלצר ש מכיר את ה שומר שוחה	expected	7	שוחה
290	145	ה מלצר ש מכיר את ה שומר שוחים	unexpected	7	שוחים
291	146	ה מלצר ש מכיר את ה שומר חי	expected	7	חי
292	146	ה מלצר ש מכיר את ה שומר חיים	unexpected	7	חיים
293	147	ה מלצר ש מכיר את ה שומר צוחק	expected	7	צוחק
294	147	ה מלצר ש מכיר את ה שומר צוחקים	unexpected	7	צוחקים
295	148	ה מנהל ש מכיר את ה שומר רוקד	expected	7	רוקד
296	148	ה מנהל ש מכיר את ה שומר רוקדים	unexpected	7	רוקדים
297	149	ה מנהל ש מכיר את ה שומר נוסע	expected	7	נוסע
298	149	ה מנהל ש מכיר את ה שומר נוסעים	unexpected	7	נוסעים
299	150	ה מנהל ש מכיר את ה שומר רץ	expected	7	רץ
300	150	ה מנהל ש מכיר את ה שומר רצים	unexpected	7	רצים
301	151	ה מנהל ש מכיר את ה שומר ישן	expected	7	ישן
302	151	ה מנהל ש מכיר את ה שומר ישנים	unexpected	7	ישנים
303	152	ה מנהל ש מכיר את ה שומר שוחה	expected	7	שוחה
304	152	ה מנהל ש מכיר את ה שומר שוחים	unexpected	7	שוחים
305	153	ה מנהל ש מכיר את ה שומר חי	expected	7	חי
306	153	ה מנהל ש מכיר את ה שומר חיים	unexpected	7	חיים
307	154	ה מנהל ש מכיר את ה שומר צוחק	expected	7	צוחק
308	154	ה מנהל ש מכיר את ה שומר צוחקים	unexpected	7	צוחקים
309	155	ה חקלאי ש מכיר את ה שומר רוקד	expected	7	רוקד
310	155	ה חקלאי ש מכיר את ה שומר רוקדים	unexpected	7	רוקדים
311	156	ה חקלאי ש מכיר את ה שומר נוסע	expected	7	נוסע
312	156	ה חקלאי ש מכיר את ה שומר נוסעים	unexpected	7	נוסעים
313	157	ה חקלאי ש מכיר את ה שומר רץ	expected	7	רץ
314	157	ה חקלאי ש מכיר את ה שומר רצים	unexpected	7	רצים
315	158	ה חקלאי ש מכיר את ה שומר ישן	expected	7	ישן
316	158	ה חקלאי ש מכיר את ה שומר ישנים	unexpected	7	ישנים
317	159	ה חקלאי ש מכיר את ה שומר שוחה	expected	7	שוחה
318	159	ה חקלאי ש מכיר את ה שומר שוחים	unexpected	7	שוחים
319	160	ה חקלאי ש מכיר את ה שומר חי	expected	7	חי
320	160	ה חקלאי ש מכיר את ה שומר חיים	unexpected	7	חיים
321	161	ה חקלאי ש מכיר את ה שומר צוחק	expected	7	צוחק
322	161	ה חקלאי ש מכיר את ה שומר צוחקים	unexpected	7	צוחקים
323	162	ה רופא ש מכיר את ה שומר רוקד	expected	7	רוקד
324	162	ה רופא ש מכיר את ה שומר רוקדים	unexpected	7	רוקדים
325	163	ה רופא ש מכיר את ה שומר נוסע	expected	7	נוסע
326	163	ה רופא ש מכיר את ה שומר נוסעים	unexpected	7	נוסעים
327	164	ה רופא ש מכיר את ה שומר רץ	expected	7	רץ
328	164	ה רופא ש מכיר את ה שומר רצים	unexpected	7	רצים
329	165	ה רופא ש מכיר את ה שומר ישן	expected	7	ישן
330	165	ה רופא ש מכיר את ה שומר ישנים	unexpected	7	ישנים
331	166	ה רופא ש מכיר את ה שומר שוחה	expected	7	שוחה
332	166	ה רופא ש מכיר את ה שומר שוחים	unexpected	7	שוחים
333	167	ה רופא ש מכיר את ה שומר חי	expected	7	חי
334	167	ה רופא ש מכיר את ה שומר חיים	unexpected	7	חיים
335	168	ה רופא ש מכיר את ה שומר צוחק	expected	7	צוחק
336	168	ה רופא ש מכיר את ה שומר צוחקים	unexpected	7	צוחקים
337	169	ה טבח ש מכיר את ה שומר רוקד	expected	7	רוקד
338	169	ה טבח ש מכיר את ה שומר רוקדים	unexpected	7	רוקדים
339	170	ה טבח ש מכיר את ה שומר נוסע	expected	7	נוסע
340	170	ה טבח ש מכיר את ה שומר נוסעים	unexpected	7	נוסעים
341	171	ה טבח ש מכיר את ה שומר רץ	expected	7	רץ
342	171	ה טבח ש מכיר את ה שומר רצים	unexpected	7	רצים
343	172	ה טבח ש מכיר את ה שומר ישן	expected	7	ישן
344	172	ה טבח ש מכיר את ה שומר ישנים	unexpected	7	ישנים
345	173	ה טבח ש מכיר את ה שומר שוחה	expected	7	שוחה
346	173	ה טבח ש מכיר את ה שומר שוחים	unexpected	7	שוחים
347	174	ה טבח ש מכיר את ה שומר חי	expected	7	חי
348	174	ה טבח ש מכיר את ה שומר חיים	unexpected	7	חיים
349	175	ה טבח ש מכיר את ה שומר צוחק	expected	7	צוחק
350	175	ה טבח ש מכיר את ה שומר צוחקים	unexpected	7	צוחקים
351	176	ה נהג ש מכיר את ה שומר רוקד	expected	7	רוקד
352	176	ה נהג ש מכיר את ה שומר רוקדים	unexpected	7	רוקדים
353	177	ה נהג ש מכיר את ה שומר נוסע	expected	7	נוסע
354	177	ה נהג ש מכיר את ה שומר נוסעים	unexpected	7	נוסעים
355	178	ה נהג ש מכיר את ה שומר רץ	expected	7	רץ
356	178	ה נהג ש מכיר את ה שומר רצים	unexpected	7	רצים
357	179	ה נהג ש מכיר את ה שומר ישן	expected	7	ישן
358	179	ה נהג ש מכיר את ה שומר ישנים	unexpected	7	ישנים
359	180	ה נהג ש מכיר את ה שומר שוחה	expected	7	שוחה
360	180	ה נהג ש מכיר את ה שומר שוחים	unexpected	7	שוחים
361	181	ה נהג ש מכיר את ה שומר חי	expected	7	חי
362	181	ה נהג ש מכיר את ה שומר חיים	unexpected	7	חיים
363	182	ה נהג ש מכיר את ה שומר צוחק	expected	7	צוחק
364	182	ה נהג ש מכיר את ה שומר צוחקים	unexpected	7	צוחקים
365	183	ה חייל ש מכיר את ה שומר רוקד	expected	7	רוקד
366	183	ה חייל ש מכיר את ה שומר רוקדים	unexpected	7	רוקדים
367	184	ה חייל ש מכיר את ה שומר נוסע	expected	7	נוסע
368	184	ה חייל ש מכיר את ה שומר נוסעים	unexpected	7	נוסעים
369	185	ה חייל ש מכיר את ה שומר רץ	expected	7	רץ
370	185	ה חייל ש מכיר את ה שומר רצים	unexpected	7	רצים
371	186	ה חייל ש מכיר את ה שומר ישן	expected	7	ישן
372	186	ה חייל ש מכיר את ה שומר ישנים	unexpected	7	ישנים
373	187	ה חייל ש מכיר את ה שומר שוחה	expected	7	שוחה
374	187	ה חייל ש מכיר את ה שומר שוחים	unexpected	7	שוחים
375	188	ה חייל ש מכיר את ה שומר חי	expected	7	חי
376	188	ה חייל ש מכיר את ה שומר חיים	unexpected	7	חיים
377	189	ה חייל ש מכיר את ה שומר צוחק	expected	7	צוחק
378	189	ה חייל ש מכיר את ה שומר צוחקים	unexpected	7	צוחקים
379	190	ה קצין ש מכיר את ה שומר רוקד	expected	7	רוקד
380	190	ה קצין ש מכיר את ה שומר רוקדים	unexpected	7	רוקדים
