sentid	pairid	sentence	comparison	ROI	word
154	77	ה מלצר ליד ה שומר צוחקים	unexpected	5	צוחקים
155	78	ה מנהל ליד ה שומר רוקד	expected	5	רוקד
156	78	ה מנהל ליד ה שומר רוקדים	unexpected	5	רוקדים
157	79	ה מנהל ליד ה שומר נוסע	expected	5	נוסע
158	79	ה מנהל ליד ה שומר נוסעים	unexpected	5	נוסעים
159	80	ה מנהל ליד ה שומר רץ	expected	5	רץ
160	80	ה מנהל ליד ה שומר רצים	unexpected	5	רצים
161	81	ה מנהל ליד ה שומר ישן	expected	5	ישן
162	81	ה מנהל ליד ה שומר ישנים	unexpected	5	ישנים
163	82	ה מנהל ליד ה שומר שוחה	expected	5	שוחה
164	82	ה מנהל ליד ה שומר שוחים	unexpected	5	שוחים
165	83	ה מנהל ליד ה שומר חי	expected	5	חי
166	83	ה מנהל ליד ה שומר חיים	unexpected	5	חיים
167	84	ה מנהל ליד ה שומר צוחק	expected	5	צוחק
168	84	ה מנהל ליד ה שומר צוחקים	unexpected	5	צוחקים
169	85	ה חקלאי ליד ה שומר רוקד	expected	5	רוקד
170	85	ה חקלאי ליד ה שומר רוקדים	unexpected	5	רוקדים
171	86	ה חקלאי ליד ה שומר נוסע	expected	5	נוסע
172	86	ה חקלאי ליד ה שומר נוסעים	unexpected	5	נוסעים
173	87	ה חקלאי ליד ה שומר רץ	expected	5	רץ
174	87	ה חקלאי ליד ה שומר רצים	unexpected	5	רצים
175	88	ה חקלאי ליד ה שומר ישן	expected	5	ישן
176	88	ה חקלאי ליד ה שומר ישנים	unexpected	5	ישנים
177	89	ה חקלאי ליד ה שומר שוחה	expected	5	שוחה
178	89	ה חקלאי ליד ה שומר שוחים	unexpected	5	שוחים
179	90	ה חקלאי ליד ה שומר חי	expected	5	חי
180	90	ה חקלאי ליד ה שומר חיים	unexpected	5	חיים
181	91	ה חקלאי ליד ה שומר צוחק	expected	5	צוחק
182	91	ה חקלאי ליד ה שומר צוחקים	unexpected	5	צוחקים
183	92	ה רופא ליד ה שומר רוקד	expected	5	רוקד
184	92	ה רופא ליד ה שומר רוקדים	unexpected	5	רוקדים
185	93	ה רופא ליד ה שומר נוסע	expected	5	נוסע
186	93	ה רופא ליד ה שומר נוסעים	unexpected	5	נוסעים
187	94	ה רופא ליד ה שומר רץ	expected	5	רץ
188	94	ה רופא ליד ה שומר רצים	unexpected	5	רצים
189	95	ה רופא ליד ה שומר ישן	expected	5	ישן
190	95	ה רופא ליד ה שומר ישנים	unexpected	5	ישנים
191	96	ה רופא ליד ה שומר שוחה	expected	5	שוחה
192	96	ה רופא ליד ה שומר שוחים	unexpected	5	שוחים
193	97	ה רופא ליד ה שומר חי	expected	5	חי
194	97	ה רופא ליד ה שומר חיים	unexpected	5	חיים
195	98	ה רופא ליד ה שומר צוחק	expected	5	צוחק
196	98	ה רופא ליד ה שומר צוחקים	unexpected	5	צוחקים
197	99	ה טבח ליד ה שומר רוקד	expected	5	רוקד
198	99	ה טבח ליד ה שומר רוקדים	unexpected	5	רוקדים
199	100	ה טבח ליד ה שומר נוסע	expected	5	נוסע
200	100	ה טבח ליד ה שומר נוסעים	unexpected	5	נוסעים
201	101	ה טבח ליד ה שומר רץ	expected	5	רץ
202	101	ה טבח ליד ה שומר רצים	unexpected	5	רצים
203	102	ה טבח ליד ה שומר ישן	expected	5	ישן
204	102	ה טבח ליד ה שומר ישנים	unexpected	5	ישנים
205	103	ה טבח ליד ה שומר שוחה	expected	5	שוחה
206	103	ה טבח ליד ה שומר שוחים	unexpected	5	שוחים
207	104	ה טבח ליד ה שומר חי	expected	5	חי
208	104	ה טבח ליד ה שומר חיים	unexpected	5	חיים
209	105	ה טבח ליד ה שומר צוחק	expected	5	צוחק
210	105	ה טבח ליד ה שומר צוחקים	unexpected	5	צוחקים
211	106	ה נהג ליד ה שומר רוקד	expected	5	רוקד
212	106	ה נהג ליד ה שומר רוקדים	unexpected	5	רוקדים
213	107	ה נהג ליד ה שומר נוסע	expected	5	נוסע
214	107	ה נהג ליד ה שומר נוסעים	unexpected	5	נוסעים
215	108	ה נהג ליד ה שומר רץ	expected	5	רץ
216	108	ה נהג ליד ה שומר רצים	unexpected	5	רצים
217	109	ה נהג ליד ה שומר ישן	expected	5	ישן
218	109	ה נהג ליד ה שומר ישנים	unexpected	5	ישנים
219	110	ה נהג ליד ה שומר שוחה	expected	5	שוחה
220	110	ה נהג ליד ה שומר שוחים	unexpected	5	שוחים
221	111	ה נהג ליד ה שומר חי	expected	5	חי
222	111	ה נהג ליד ה שומר חיים	unexpected	5	חיים
223	112	ה נהג ליד ה שומר צוחק	expected	5	צוחק
224	112	ה נהג ליד ה שומר צוחקים	unexpected	5	צוחקים
225	113	ה חייל ליד ה שומר רוקד	expected	5	רוקד
226	113	ה חייל ליד ה שומר רוקדים	unexpected	5	רוקדים
227	114	ה חייל ליד ה שומר נוסע	expected	5	נוסע
228	114	ה חייל ליד ה שומר נוסעים	unexpected	5	נוסעים
229	115	ה חייל ליד ה שומר רץ	expected	5	רץ
230	115	ה חייל ליד ה שומר רצים	unexpected	5	רצים
231	116	ה חייל ליד ה שומר ישן	expected	5	ישן
232	116	ה חייל ליד ה שומר ישנים	unexpected	5	ישנים
233	117	ה חייל ליד ה שומר שוחה	expected	5	שוחה
234	117	ה חייל ליד ה שומר שוחים	unexpected	5	שוחים
235	118	ה חייל ליד ה שומר חי	expected	5	חי
236	118	ה חייל ליד ה שומר חיים	unexpected	5	חיים
237	119	ה חייל ליד ה שומר צוחק	expected	5	צוחק
238	119	ה חייל ליד ה שומר צוחקים	unexpected	5	צוחקים
239	120	ה קצין ליד ה שומר רוקד	expected	5	רוקד
240	120	ה קצין ליד ה שומר רוקדים	unexpected	5	רוקדים
241	121	ה קצין ליד ה שומר נוסע	expected	5	נוסע
242	121	ה קצין ליד ה שומר נוסעים	unexpected	5	נוסעים
243	122	ה קצין ליד ה שומר רץ	expected	5	רץ
244	122	ה קצין ליד ה שומר רצים	unexpected	5	רצים
245	123	ה קצין ליד ה שומר ישן	expected	5	ישן
246	123	ה קצין ליד ה שומר ישנים	unexpected	5	ישנים
247	124	ה קצין ליד ה שומר שוחה	expected	5	שוחה
248	124	ה קצין ליד ה שומר שוחים	unexpected	5	שוחים
249	125	ה קצין ליד ה שומר חי	expected	5	חי
250	125	ה קצין ליד ה שומר חיים	unexpected	5	חיים
251	126	ה קצין ליד ה שומר צוחק	expected	5	צוחק
252	126	ה קצין ליד ה שומר צוחקים	unexpected	5	צוחקים
253	127	ה טייס ליד ה שומר רוקד	expected	5	רוקד
254	127	ה טייס ליד ה שומר רוקדים	unexpected	5	רוקדים
255	128	ה טייס ליד ה שומר נוסע	expected	5	נוסע
256	128	ה טייס ליד ה שומר נוסעים	unexpected	5	נוסעים
257	129	ה טייס ליד ה שומר רץ	expected	5	רץ
258	129	ה טייס ליד ה שומר רצים	unexpected	5	רצים
259	130	ה טייס ליד ה שומר ישן	expected	5	ישן
260	130	ה טייס ליד ה שומר ישנים	unexpected	5	ישנים
261	131	ה טייס ליד ה שומר שוחה	expected	5	שוחה
262	131	ה טייס ליד ה שומר שוחים	unexpected	5	שוחים
263	132	ה טייס ליד ה שומר חי	expected	5	חי
264	132	ה טייס ליד ה שומר חיים	unexpected	5	חיים
265	133	ה טייס ליד ה שומר צוחק	expected	5	צוחק
266	133	ה טייס ליד ה שומר צוחקים	unexpected	5	צוחקים
267	134	ה יועץ ליד ה שומר רוקד	expected	5	רוקד
268	134	ה יועץ ליד ה שומר רוקדים	unexpected	5	רוקדים
269	135	ה יועץ ליד ה שומר נוסע	expected	5	נוסע
270	135	ה יועץ ליד ה שומר נוסעים	unexpected	5	נוסעים
271	136	ה יועץ ליד ה שומר רץ	expected	5	רץ
272	136	ה יועץ ליד ה שומר רצים	unexpected	5	רצים
273	137	ה יועץ ליד ה שומר ישן	expected	5	ישן
274	137	ה יועץ ליד ה שומר ישנים	unexpected	5	ישנים
275	138	ה יועץ ליד ה שומר שוחה	expected	5	שוחה
276	138	ה יועץ ליד ה שומר שוחים	unexpected	5	שוחים
277	139	ה יועץ ליד ה שומר חי	expected	5	חי
278	139	ה יועץ ליד ה שומר חיים	unexpected	5	חיים
279	140	ה יועץ ליד ה שומר צוחק	expected	5	צוחק
280	140	ה יועץ ליד ה שומר צוחקים	unexpected	5	צוחקים
281	141	ה מלצר מאחורי ה שר רוקד	expected	5	רוקד
282	141	ה מלצר מאחורי ה שר רוקדים	unexpected	5	רוקדים
283	142	ה מלצר מאחורי ה שר נוסע	expected	5	נוסע
284	142	ה מלצר מאחורי ה שר נוסעים	unexpected	5	נוסעים
285	143	ה מלצר מאחורי ה שר רץ	expected	5	רץ
286	143	ה מלצר מאחורי ה שר רצים	unexpected	5	רצים
287	144	ה מלצר מאחורי ה שר ישן	expected	5	ישן
288	144	ה מלצר מאחורי ה שר ישנים	unexpected	5	ישנים
289	145	ה מלצר מאחורי ה שר שוחה	expected	5	שוחה
290	145	ה מלצר מאחורי ה שר שוחים	unexpected	5	שוחים
291	146	ה מלצר מאחורי ה שר חי	expected	5	חי
292	146	ה מלצר מאחורי ה שר חיים	unexpected	5	חיים
293	147	ה מלצר מאחורי ה שר צוחק	expected	5	צוחק
294	147	ה מלצר מאחורי ה שר צוחקים	unexpected	5	צוחקים
295	148	ה מנהל מאחורי ה שר רוקד	expected	5	רוקד
296	148	ה מנהל מאחורי ה שר רוקדים	unexpected	5	רוקדים
297	149	ה מנהל מאחורי ה שר נוסע	expected	5	נוסע
298	149	ה מנהל מאחורי ה שר נוסעים	unexpected	5	נוסעים
299	150	ה מנהל מאחורי ה שר רץ	expected	5	רץ
300	150	ה מנהל מאחורי ה שר רצים	unexpected	5	רצים
301	151	ה מנהל מאחורי ה שר ישן	expected	5	ישן
302	151	ה מנהל מאחורי ה שר ישנים	unexpected	5	ישנים
303	152	ה מנהל מאחורי ה שר שוחה	expected	5	שוחה
304	152	ה מנהל מאחורי ה שר שוחים	unexpected	5	שוחים
305	153	ה מנהל מאחורי ה שר חי	expected	5	חי
306	153	ה מנהל מאחורי ה שר חיים	unexpected	5	חיים
307	154	ה מנהל מאחורי ה שר צוחק	expected	5	צוחק
308	154	ה מנהל מאחורי ה שר צוחקים	unexpected	5	צוחקים
309	155	ה חקלאי מאחורי ה שר רוקד	expected	5	רוקד
310	155	ה חקלאי מאחורי ה שר רוקדים	unexpected	5	רוקדים
311	156	ה חקלאי מאחורי ה שר נוסע	expected	5	נוסע
312	156	ה חקלאי מאחורי ה שר נוסעים	unexpected	5	נוסעים
313	157	ה חקלאי מאחורי ה שר רץ	expected	5	רץ
314	157	ה חקלאי מאחורי ה שר רצים	unexpected	5	רצים
315	158	ה חקלאי מאחורי ה שר ישן	expected	5	ישן
316	158	ה חקלאי מאחורי ה שר ישנים	unexpected	5	ישנים
317	159	ה חקלאי מאחורי ה שר שוחה	expected	5	שוחה
318	159	ה חקלאי מאחורי ה שר שוחים	unexpected	5	שוחים
319	160	ה חקלאי מאחורי ה שר חי	expected	5	חי
320	160	ה חקלאי מאחורי ה שר חיים	unexpected	5	חיים
321	161	ה חקלאי מאחורי ה שר צוחק	expected	5	צוחק
322	161	ה חקלאי מאחורי ה שר צוחקים	unexpected	5	צוחקים
323	162	ה רופא מאחורי ה שר רוקד	expected	5	רוקד
324	162	ה רופא מאחורי ה שר רוקדים	unexpected	5	רוקדים
325	163	ה רופא מאחורי ה שר נוסע	expected	5	נוסע
326	163	ה רופא מאחורי ה שר נוסעים	unexpected	5	נוסעים
327	164	ה רופא מאחורי ה שר רץ	expected	5	רץ
328	164	ה רופא מאחורי ה שר רצים	unexpected	5	רצים
329	165	ה רופא מאחורי ה שר ישן	expected	5	ישן
330	165	ה רופא מאחורי ה שר ישנים	unexpected	5	ישנים
331	166	ה רופא מאחורי ה שר שוחה	expected	5	שוחה
332	166	ה רופא מאחורי ה שר שוחים	unexpected	5	שוחים
333	167	ה רופא מאחורי ה שר חי	expected	5	חי
334	167	ה רופא מאחורי ה שר חיים	unexpected	5	חיים
335	168	ה רופא מאחורי ה שר צוחק	expected	5	צוחק
336	168	ה רופא מאחורי ה שר צוחקים	unexpected	5	צוחקים
337	169	ה טבח מאחורי ה שר רוקד	expected	5	רוקד
338	169	ה טבח מאחורי ה שר רוקדים	unexpected	5	רוקדים
339	170	ה טבח מאחורי ה שר נוסע	expected	5	נוסע
340	170	ה טבח מאחורי ה שר נוסעים	unexpected	5	נוסעים
341	171	ה טבח מאחורי ה שר רץ	expected	5	רץ
342	171	ה טבח מאחורי ה שר רצים	unexpected	5	רצים
343	172	ה טבח מאחורי ה שר ישן	expected	5	ישן
344	172	ה טבח מאחורי ה שר ישנים	unexpected	5	ישנים
345	173	ה טבח מאחורי ה שר שוחה	expected	5	שוחה
346	173	ה טבח מאחורי ה שר שוחים	unexpected	5	שוחים
347	174	ה טבח מאחורי ה שר חי	expected	5	חי
348	174	ה טבח מאחורי ה שר חיים	unexpected	5	חיים
349	175	ה טבח מאחורי ה שר צוחק	expected	5	צוחק
350	175	ה טבח מאחורי ה שר צוחקים	unexpected	5	צוחקים
351	176	ה נהג מאחורי ה שר רוקד	expected	5	רוקד
352	176	ה נהג מאחורי ה שר רוקדים	unexpected	5	רוקדים
353	177	ה נהג מאחורי ה שר נוסע	expected	5	נוסע
354	177	ה נהג מאחורי ה שר נוסעים	unexpected	5	נוסעים
355	178	ה נהג מאחורי ה שר רץ	expected	5	רץ
356	178	ה נהג מאחורי ה שר רצים	unexpected	5	רצים
357	179	ה נהג מאחורי ה שר ישן	expected	5	ישן
358	179	ה נהג מאחורי ה שר ישנים	unexpected	5	ישנים
359	180	ה נהג מאחורי ה שר שוחה	expected	5	שוחה
360	180	ה נהג מאחורי ה שר שוחים	unexpected	5	שוחים
361	181	ה נהג מאחורי ה שר חי	expected	5	חי
362	181	ה נהג מאחורי ה שר חיים	unexpected	5	חיים
363	182	ה נהג מאחורי ה שר צוחק	expected	5	צוחק
364	182	ה נהג מאחורי ה שר צוחקים	unexpected	5	צוחקים
365	183	ה חייל מאחורי ה שר רוקד	expected	5	רוקד
366	183	ה חייל מאחורי ה שר רוקדים	unexpected	5	רוקדים
367	184	ה חייל מאחורי ה שר נוסע	expected	5	נוסע
368	184	ה חייל מאחורי ה שר נוסעים	unexpected	5	נוסעים
369	185	ה חייל מאחורי ה שר רץ	expected	5	רץ
370	185	ה חייל מאחורי ה שר רצים	unexpected	5	רצים
371	186	ה חייל מאחורי ה שר ישן	expected	5	ישן
372	186	ה חייל מאחורי ה שר ישנים	unexpected	5	ישנים
373	187	ה חייל מאחורי ה שר שוחה	expected	5	שוחה
374	187	ה חייל מאחורי ה שר שוחים	unexpected	5	שוחים
375	188	ה חייל מאחורי ה שר חי	expected	5	חי
376	188	ה חייל מאחורי ה שר חיים	unexpected	5	חיים
377	189	ה חייל מאחורי ה שר צוחק	expected	5	צוחק
378	189	ה חייל מאחורי ה שר צוחקים	unexpected	5	צוחקים
379	190	ה קצין מאחורי ה שר רוקד	expected	5	רוקד
380	190	ה קצין מאחורי ה שר רוקדים	unexpected	5	רוקדים
381	191	ה קצין מאחורי ה שר נוסע	expected	5	נוסע
382	191	ה קצין מאחורי ה שר נוסעים	unexpected	5	נוסעים
383	192	ה קצין מאחורי ה שר רץ	expected	5	רץ
384	192	ה קצין מאחורי ה שר רצים	unexpected	5	רצים
385	193	ה קצין מאחורי ה שר ישן	expected	5	ישן
386	193	ה קצין מאחורי ה שר ישנים	unexpected	5	ישנים
387	194	ה קצין מאחורי ה שר שוחה	expected	5	שוחה
388	194	ה קצין מאחורי ה שר שוחים	unexpected	5	שוחים
389	195	ה קצין מאחורי ה שר חי	expected	5	חי
390	195	ה קצין מאחורי ה שר חיים	unexpected	5	חיים
391	196	ה קצין מאחורי ה שר צוחק	expected	5	צוחק
392	196	ה קצין מאחורי ה שר צוחקים	unexpected	5	צוחקים
393	197	ה טייס מאחורי ה שר רוקד	expected	5	רוקד
394	197	ה טייס מאחורי ה שר רוקדים	unexpected	5	רוקדים
395	198	ה טייס מאחורי ה שר נוסע	expected	5	נוסע
396	198	ה טייס מאחורי ה שר נוסעים	unexpected	5	נוסעים
397	199	ה טייס מאחורי ה שר רץ	expected	5	רץ
398	199	ה טייס מאחורי ה שר רצים	unexpected	5	רצים
399	200	ה טייס מאחורי ה שר ישן	expected	5	ישן
400	200	ה טייס מאחורי ה שר ישנים	unexpected	5	ישנים
401	201	ה טייס מאחורי ה שר שוחה	expected	5	שוחה
402	201	ה טייס מאחורי ה שר שוחים	unexpected	5	שוחים
403	202	ה טייס מאחורי ה שר חי	expected	5	חי
404	202	ה טייס מאחורי ה שר חיים	unexpected	5	חיים
405	203	ה טייס מאחורי ה שר צוחק	expected	5	צוחק
406	203	ה טייס מאחורי ה שר צוחקים	unexpected	5	צוחקים
407	204	ה יועץ מאחורי ה שר רוקד	expected	5	רוקד
408	204	ה יועץ מאחורי ה שר רוקדים	unexpected	5	רוקדים
409	205	ה יועץ מאחורי ה שר נוסע	expected	5	נוסע
