sentid	pairid	sentence	comparison	ROI	word
52	26	der Lehrer spricht viele verschiedene Sprachen und sprechen viele verschiedene Sprachen	unexpected	7	sprechen
53	27	der Lehrer spricht viele verschiedene Sprachen und sieht gern Fernsehprogramme	expected	7	sieht
54	27	der Lehrer spricht viele verschiedene Sprachen und sehen gern Fernsehprogramme	unexpected	7	sehen
55	28	der Lehrer spricht viele verschiedene Sprachen und ist zwanzig Jahre alt	expected	7	ist
56	28	der Lehrer spricht viele verschiedene Sprachen und sind zwanzig Jahre alt	unexpected	7	sind
57	29	der Lehrer spricht viele verschiedene Sprachen und mag lieber Tennis mit seinen Kollegen spielen	expected	7	mag
58	29	der Lehrer spricht viele verschiedene Sprachen und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	7	mögen
59	30	der Lehrer spricht viele verschiedene Sprachen und schreibt jeden Tag in seinem Journal	expected	7	schreibt
60	30	der Lehrer spricht viele verschiedene Sprachen und schreiben jeden Tag in seinem Journal	unexpected	7	schreiben
61	31	der Kunde spricht viele verschiedene Sprachen und spricht viele verschiedene Sprachen	expected	7	spricht
62	31	der Kunde spricht viele verschiedene Sprachen und sprechen viele verschiedene Sprachen	unexpected	7	sprechen
63	32	der Kunde spricht viele verschiedene Sprachen und sieht gern Fernsehprogramme	expected	7	sieht
64	32	der Kunde spricht viele verschiedene Sprachen und sehen gern Fernsehprogramme	unexpected	7	sehen
65	33	der Kunde spricht viele verschiedene Sprachen und ist zwanzig Jahre alt	expected	7	ist
66	33	der Kunde spricht viele verschiedene Sprachen und sind zwanzig Jahre alt	unexpected	7	sind
67	34	der Kunde spricht viele verschiedene Sprachen und mag lieber Tennis mit seinen Kollegen spielen	expected	7	mag
68	34	der Kunde spricht viele verschiedene Sprachen und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	7	mögen
69	35	der Kunde spricht viele verschiedene Sprachen und schreibt jeden Tag in seinem Journal	expected	7	schreibt
70	35	der Kunde spricht viele verschiedene Sprachen und schreiben jeden Tag in seinem Journal	unexpected	7	schreiben
71	36	der Polizist spricht viele verschiedene Sprachen und spricht viele verschiedene Sprachen	expected	7	spricht
72	36	der Polizist spricht viele verschiedene Sprachen und sprechen viele verschiedene Sprachen	unexpected	7	sprechen
73	37	der Polizist spricht viele verschiedene Sprachen und sieht gern Fernsehprogramme	expected	7	sieht
74	37	der Polizist spricht viele verschiedene Sprachen und sehen gern Fernsehprogramme	unexpected	7	sehen
75	38	der Polizist spricht viele verschiedene Sprachen und ist zwanzig Jahre alt	expected	7	ist
76	38	der Polizist spricht viele verschiedene Sprachen und sind zwanzig Jahre alt	unexpected	7	sind
77	39	der Polizist spricht viele verschiedene Sprachen und mag lieber Tennis mit seinen Kollegen spielen	expected	7	mag
78	39	der Polizist spricht viele verschiedene Sprachen und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	7	mögen
79	40	der Polizist spricht viele verschiedene Sprachen und schreibt jeden Tag in seinem Journal	expected	7	schreibt
80	40	der Polizist spricht viele verschiedene Sprachen und schreiben jeden Tag in seinem Journal	unexpected	7	schreiben
81	41	der Pilot spricht viele verschiedene Sprachen und spricht viele verschiedene Sprachen	expected	7	spricht
82	41	der Pilot spricht viele verschiedene Sprachen und sprechen viele verschiedene Sprachen	unexpected	7	sprechen
83	42	der Pilot spricht viele verschiedene Sprachen und sieht gern Fernsehprogramme	expected	7	sieht
84	42	der Pilot spricht viele verschiedene Sprachen und sehen gern Fernsehprogramme	unexpected	7	sehen
85	43	der Pilot spricht viele verschiedene Sprachen und ist zwanzig Jahre alt	expected	7	ist
86	43	der Pilot spricht viele verschiedene Sprachen und sind zwanzig Jahre alt	unexpected	7	sind
87	44	der Pilot spricht viele verschiedene Sprachen und mag lieber Tennis mit seinen Kollegen spielen	expected	7	mag
88	44	der Pilot spricht viele verschiedene Sprachen und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	7	mögen
89	45	der Pilot spricht viele verschiedene Sprachen und schreibt jeden Tag in seinem Journal	expected	7	schreibt
90	45	der Pilot spricht viele verschiedene Sprachen und schreiben jeden Tag in seinem Journal	unexpected	7	schreiben
91	46	der Berater spricht viele verschiedene Sprachen und spricht viele verschiedene Sprachen	expected	7	spricht
92	46	der Berater spricht viele verschiedene Sprachen und sprechen viele verschiedene Sprachen	unexpected	7	sprechen
93	47	der Berater spricht viele verschiedene Sprachen und sieht gern Fernsehprogramme	expected	7	sieht
94	47	der Berater spricht viele verschiedene Sprachen und sehen gern Fernsehprogramme	unexpected	7	sehen
95	48	der Berater spricht viele verschiedene Sprachen und ist zwanzig Jahre alt	expected	7	ist
96	48	der Berater spricht viele verschiedene Sprachen und sind zwanzig Jahre alt	unexpected	7	sind
97	49	der Berater spricht viele verschiedene Sprachen und mag lieber Tennis mit seinen Kollegen spielen	expected	7	mag
98	49	der Berater spricht viele verschiedene Sprachen und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	7	mögen
99	50	der Berater spricht viele verschiedene Sprachen und schreibt jeden Tag in seinem Journal	expected	7	schreibt
100	50	der Berater spricht viele verschiedene Sprachen und schreiben jeden Tag in seinem Journal	unexpected	7	schreiben
101	51	der Schriftsteller sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	expected	6	spricht
102	51	der Schriftsteller sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	unexpected	6	sprechen
103	52	der Schriftsteller sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	expected	6	sieht
104	52	der Schriftsteller sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	unexpected	6	sehen
105	53	der Schriftsteller sieht gern Fernsehprogramme und ist zwanzig Jahre alt	expected	6	ist
106	53	der Schriftsteller sieht gern Fernsehprogramme und sind zwanzig Jahre alt	unexpected	6	sind
107	54	der Schriftsteller sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	expected	6	mag
108	54	der Schriftsteller sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	6	mögen
109	55	der Schriftsteller sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	expected	6	schreibt
110	55	der Schriftsteller sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	unexpected	6	schreiben
111	56	der Direktor sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	expected	6	spricht
112	56	der Direktor sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	unexpected	6	sprechen
113	57	der Direktor sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	expected	6	sieht
114	57	der Direktor sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	unexpected	6	sehen
115	58	der Direktor sieht gern Fernsehprogramme und ist zwanzig Jahre alt	expected	6	ist
116	58	der Direktor sieht gern Fernsehprogramme und sind zwanzig Jahre alt	unexpected	6	sind
117	59	der Direktor sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	expected	6	mag
118	59	der Direktor sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	6	mögen
119	60	der Direktor sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	expected	6	schreibt
120	60	der Direktor sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	unexpected	6	schreiben
121	61	der Bauer sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	expected	6	spricht
122	61	der Bauer sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	unexpected	6	sprechen
123	62	der Bauer sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	expected	6	sieht
124	62	der Bauer sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	unexpected	6	sehen
125	63	der Bauer sieht gern Fernsehprogramme und ist zwanzig Jahre alt	expected	6	ist
126	63	der Bauer sieht gern Fernsehprogramme und sind zwanzig Jahre alt	unexpected	6	sind
127	64	der Bauer sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	expected	6	mag
128	64	der Bauer sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	6	mögen
129	65	der Bauer sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	expected	6	schreibt
130	65	der Bauer sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	unexpected	6	schreiben
131	66	der Chirurg sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	expected	6	spricht
132	66	der Chirurg sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	unexpected	6	sprechen
133	67	der Chirurg sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	expected	6	sieht
134	67	der Chirurg sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	unexpected	6	sehen
135	68	der Chirurg sieht gern Fernsehprogramme und ist zwanzig Jahre alt	expected	6	ist
136	68	der Chirurg sieht gern Fernsehprogramme und sind zwanzig Jahre alt	unexpected	6	sind
137	69	der Chirurg sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	expected	6	mag
138	69	der Chirurg sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	6	mögen
139	70	der Chirurg sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	expected	6	schreibt
140	70	der Chirurg sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	unexpected	6	schreiben
141	71	der Senator sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	expected	6	spricht
142	71	der Senator sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	unexpected	6	sprechen
143	72	der Senator sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	expected	6	sieht
144	72	der Senator sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	unexpected	6	sehen
145	73	der Senator sieht gern Fernsehprogramme und ist zwanzig Jahre alt	expected	6	ist
146	73	der Senator sieht gern Fernsehprogramme und sind zwanzig Jahre alt	unexpected	6	sind
147	74	der Senator sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	expected	6	mag
148	74	der Senator sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	6	mögen
149	75	der Senator sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	expected	6	schreibt
150	75	der Senator sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	unexpected	6	schreiben
151	76	der Lehrer sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	expected	6	spricht
152	76	der Lehrer sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	unexpected	6	sprechen
153	77	der Lehrer sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	expected	6	sieht
154	77	der Lehrer sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	unexpected	6	sehen
155	78	der Lehrer sieht gern Fernsehprogramme und ist zwanzig Jahre alt	expected	6	ist
156	78	der Lehrer sieht gern Fernsehprogramme und sind zwanzig Jahre alt	unexpected	6	sind
157	79	der Lehrer sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	expected	6	mag
158	79	der Lehrer sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	6	mögen
159	80	der Lehrer sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	expected	6	schreibt
160	80	der Lehrer sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	unexpected	6	schreiben
161	81	der Kunde sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	expected	6	spricht
162	81	der Kunde sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	unexpected	6	sprechen
163	82	der Kunde sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	expected	6	sieht
164	82	der Kunde sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	unexpected	6	sehen
165	83	der Kunde sieht gern Fernsehprogramme und ist zwanzig Jahre alt	expected	6	ist
166	83	der Kunde sieht gern Fernsehprogramme und sind zwanzig Jahre alt	unexpected	6	sind
167	84	der Kunde sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	expected	6	mag
168	84	der Kunde sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	6	mögen
169	85	der Kunde sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	expected	6	schreibt
170	85	der Kunde sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	unexpected	6	schreiben
171	86	der Polizist sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	expected	6	spricht
172	86	der Polizist sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	unexpected	6	sprechen
173	87	der Polizist sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	expected	6	sieht
174	87	der Polizist sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	unexpected	6	sehen
175	88	der Polizist sieht gern Fernsehprogramme und ist zwanzig Jahre alt	expected	6	ist
176	88	der Polizist sieht gern Fernsehprogramme und sind zwanzig Jahre alt	unexpected	6	sind
177	89	der Polizist sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	expected	6	mag
178	89	der Polizist sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	6	mögen
179	90	der Polizist sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	expected	6	schreibt
180	90	der Polizist sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	unexpected	6	schreiben
181	91	der Pilot sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	expected	6	spricht
182	91	der Pilot sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	unexpected	6	sprechen
183	92	der Pilot sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	expected	6	sieht
184	92	der Pilot sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	unexpected	6	sehen
185	93	der Pilot sieht gern Fernsehprogramme und ist zwanzig Jahre alt	expected	6	ist
186	93	der Pilot sieht gern Fernsehprogramme und sind zwanzig Jahre alt	unexpected	6	sind
187	94	der Pilot sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	expected	6	mag
188	94	der Pilot sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	6	mögen
189	95	der Pilot sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	expected	6	schreibt
190	95	der Pilot sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	unexpected	6	schreiben
191	96	der Berater sieht gern Fernsehprogramme und spricht viele verschiedene Sprachen	expected	6	spricht
192	96	der Berater sieht gern Fernsehprogramme und sprechen viele verschiedene Sprachen	unexpected	6	sprechen
193	97	der Berater sieht gern Fernsehprogramme und sieht gern Fernsehprogramme	expected	6	sieht
194	97	der Berater sieht gern Fernsehprogramme und sehen gern Fernsehprogramme	unexpected	6	sehen
195	98	der Berater sieht gern Fernsehprogramme und ist zwanzig Jahre alt	expected	6	ist
196	98	der Berater sieht gern Fernsehprogramme und sind zwanzig Jahre alt	unexpected	6	sind
197	99	der Berater sieht gern Fernsehprogramme und mag lieber Tennis mit seinen Kollegen spielen	expected	6	mag
198	99	der Berater sieht gern Fernsehprogramme und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	6	mögen
199	100	der Berater sieht gern Fernsehprogramme und schreibt jeden Tag in seinem Journal	expected	6	schreibt
200	100	der Berater sieht gern Fernsehprogramme und schreiben jeden Tag in seinem Journal	unexpected	6	schreiben
201	101	der Schriftsteller ist zwanzig Jahre alt und spricht viele verschiedene Sprachen	expected	7	spricht
202	101	der Schriftsteller ist zwanzig Jahre alt und sprechen viele verschiedene Sprachen	unexpected	7	sprechen
203	102	der Schriftsteller ist zwanzig Jahre alt und sieht gern Fernsehprogramme	expected	7	sieht
204	102	der Schriftsteller ist zwanzig Jahre alt und sehen gern Fernsehprogramme	unexpected	7	sehen
205	103	der Schriftsteller ist zwanzig Jahre alt und ist zwanzig Jahre alt	expected	7	ist
206	103	der Schriftsteller ist zwanzig Jahre alt und sind zwanzig Jahre alt	unexpected	7	sind
207	104	der Schriftsteller ist zwanzig Jahre alt und mag lieber Tennis mit seinen Kollegen spielen	expected	7	mag
208	104	der Schriftsteller ist zwanzig Jahre alt und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	7	mögen
209	105	der Schriftsteller ist zwanzig Jahre alt und schreibt jeden Tag in seinem Journal	expected	7	schreibt
210	105	der Schriftsteller ist zwanzig Jahre alt und schreiben jeden Tag in seinem Journal	unexpected	7	schreiben
211	106	der Direktor ist zwanzig Jahre alt und spricht viele verschiedene Sprachen	expected	7	spricht
212	106	der Direktor ist zwanzig Jahre alt und sprechen viele verschiedene Sprachen	unexpected	7	sprechen
213	107	der Direktor ist zwanzig Jahre alt und sieht gern Fernsehprogramme	expected	7	sieht
214	107	der Direktor ist zwanzig Jahre alt und sehen gern Fernsehprogramme	unexpected	7	sehen
215	108	der Direktor ist zwanzig Jahre alt und ist zwanzig Jahre alt	expected	7	ist
216	108	der Direktor ist zwanzig Jahre alt und sind zwanzig Jahre alt	unexpected	7	sind
217	109	der Direktor ist zwanzig Jahre alt und mag lieber Tennis mit seinen Kollegen spielen	expected	7	mag
218	109	der Direktor ist zwanzig Jahre alt und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	7	mögen
219	110	der Direktor ist zwanzig Jahre alt und schreibt jeden Tag in seinem Journal	expected	7	schreibt
220	110	der Direktor ist zwanzig Jahre alt und schreiben jeden Tag in seinem Journal	unexpected	7	schreiben
221	111	der Bauer ist zwanzig Jahre alt und spricht viele verschiedene Sprachen	expected	7	spricht
222	111	der Bauer ist zwanzig Jahre alt und sprechen viele verschiedene Sprachen	unexpected	7	sprechen
223	112	der Bauer ist zwanzig Jahre alt und sieht gern Fernsehprogramme	expected	7	sieht
224	112	der Bauer ist zwanzig Jahre alt und sehen gern Fernsehprogramme	unexpected	7	sehen
225	113	der Bauer ist zwanzig Jahre alt und ist zwanzig Jahre alt	expected	7	ist
226	113	der Bauer ist zwanzig Jahre alt und sind zwanzig Jahre alt	unexpected	7	sind
227	114	der Bauer ist zwanzig Jahre alt und mag lieber Tennis mit seinen Kollegen spielen	expected	7	mag
228	114	der Bauer ist zwanzig Jahre alt und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	7	mögen
229	115	der Bauer ist zwanzig Jahre alt und schreibt jeden Tag in seinem Journal	expected	7	schreibt
230	115	der Bauer ist zwanzig Jahre alt und schreiben jeden Tag in seinem Journal	unexpected	7	schreiben
231	116	der Chirurg ist zwanzig Jahre alt und spricht viele verschiedene Sprachen	expected	7	spricht
232	116	der Chirurg ist zwanzig Jahre alt und sprechen viele verschiedene Sprachen	unexpected	7	sprechen
233	117	der Chirurg ist zwanzig Jahre alt und sieht gern Fernsehprogramme	expected	7	sieht
234	117	der Chirurg ist zwanzig Jahre alt und sehen gern Fernsehprogramme	unexpected	7	sehen
235	118	der Chirurg ist zwanzig Jahre alt und ist zwanzig Jahre alt	expected	7	ist
236	118	der Chirurg ist zwanzig Jahre alt und sind zwanzig Jahre alt	unexpected	7	sind
237	119	der Chirurg ist zwanzig Jahre alt und mag lieber Tennis mit seinen Kollegen spielen	expected	7	mag
238	119	der Chirurg ist zwanzig Jahre alt und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	7	mögen
239	120	der Chirurg ist zwanzig Jahre alt und schreibt jeden Tag in seinem Journal	expected	7	schreibt
240	120	der Chirurg ist zwanzig Jahre alt und schreiben jeden Tag in seinem Journal	unexpected	7	schreiben
241	121	der Senator ist zwanzig Jahre alt und spricht viele verschiedene Sprachen	expected	7	spricht
242	121	der Senator ist zwanzig Jahre alt und sprechen viele verschiedene Sprachen	unexpected	7	sprechen
243	122	der Senator ist zwanzig Jahre alt und sieht gern Fernsehprogramme	expected	7	sieht
244	122	der Senator ist zwanzig Jahre alt und sehen gern Fernsehprogramme	unexpected	7	sehen
245	123	der Senator ist zwanzig Jahre alt und ist zwanzig Jahre alt	expected	7	ist
246	123	der Senator ist zwanzig Jahre alt und sind zwanzig Jahre alt	unexpected	7	sind
247	124	der Senator ist zwanzig Jahre alt und mag lieber Tennis mit seinen Kollegen spielen	expected	7	mag
248	124	der Senator ist zwanzig Jahre alt und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	7	mögen
249	125	der Senator ist zwanzig Jahre alt und schreibt jeden Tag in seinem Journal	expected	7	schreibt
250	125	der Senator ist zwanzig Jahre alt und schreiben jeden Tag in seinem Journal	unexpected	7	schreiben
251	126	der Lehrer ist zwanzig Jahre alt und spricht viele verschiedene Sprachen	expected	7	spricht
252	126	der Lehrer ist zwanzig Jahre alt und sprechen viele verschiedene Sprachen	unexpected	7	sprechen
253	127	der Lehrer ist zwanzig Jahre alt und sieht gern Fernsehprogramme	expected	7	sieht
254	127	der Lehrer ist zwanzig Jahre alt und sehen gern Fernsehprogramme	unexpected	7	sehen
255	128	der Lehrer ist zwanzig Jahre alt und ist zwanzig Jahre alt	expected	7	ist
256	128	der Lehrer ist zwanzig Jahre alt und sind zwanzig Jahre alt	unexpected	7	sind
257	129	der Lehrer ist zwanzig Jahre alt und mag lieber Tennis mit seinen Kollegen spielen	expected	7	mag
258	129	der Lehrer ist zwanzig Jahre alt und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	7	mögen
259	130	der Lehrer ist zwanzig Jahre alt und schreibt jeden Tag in seinem Journal	expected	7	schreibt
260	130	der Lehrer ist zwanzig Jahre alt und schreiben jeden Tag in seinem Journal	unexpected	7	schreiben
261	131	der Kunde ist zwanzig Jahre alt und spricht viele verschiedene Sprachen	expected	7	spricht
262	131	der Kunde ist zwanzig Jahre alt und sprechen viele verschiedene Sprachen	unexpected	7	sprechen
263	132	der Kunde ist zwanzig Jahre alt und sieht gern Fernsehprogramme	expected	7	sieht
264	132	der Kunde ist zwanzig Jahre alt und sehen gern Fernsehprogramme	unexpected	7	sehen
265	133	der Kunde ist zwanzig Jahre alt und ist zwanzig Jahre alt	expected	7	ist
266	133	der Kunde ist zwanzig Jahre alt und sind zwanzig Jahre alt	unexpected	7	sind
267	134	der Kunde ist zwanzig Jahre alt und mag lieber Tennis mit seinen Kollegen spielen	expected	7	mag
268	134	der Kunde ist zwanzig Jahre alt und mögen lieber Tennis mit seinen Kollegen spielen	unexpected	7	mögen
269	135	der Kunde ist zwanzig Jahre alt und schreibt jeden Tag in seinem Journal	expected	7	schreibt
