sentid	pairid	sentence	comparison	ROI
65	33	the authors that like the dancer are old	expected	6
66	33	the authors that like the dancer is old	unexpected	6
67	34	the authors that like the dancer are young	expected	6
68	34	the authors that like the dancer is young	unexpected	6
69	35	the authors that like the dancer are short	expected	6
70	35	the authors that like the dancer is short	unexpected	6
71	36	the authors that like the minister laugh	expected	6
72	36	the authors that like the minister laughs	unexpected	6
73	37	the authors that like the minister swim	expected	6
74	37	the authors that like the minister swims	unexpected	6
75	38	the authors that like the minister smile	expected	6
76	38	the authors that like the minister smiles	unexpected	6
77	39	the authors that like the minister are tall	expected	6
78	39	the authors that like the minister is tall	unexpected	6
79	40	the authors that like the minister are old	expected	6
80	40	the authors that like the minister is old	unexpected	6
81	41	the authors that like the minister are young	expected	6
82	41	the authors that like the minister is young	unexpected	6
83	42	the authors that like the minister are short	expected	6
84	42	the authors that like the minister is short	unexpected	6
85	43	the authors that like the taxi driver laugh	expected	7
86	43	the authors that like the taxi driver laughs	unexpected	7
87	44	the authors that like the taxi driver swim	expected	7
88	44	the authors that like the taxi driver swims	unexpected	7
89	45	the authors that like the taxi driver smile	expected	7
90	45	the authors that like the taxi driver smiles	unexpected	7
91	46	the authors that like the taxi driver are tall	expected	7
92	46	the authors that like the taxi driver is tall	unexpected	7
93	47	the authors that like the taxi driver are old	expected	7
94	47	the authors that like the taxi driver is old	unexpected	7
95	48	the authors that like the taxi driver are young	expected	7
96	48	the authors that like the taxi driver is young	unexpected	7
97	49	the authors that like the taxi driver are short	expected	7
98	49	the authors that like the taxi driver is short	unexpected	7
99	50	the authors that like the assistant laugh	expected	6
100	50	the authors that like the assistant laughs	unexpected	6
101	51	the authors that like the assistant swim	expected	6
102	51	the authors that like the assistant swims	unexpected	6
103	52	the authors that like the assistant smile	expected	6
104	52	the authors that like the assistant smiles	unexpected	6
105	53	the authors that like the assistant are tall	expected	6
106	53	the authors that like the assistant is tall	unexpected	6
107	54	the authors that like the assistant are old	expected	6
108	54	the authors that like the assistant is old	unexpected	6
109	55	the authors that like the assistant are young	expected	6
110	55	the authors that like the assistant is young	unexpected	6
111	56	the authors that like the assistant are short	expected	6
112	56	the authors that like the assistant is short	unexpected	6
113	57	the authors that like the executive laugh	expected	6
114	57	the authors that like the executive laughs	unexpected	6
115	58	the authors that like the executive swim	expected	6
116	58	the authors that like the executive swims	unexpected	6
117	59	the authors that like the executive smile	expected	6
118	59	the authors that like the executive smiles	unexpected	6
119	60	the authors that like the executive are tall	expected	6
120	60	the authors that like the executive is tall	unexpected	6
121	61	the authors that like the executive are old	expected	6
122	61	the authors that like the executive is old	unexpected	6
123	62	the authors that like the executive are young	expected	6
124	62	the authors that like the executive is young	unexpected	6
125	63	the authors that like the executive are short	expected	6
126	63	the authors that like the executive is short	unexpected	6
127	64	the authors that like the parent laugh	expected	6
128	64	the authors that like the parent laughs	unexpected	6
129	65	the authors that like the parent swim	expected	6
130	65	the authors that like the parent swims	unexpected	6
131	66	the authors that like the parent smile	expected	6
132	66	the authors that like the parent smiles	unexpected	6
133	67	the authors that like the parent are tall	expected	6
134	67	the authors that like the parent is tall	unexpected	6
135	68	the authors that like the parent are old	expected	6
136	68	the authors that like the parent is old	unexpected	6
137	69	the authors that like the parent are young	expected	6
138	69	the authors that like the parent is young	unexpected	6
139	70	the authors that like the parent are short	expected	6
140	70	the authors that like the parent is short	unexpected	6
141	71	the authors that admire the guard laugh	expected	6
142	71	the authors that admire the guard laughs	unexpected	6
143	72	the authors that admire the guard swim	expected	6
144	72	the authors that admire the guard swims	unexpected	6
145	73	the authors that admire the guard smile	expected	6
146	73	the authors that admire the guard smiles	unexpected	6
147	74	the authors that admire the guard are tall	expected	6
148	74	the authors that admire the guard is tall	unexpected	6
149	75	the authors that admire the guard are old	expected	6
150	75	the authors that admire the guard is old	unexpected	6
151	76	the authors that admire the guard are young	expected	6
152	76	the authors that admire the guard is young	unexpected	6
153	77	the authors that admire the guard are short	expected	6
154	77	the authors that admire the guard is short	unexpected	6
155	78	the authors that admire the chef laugh	expected	6
156	78	the authors that admire the chef laughs	unexpected	6
157	79	the authors that admire the chef swim	expected	6
158	79	the authors that admire the chef swims	unexpected	6
159	80	the authors that admire the chef smile	expected	6
160	80	the authors that admire the chef smiles	unexpected	6
161	81	the authors that admire the chef are tall	expected	6
162	81	the authors that admire the chef is tall	unexpected	6
163	82	the authors that admire the chef are old	expected	6
164	82	the authors that admire the chef is old	unexpected	6
165	83	the authors that admire the chef are young	expected	6
166	83	the authors that admire the chef is young	unexpected	6
167	84	the authors that admire the chef are short	expected	6
168	84	the authors that admire the chef is short	unexpected	6
169	85	the authors that admire the architect laugh	expected	6
170	85	the authors that admire the architect laughs	unexpected	6
171	86	the authors that admire the architect swim	expected	6
172	86	the authors that admire the architect swims	unexpected	6
173	87	the authors that admire the architect smile	expected	6
174	87	the authors that admire the architect smiles	unexpected	6
175	88	the authors that admire the architect are tall	expected	6
176	88	the authors that admire the architect is tall	unexpected	6
177	89	the authors that admire the architect are old	expected	6
178	89	the authors that admire the architect is old	unexpected	6
179	90	the authors that admire the architect are young	expected	6
180	90	the authors that admire the architect is young	unexpected	6
181	91	the authors that admire the architect are short	expected	6
182	91	the authors that admire the architect is short	unexpected	6
183	92	the authors that admire the skater laugh	expected	6
184	92	the authors that admire the skater laughs	unexpected	6
185	93	the authors that admire the skater swim	expected	6
186	93	the authors that admire the skater swims	unexpected	6
187	94	the authors that admire the skater smile	expected	6
188	94	the authors that admire the skater smiles	unexpected	6
189	95	the authors that admire the skater are tall	expected	6
190	95	the authors that admire the skater is tall	unexpected	6
191	96	the authors that admire the skater are old	expected	6
192	96	the authors that admire the skater is old	unexpected	6
193	97	the authors that admire the skater are young	expected	6
194	97	the authors that admire the skater is young	unexpected	6
195	98	the authors that admire the skater are short	expected	6
196	98	the authors that admire the skater is short	unexpected	6
197	99	the authors that admire the dancer laugh	expected	6
198	99	the authors that admire the dancer laughs	unexpected	6
199	100	the authors that admire the dancer swim	expected	6
200	100	the authors that admire the dancer swims	unexpected	6
201	101	the authors that admire the dancer smile	expected	6
202	101	the authors that admire the dancer smiles	unexpected	6
203	102	the authors that admire the dancer are tall	expected	6
204	102	the authors that admire the dancer is tall	unexpected	6
205	103	the authors that admire the dancer are old	expected	6
206	103	the authors that admire the dancer is old	unexpected	6
207	104	the authors that admire the dancer are young	expected	6
208	104	the authors that admire the dancer is young	unexpected	6
209	105	the authors that admire the dancer are short	expected	6
210	105	the authors that admire the dancer is short	unexpected	6
211	106	the authors that admire the minister laugh	expected	6
212	106	the authors that admire the minister laughs	unexpected	6
213	107	the authors that admire the minister swim	expected	6
214	107	the authors that admire the minister swims	unexpected	6
215	108	the authors that admire the minister smile	expected	6
216	108	the authors that admire the minister smiles	unexpected	6
217	109	the authors that admire the minister are tall	expected	6
218	109	the authors that admire the minister is tall	unexpected	6
219	110	the authors that admire the minister are old	expected	6
220	110	the authors that admire the minister is old	unexpected	6
221	111	the authors that admire the minister are young	expected	6
222	111	the authors that admire the minister is young	unexpected	6
223	112	the authors that admire the minister are short	expected	6
224	112	the authors that admire the minister is short	unexpected	6
225	113	the authors that admire the taxi driver laugh	expected	7
226	113	the authors that admire the taxi driver laughs	unexpected	7
227	114	the authors that admire the taxi driver swim	expected	7
228	114	the authors that admire the taxi driver swims	unexpected	7
229	115	the authors that admire the taxi driver smile	expected	7
230	115	the authors that admire the taxi driver smiles	unexpected	7
231	116	the authors that admire the taxi driver are tall	expected	7
232	116	the authors that admire the taxi driver is tall	unexpected	7
233	117	the authors that admire the taxi driver are old	expected	7
234	117	the authors that admire the taxi driver is old	unexpected	7
235	118	the authors that admire the taxi driver are young	expected	7
236	118	the authors that admire the taxi driver is young	unexpected	7
237	119	the authors that admire the taxi driver are short	expected	7
238	119	the authors that admire the taxi driver is short	unexpected	7
239	120	the authors that admire the assistant laugh	expected	6
240	120	the authors that admire the assistant laughs	unexpected	6
241	121	the authors that admire the assistant swim	expected	6
242	121	the authors that admire the assistant swims	unexpected	6
243	122	the authors that admire the assistant smile	expected	6
244	122	the authors that admire the assistant smiles	unexpected	6
245	123	the authors that admire the assistant are tall	expected	6
246	123	the authors that admire the assistant is tall	unexpected	6
247	124	the authors that admire the assistant are old	expected	6
248	124	the authors that admire the assistant is old	unexpected	6
249	125	the authors that admire the assistant are young	expected	6
250	125	the authors that admire the assistant is young	unexpected	6
251	126	the authors that admire the assistant are short	expected	6
252	126	the authors that admire the assistant is short	unexpected	6
253	127	the authors that admire the executive laugh	expected	6
254	127	the authors that admire the executive laughs	unexpected	6
255	128	the authors that admire the executive swim	expected	6
256	128	the authors that admire the executive swims	unexpected	6
257	129	the authors that admire the executive smile	expected	6
258	129	the authors that admire the executive smiles	unexpected	6
259	130	the authors that admire the executive are tall	expected	6
260	130	the authors that admire the executive is tall	unexpected	6
261	131	the authors that admire the executive are old	expected	6
262	131	the authors that admire the executive is old	unexpected	6
263	132	the authors that admire the executive are young	expected	6
264	132	the authors that admire the executive is young	unexpected	6
265	133	the authors that admire the executive are short	expected	6
266	133	the authors that admire the executive is short	unexpected	6
267	134	the authors that admire the parent laugh	expected	6
268	134	the authors that admire the parent laughs	unexpected	6
269	135	the authors that admire the parent swim	expected	6
270	135	the authors that admire the parent swims	unexpected	6
271	136	the authors that admire the parent smile	expected	6
272	136	the authors that admire the parent smiles	unexpected	6
273	137	the authors that admire the parent are tall	expected	6
274	137	the authors that admire the parent is tall	unexpected	6
275	138	the authors that admire the parent are old	expected	6
276	138	the authors that admire the parent is old	unexpected	6
277	139	the authors that admire the parent are young	expected	6
278	139	the authors that admire the parent is young	unexpected	6
279	140	the authors that admire the parent are short	expected	6
280	140	the authors that admire the parent is short	unexpected	6
281	141	the authors that hate the guard laugh	expected	6
282	141	the authors that hate the guard laughs	unexpected	6
283	142	the authors that hate the guard swim	expected	6
284	142	the authors that hate the guard swims	unexpected	6
285	143	the authors that hate the guard smile	expected	6
286	143	the authors that hate the guard smiles	unexpected	6
287	144	the authors that hate the guard are tall	expected	6
288	144	the authors that hate the guard is tall	unexpected	6
289	145	the authors that hate the guard are old	expected	6
290	145	the authors that hate the guard is old	unexpected	6
291	146	the authors that hate the guard are young	expected	6
292	146	the authors that hate the guard is young	unexpected	6
293	147	the authors that hate the guard are short	expected	6
294	147	the authors that hate the guard is short	unexpected	6
295	148	the authors that hate the chef laugh	expected	6
296	148	the authors that hate the chef laughs	unexpected	6
297	149	the authors that hate the chef swim	expected	6
298	149	the authors that hate the chef swims	unexpected	6
299	150	the authors that hate the chef smile	expected	6
300	150	the authors that hate the chef smiles	unexpected	6
301	151	the authors that hate the chef are tall	expected	6
302	151	the authors that hate the chef is tall	unexpected	6
303	152	the authors that hate the chef are old	expected	6
304	152	the authors that hate the chef is old	unexpected	6
305	153	the authors that hate the chef are young	expected	6
306	153	the authors that hate the chef is young	unexpected	6
307	154	the authors that hate the chef are short	expected	6
308	154	the authors that hate the chef is short	unexpected	6
309	155	the authors that hate the architect laugh	expected	6
310	155	the authors that hate the architect laughs	unexpected	6
311	156	the authors that hate the architect swim	expected	6
312	156	the authors that hate the architect swims	unexpected	6
313	157	the authors that hate the architect smile	expected	6
314	157	the authors that hate the architect smiles	unexpected	6
315	158	the authors that hate the architect are tall	expected	6
316	158	the authors that hate the architect is tall	unexpected	6
317	159	the authors that hate the architect are old	expected	6
318	159	the authors that hate the architect is old	unexpected	6
319	160	the authors that hate the architect are young	expected	6
320	160	the authors that hate the architect is young	unexpected	6
321	161	the authors that hate the architect are short	expected	6
322	161	the authors that hate the architect is short	unexpected	6
323	162	the authors that hate the skater laugh	expected	6
324	162	the authors that hate the skater laughs	unexpected	6
325	163	the authors that hate the skater swim	expected	6
326	163	the authors that hate the skater swims	unexpected	6
327	164	the authors that hate the skater smile	expected	6
328	164	the authors that hate the skater smiles	unexpected	6
329	165	the authors that hate the skater are tall	expected	6
330	165	the authors that hate the skater is tall	unexpected	6
331	166	the authors that hate the skater are old	expected	6
332	166	the authors that hate the skater is old	unexpected	6
333	167	the authors that hate the skater are young	expected	6
334	167	the authors that hate the skater is young	unexpected	6
335	168	the authors that hate the skater are short	expected	6
336	168	the authors that hate the skater is short	unexpected	6
337	169	the authors that hate the dancer laugh	expected	6
338	169	the authors that hate the dancer laughs	unexpected	6
339	170	the authors that hate the dancer swim	expected	6
340	170	the authors that hate the dancer swims	unexpected	6
341	171	the authors that hate the dancer smile	expected	6
342	171	the authors that hate the dancer smiles	unexpected	6
343	172	the authors that hate the dancer are tall	expected	6
344	172	the authors that hate the dancer is tall	unexpected	6
345	173	the authors that hate the dancer are old	expected	6
346	173	the authors that hate the dancer is old	unexpected	6
347	174	the authors that hate the dancer are young	expected	6
348	174	the authors that hate the dancer is young	unexpected	6
349	175	the authors that hate the dancer are short	expected	6
350	175	the authors that hate the dancer is short	unexpected	6
351	176	the authors that hate the minister laugh	expected	6
352	176	the authors that hate the minister laughs	unexpected	6
353	177	the authors that hate the minister swim	expected	6
354	177	the authors that hate the minister swims	unexpected	6
355	178	the authors that hate the minister smile	expected	6
356	178	the authors that hate the minister smiles	unexpected	6
357	179	the authors that hate the minister are tall	expected	6
358	179	the authors that hate the minister is tall	unexpected	6
359	180	the authors that hate the minister are old	expected	6
360	180	the authors that hate the minister is old	unexpected	6
361	181	the authors that hate the minister are young	expected	6
362	181	the authors that hate the minister is young	unexpected	6
363	182	the authors that hate the minister are short	expected	6
364	182	the authors that hate the minister is short	unexpected	6
365	183	the authors that hate the taxi driver laugh	expected	7
366	183	the authors that hate the taxi driver laughs	unexpected	7
367	184	the authors that hate the taxi driver swim	expected	7
368	184	the authors that hate the taxi driver swims	unexpected	7
369	185	the authors that hate the taxi driver smile	expected	7
370	185	the authors that hate the taxi driver smiles	unexpected	7
371	186	the authors that hate the taxi driver are tall	expected	7
372	186	the authors that hate the taxi driver is tall	unexpected	7
373	187	the authors that hate the taxi driver are old	expected	7
374	187	the authors that hate the taxi driver is old	unexpected	7
375	188	the authors that hate the taxi driver are young	expected	7
376	188	the authors that hate the taxi driver is young	unexpected	7
377	189	the authors that hate the taxi driver are short	expected	7
378	189	the authors that hate the taxi driver is short	unexpected	7
379	190	the authors that hate the assistant laugh	expected	6
380	190	the authors that hate the assistant laughs	unexpected	6
381	191	the authors that hate the assistant swim	expected	6
382	191	the authors that hate the assistant swims	unexpected	6
383	192	the authors that hate the assistant smile	expected	6
384	192	the authors that hate the assistant smiles	unexpected	6
385	193	the authors that hate the assistant are tall	expected	6
386	193	the authors that hate the assistant is tall	unexpected	6
387	194	the authors that hate the assistant are old	expected	6
388	194	the authors that hate the assistant is old	unexpected	6
389	195	the authors that hate the assistant are young	expected	6
390	195	the authors that hate the assistant is young	unexpected	6
391	196	the authors that hate the assistant are short	expected	6
392	196	the authors that hate the assistant is short	unexpected	6
393	197	the authors that hate the executive laugh	expected	6
394	197	the authors that hate the executive laughs	unexpected	6
395	198	the authors that hate the executive swim	expected	6
396	198	the authors that hate the executive swims	unexpected	6
397	199	the authors that hate the executive smile	expected	6
398	199	the authors that hate the executive smiles	unexpected	6
399	200	the authors that hate the executive are tall	expected	6
400	200	the authors that hate the executive is tall	unexpected	6
401	201	the authors that hate the executive are old	expected	6
402	201	the authors that hate the executive is old	unexpected	6
403	202	the authors that hate the executive are young	expected	6
404	202	the authors that hate the executive is young	unexpected	6
405	203	the authors that hate the executive are short	expected	6
406	203	the authors that hate the executive is short	unexpected	6
407	204	the authors that hate the parent laugh	expected	6
408	204	the authors that hate the parent laughs	unexpected	6
409	205	the authors that hate the parent swim	expected	6
410	205	the authors that hate the parent swims	unexpected	6
411	206	the authors that hate the parent smile	expected	6
412	206	the authors that hate the parent smiles	unexpected	6
413	207	the authors that hate the parent are tall	expected	6
414	207	the authors that hate the parent is tall	unexpected	6
415	208	the authors that hate the parent are old	expected	6
416	208	the authors that hate the parent is old	unexpected	6
417	209	the authors that hate the parent are young	expected	6
418	209	the authors that hate the parent is young	unexpected	6
419	210	the authors that hate the parent are short	expected	6
420	210	the authors that hate the parent is short	unexpected	6
421	211	the authors that love the guard laugh	expected	6
422	211	the authors that love the guard laughs	unexpected	6
423	212	the authors that love the guard swim	expected	6
424	212	the authors that love the guard swims	unexpected	6
425	213	the authors that love the guard smile	expected	6
426	213	the authors that love the guard smiles	unexpected	6
427	214	the authors that love the guard are tall	expected	6
428	214	the authors that love the guard is tall	unexpected	6
429	215	the authors that love the guard are old	expected	6
430	215	the authors that love the guard is old	unexpected	6
431	216	the authors that love the guard are young	expected	6
432	216	the authors that love the guard is young	unexpected	6
433	217	the authors that love the guard are short	expected	6
434	217	the authors that love the guard is short	unexpected	6
435	218	the authors that love the chef laugh	expected	6
436	218	the authors that love the chef laughs	unexpected	6
437	219	the authors that love the chef swim	expected	6
438	219	the authors that love the chef swims	unexpected	6
439	220	the authors that love the chef smile	expected	6
440	220	the authors that love the chef smiles	unexpected	6
441	221	the authors that love the chef are tall	expected	6
442	221	the authors that love the chef is tall	unexpected	6
443	222	the authors that love the chef are old	expected	6
444	222	the authors that love the chef is old	unexpected	6
445	223	the authors that love the chef are young	expected	6
446	223	the authors that love the chef is young	unexpected	6
447	224	the authors that love the chef are short	expected	6
448	224	the authors that love the chef is short	unexpected	6
449	225	the authors that love the architect laugh	expected	6
450	225	the authors that love the architect laughs	unexpected	6
451	226	the authors that love the architect swim	expected	6
452	226	the authors that love the architect swims	unexpected	6
453	227	the authors that love the architect smile	expected	6
454	227	the authors that love the architect smiles	unexpected	6
455	228	the authors that love the architect are tall	expected	6
456	228	the authors that love the architect is tall	unexpected	6
457	229	the authors that love the architect are old	expected	6
458	229	the authors that love the architect is old	unexpected	6
459	230	the authors that love the architect are young	expected	6
460	230	the authors that love the architect is young	unexpected	6
461	231	the authors that love the architect are short	expected	6
462	231	the authors that love the architect is short	unexpected	6
463	232	the authors that love the skater laugh	expected	6
464	232	the authors that love the skater laughs	unexpected	6
465	233	the authors that love the skater swim	expected	6
466	233	the authors that love the skater swims	unexpected	6
467	234	the authors that love the skater smile	expected	6
468	234	the authors that love the skater smiles	unexpected	6
469	235	the authors that love the skater are tall	expected	6
470	235	the authors that love the skater is tall	unexpected	6
471	236	the authors that love the skater are old	expected	6
472	236	the authors that love the skater is old	unexpected	6
473	237	the authors that love the skater are young	expected	6
474	237	the authors that love the skater is young	unexpected	6
475	238	the authors that love the skater are short	expected	6
476	238	the authors that love the skater is short	unexpected	6
477	239	the authors that love the dancer laugh	expected	6
478	239	the authors that love the dancer laughs	unexpected	6
479	240	the authors that love the dancer swim	expected	6
480	240	the authors that love the dancer swims	unexpected	6
481	241	the authors that love the dancer smile	expected	6
482	241	the authors that love the dancer smiles	unexpected	6
483	242	the authors that love the dancer are tall	expected	6
484	242	the authors that love the dancer is tall	unexpected	6
485	243	the authors that love the dancer are old	expected	6
486	243	the authors that love the dancer is old	unexpected	6
487	244	the authors that love the dancer are young	expected	6
488	244	the authors that love the dancer is young	unexpected	6
489	245	the authors that love the dancer are short	expected	6
490	245	the authors that love the dancer is short	unexpected	6
491	246	the authors that love the minister laugh	expected	6
492	246	the authors that love the minister laughs	unexpected	6
493	247	the authors that love the minister swim	expected	6
494	247	the authors that love the minister swims	unexpected	6
495	248	the authors that love the minister smile	expected	6
496	248	the authors that love the minister smiles	unexpected	6
497	249	the authors that love the minister are tall	expected	6
498	249	the authors that love the minister is tall	unexpected	6
499	250	the authors that love the minister are old	expected	6
500	250	the authors that love the minister is old	unexpected	6
501	251	the authors that love the minister are young	expected	6
502	251	the authors that love the minister is young	unexpected	6
503	252	the authors that love the minister are short	expected	6
504	252	the authors that love the minister is short	unexpected	6
505	253	the authors that love the taxi driver laugh	expected	7
506	253	the authors that love the taxi driver laughs	unexpected	7
507	254	the authors that love the taxi driver swim	expected	7
508	254	the authors that love the taxi driver swims	unexpected	7
509	255	the authors that love the taxi driver smile	expected	7
510	255	the authors that love the taxi driver smiles	unexpected	7
511	256	the authors that love the taxi driver are tall	expected	7
512	256	the authors that love the taxi driver is tall	unexpected	7
513	257	the authors that love the taxi driver are old	expected	7
514	257	the authors that love the taxi driver is old	unexpected	7
515	258	the authors that love the taxi driver are young	expected	7
516	258	the authors that love the taxi driver is young	unexpected	7
517	259	the authors that love the taxi driver are short	expected	7
518	259	the authors that love the taxi driver is short	unexpected	7
519	260	the authors that love the assistant laugh	expected	6
520	260	the authors that love the assistant laughs	unexpected	6
521	261	the authors that love the assistant swim	expected	6
522	261	the authors that love the assistant swims	unexpected	6
523	262	the authors that love the assistant smile	expected	6
524	262	the authors that love the assistant smiles	unexpected	6
525	263	the authors that love the assistant are tall	expected	6
526	263	the authors that love the assistant is tall	unexpected	6
527	264	the authors that love the assistant are old	expected	6
528	264	the authors that love the assistant is old	unexpected	6
529	265	the authors that love the assistant are young	expected	6
530	265	the authors that love the assistant is young	unexpected	6
531	266	the authors that love the assistant are short	expected	6
532	266	the authors that love the assistant is short	unexpected	6
533	267	the authors that love the executive laugh	expected	6
534	267	the authors that love the executive laughs	unexpected	6
535	268	the authors that love the executive swim	expected	6
536	268	the authors that love the executive swims	unexpected	6
537	269	the authors that love the executive smile	expected	6
538	269	the authors that love the executive smiles	unexpected	6
539	270	the authors that love the executive are tall	expected	6
540	270	the authors that love the executive is tall	unexpected	6
541	271	the authors that love the executive are old	expected	6
542	271	the authors that love the executive is old	unexpected	6
543	272	the authors that love the executive are young	expected	6
544	272	the authors that love the executive is young	unexpected	6
545	273	the authors that love the executive are short	expected	6
546	273	the authors that love the executive is short	unexpected	6
547	274	the authors that love the parent laugh	expected	6
548	274	the authors that love the parent laughs	unexpected	6
549	275	the authors that love the parent swim	expected	6
550	275	the authors that love the parent swims	unexpected	6
551	276	the authors that love the parent smile	expected	6
552	276	the authors that love the parent smiles	unexpected	6
553	277	the authors that love the parent are tall	expected	6
554	277	the authors that love the parent is tall	unexpected	6
555	278	the authors that love the parent are old	expected	6
556	278	the authors that love the parent is old	unexpected	6
557	279	the authors that love the parent are young	expected	6
558	279	the authors that love the parent is young	unexpected	6
559	280	the authors that love the parent are short	expected	6
560	280	the authors that love the parent is short	unexpected	6
561	281	the pilots that like the guard laugh	expected	6
562	281	the pilots that like the guard laughs	unexpected	6
563	282	the pilots that like the guard swim	expected	6
564	282	the pilots that like the guard swims	unexpected	6
565	283	the pilots that like the guard smile	expected	6
566	283	the pilots that like the guard smiles	unexpected	6
567	284	the pilots that like the guard are tall	expected	6
568	284	the pilots that like the guard is tall	unexpected	6
569	285	the pilots that like the guard are old	expected	6
570	285	the pilots that like the guard is old	unexpected	6
571	286	the pilots that like the guard are young	expected	6
572	286	the pilots that like the guard is young	unexpected	6
573	287	the pilots that like the guard are short	expected	6
574	287	the pilots that like the guard is short	unexpected	6
575	288	the pilots that like the chef laugh	expected	6
576	288	the pilots that like the chef laughs	unexpected	6
577	289	the pilots that like the chef swim	expected	6
578	289	the pilots that like the chef swims	unexpected	6
579	290	the pilots that like the chef smile	expected	6
580	290	the pilots that like the chef smiles	unexpected	6
581	291	the pilots that like the chef are tall	expected	6
582	291	the pilots that like the chef is tall	unexpected	6
583	292	the pilots that like the chef are old	expected	6
584	292	the pilots that like the chef is old	unexpected	6
585	293	the pilots that like the chef are young	expected	6
586	293	the pilots that like the chef is young	unexpected	6
587	294	the pilots that like the chef are short	expected	6
588	294	the pilots that like the chef is short	unexpected	6
589	295	the pilots that like the architect laugh	expected	6
590	295	the pilots that like the architect laughs	unexpected	6
591	296	the pilots that like the architect swim	expected	6
592	296	the pilots that like the architect swims	unexpected	6
593	297	the pilots that like the architect smile	expected	6
594	297	the pilots that like the architect smiles	unexpected	6
595	298	the pilots that like the architect are tall	expected	6
596	298	the pilots that like the architect is tall	unexpected	6
597	299	the pilots that like the architect are old	expected	6
598	299	the pilots that like the architect is old	unexpected	6
599	300	the pilots that like the architect are young	expected	6
600	300	the pilots that like the architect is young	unexpected	6
601	301	the pilots that like the architect are short	expected	6
602	301	the pilots that like the architect is short	unexpected	6
603	302	the pilots that like the skater laugh	expected	6
604	302	the pilots that like the skater laughs	unexpected	6
605	303	the pilots that like the skater swim	expected	6
606	303	the pilots that like the skater swims	unexpected	6
607	304	the pilots that like the skater smile	expected	6
608	304	the pilots that like the skater smiles	unexpected	6
609	305	the pilots that like the skater are tall	expected	6
610	305	the pilots that like the skater is tall	unexpected	6
611	306	the pilots that like the skater are old	expected	6
612	306	the pilots that like the skater is old	unexpected	6
613	307	the pilots that like the skater are young	expected	6
614	307	the pilots that like the skater is young	unexpected	6
615	308	the pilots that like the skater are short	expected	6
616	308	the pilots that like the skater is short	unexpected	6
617	309	the pilots that like the dancer laugh	expected	6
618	309	the pilots that like the dancer laughs	unexpected	6
619	310	the pilots that like the dancer swim	expected	6
620	310	the pilots that like the dancer swims	unexpected	6
621	311	the pilots that like the dancer smile	expected	6
622	311	the pilots that like the dancer smiles	unexpected	6
623	312	the pilots that like the dancer are tall	expected	6
