sentid	pairid	sentence	comparison	ROI
95	48	the mechanic said the officers are young	expected	5
96	48	the mechanic said the officers is young	unexpected	5
97	49	the mechanic said the officers are short	expected	5
98	49	the mechanic said the officers is short	unexpected	5
99	50	the mechanic said the teachers laugh	expected	5
100	50	the mechanic said the teachers laughs	unexpected	5
101	51	the mechanic said the teachers swim	expected	5
102	51	the mechanic said the teachers swims	unexpected	5
103	52	the mechanic said the teachers smile	expected	5
104	52	the mechanic said the teachers smiles	unexpected	5
105	53	the mechanic said the teachers are tall	expected	5
106	53	the mechanic said the teachers is tall	unexpected	5
107	54	the mechanic said the teachers are old	expected	5
108	54	the mechanic said the teachers is old	unexpected	5
109	55	the mechanic said the teachers are young	expected	5
110	55	the mechanic said the teachers is young	unexpected	5
111	56	the mechanic said the teachers are short	expected	5
112	56	the mechanic said the teachers is short	unexpected	5
113	57	the mechanic said the senators laugh	expected	5
114	57	the mechanic said the senators laughs	unexpected	5
115	58	the mechanic said the senators swim	expected	5
116	58	the mechanic said the senators swims	unexpected	5
117	59	the mechanic said the senators smile	expected	5
118	59	the mechanic said the senators smiles	unexpected	5
119	60	the mechanic said the senators are tall	expected	5
120	60	the mechanic said the senators is tall	unexpected	5
121	61	the mechanic said the senators are old	expected	5
122	61	the mechanic said the senators is old	unexpected	5
123	62	the mechanic said the senators are young	expected	5
124	62	the mechanic said the senators is young	unexpected	5
125	63	the mechanic said the senators are short	expected	5
126	63	the mechanic said the senators is short	unexpected	5
127	64	the mechanic said the consultants laugh	expected	5
128	64	the mechanic said the consultants laughs	unexpected	5
129	65	the mechanic said the consultants swim	expected	5
130	65	the mechanic said the consultants swims	unexpected	5
131	66	the mechanic said the consultants smile	expected	5
132	66	the mechanic said the consultants smiles	unexpected	5
133	67	the mechanic said the consultants are tall	expected	5
134	67	the mechanic said the consultants is tall	unexpected	5
135	68	the mechanic said the consultants are old	expected	5
136	68	the mechanic said the consultants is old	unexpected	5
137	69	the mechanic said the consultants are young	expected	5
138	69	the mechanic said the consultants is young	unexpected	5
139	70	the mechanic said the consultants are short	expected	5
140	70	the mechanic said the consultants is short	unexpected	5
141	71	the mechanic thought the authors laugh	expected	5
142	71	the mechanic thought the authors laughs	unexpected	5
143	72	the mechanic thought the authors swim	expected	5
144	72	the mechanic thought the authors swims	unexpected	5
145	73	the mechanic thought the authors smile	expected	5
146	73	the mechanic thought the authors smiles	unexpected	5
147	74	the mechanic thought the authors are tall	expected	5
148	74	the mechanic thought the authors is tall	unexpected	5
149	75	the mechanic thought the authors are old	expected	5
150	75	the mechanic thought the authors is old	unexpected	5
151	76	the mechanic thought the authors are young	expected	5
152	76	the mechanic thought the authors is young	unexpected	5
153	77	the mechanic thought the authors are short	expected	5
154	77	the mechanic thought the authors is short	unexpected	5
155	78	the mechanic thought the pilots laugh	expected	5
156	78	the mechanic thought the pilots laughs	unexpected	5
157	79	the mechanic thought the pilots swim	expected	5
158	79	the mechanic thought the pilots swims	unexpected	5
159	80	the mechanic thought the pilots smile	expected	5
160	80	the mechanic thought the pilots smiles	unexpected	5
161	81	the mechanic thought the pilots are tall	expected	5
162	81	the mechanic thought the pilots is tall	unexpected	5
163	82	the mechanic thought the pilots are old	expected	5
164	82	the mechanic thought the pilots is old	unexpected	5
165	83	the mechanic thought the pilots are young	expected	5
166	83	the mechanic thought the pilots is young	unexpected	5
167	84	the mechanic thought the pilots are short	expected	5
168	84	the mechanic thought the pilots is short	unexpected	5
169	85	the mechanic thought the surgeons laugh	expected	5
170	85	the mechanic thought the surgeons laughs	unexpected	5
171	86	the mechanic thought the surgeons swim	expected	5
172	86	the mechanic thought the surgeons swims	unexpected	5
173	87	the mechanic thought the surgeons smile	expected	5
174	87	the mechanic thought the surgeons smiles	unexpected	5
175	88	the mechanic thought the surgeons are tall	expected	5
176	88	the mechanic thought the surgeons is tall	unexpected	5
177	89	the mechanic thought the surgeons are old	expected	5
178	89	the mechanic thought the surgeons is old	unexpected	5
179	90	the mechanic thought the surgeons are young	expected	5
180	90	the mechanic thought the surgeons is young	unexpected	5
181	91	the mechanic thought the surgeons are short	expected	5
182	91	the mechanic thought the surgeons is short	unexpected	5
183	92	the mechanic thought the farmers laugh	expected	5
184	92	the mechanic thought the farmers laughs	unexpected	5
185	93	the mechanic thought the farmers swim	expected	5
186	93	the mechanic thought the farmers swims	unexpected	5
187	94	the mechanic thought the farmers smile	expected	5
188	94	the mechanic thought the farmers smiles	unexpected	5
189	95	the mechanic thought the farmers are tall	expected	5
190	95	the mechanic thought the farmers is tall	unexpected	5
191	96	the mechanic thought the farmers are old	expected	5
192	96	the mechanic thought the farmers is old	unexpected	5
193	97	the mechanic thought the farmers are young	expected	5
194	97	the mechanic thought the farmers is young	unexpected	5
195	98	the mechanic thought the farmers are short	expected	5
196	98	the mechanic thought the farmers is short	unexpected	5
197	99	the mechanic thought the managers laugh	expected	5
198	99	the mechanic thought the managers laughs	unexpected	5
199	100	the mechanic thought the managers swim	expected	5
200	100	the mechanic thought the managers swims	unexpected	5
201	101	the mechanic thought the managers smile	expected	5
202	101	the mechanic thought the managers smiles	unexpected	5
203	102	the mechanic thought the managers are tall	expected	5
204	102	the mechanic thought the managers is tall	unexpected	5
205	103	the mechanic thought the managers are old	expected	5
206	103	the mechanic thought the managers is old	unexpected	5
207	104	the mechanic thought the managers are young	expected	5
208	104	the mechanic thought the managers is young	unexpected	5
209	105	the mechanic thought the managers are short	expected	5
210	105	the mechanic thought the managers is short	unexpected	5
211	106	the mechanic thought the customers laugh	expected	5
212	106	the mechanic thought the customers laughs	unexpected	5
213	107	the mechanic thought the customers swim	expected	5
214	107	the mechanic thought the customers swims	unexpected	5
215	108	the mechanic thought the customers smile	expected	5
216	108	the mechanic thought the customers smiles	unexpected	5
217	109	the mechanic thought the customers are tall	expected	5
218	109	the mechanic thought the customers is tall	unexpected	5
219	110	the mechanic thought the customers are old	expected	5
220	110	the mechanic thought the customers is old	unexpected	5
221	111	the mechanic thought the customers are young	expected	5
222	111	the mechanic thought the customers is young	unexpected	5
223	112	the mechanic thought the customers are short	expected	5
224	112	the mechanic thought the customers is short	unexpected	5
225	113	the mechanic thought the officers laugh	expected	5
226	113	the mechanic thought the officers laughs	unexpected	5
227	114	the mechanic thought the officers swim	expected	5
228	114	the mechanic thought the officers swims	unexpected	5
229	115	the mechanic thought the officers smile	expected	5
230	115	the mechanic thought the officers smiles	unexpected	5
231	116	the mechanic thought the officers are tall	expected	5
232	116	the mechanic thought the officers is tall	unexpected	5
233	117	the mechanic thought the officers are old	expected	5
234	117	the mechanic thought the officers is old	unexpected	5
235	118	the mechanic thought the officers are young	expected	5
236	118	the mechanic thought the officers is young	unexpected	5
237	119	the mechanic thought the officers are short	expected	5
238	119	the mechanic thought the officers is short	unexpected	5
239	120	the mechanic thought the teachers laugh	expected	5
240	120	the mechanic thought the teachers laughs	unexpected	5
241	121	the mechanic thought the teachers swim	expected	5
242	121	the mechanic thought the teachers swims	unexpected	5
243	122	the mechanic thought the teachers smile	expected	5
244	122	the mechanic thought the teachers smiles	unexpected	5
245	123	the mechanic thought the teachers are tall	expected	5
246	123	the mechanic thought the teachers is tall	unexpected	5
247	124	the mechanic thought the teachers are old	expected	5
248	124	the mechanic thought the teachers is old	unexpected	5
249	125	the mechanic thought the teachers are young	expected	5
250	125	the mechanic thought the teachers is young	unexpected	5
251	126	the mechanic thought the teachers are short	expected	5
252	126	the mechanic thought the teachers is short	unexpected	5
253	127	the mechanic thought the senators laugh	expected	5
254	127	the mechanic thought the senators laughs	unexpected	5
255	128	the mechanic thought the senators swim	expected	5
256	128	the mechanic thought the senators swims	unexpected	5
257	129	the mechanic thought the senators smile	expected	5
258	129	the mechanic thought the senators smiles	unexpected	5
259	130	the mechanic thought the senators are tall	expected	5
260	130	the mechanic thought the senators is tall	unexpected	5
261	131	the mechanic thought the senators are old	expected	5
262	131	the mechanic thought the senators is old	unexpected	5
263	132	the mechanic thought the senators are young	expected	5
264	132	the mechanic thought the senators is young	unexpected	5
265	133	the mechanic thought the senators are short	expected	5
266	133	the mechanic thought the senators is short	unexpected	5
267	134	the mechanic thought the consultants laugh	expected	5
268	134	the mechanic thought the consultants laughs	unexpected	5
269	135	the mechanic thought the consultants swim	expected	5
270	135	the mechanic thought the consultants swims	unexpected	5
271	136	the mechanic thought the consultants smile	expected	5
272	136	the mechanic thought the consultants smiles	unexpected	5
273	137	the mechanic thought the consultants are tall	expected	5
274	137	the mechanic thought the consultants is tall	unexpected	5
275	138	the mechanic thought the consultants are old	expected	5
276	138	the mechanic thought the consultants is old	unexpected	5
277	139	the mechanic thought the consultants are young	expected	5
278	139	the mechanic thought the consultants is young	unexpected	5
279	140	the mechanic thought the consultants are short	expected	5
280	140	the mechanic thought the consultants is short	unexpected	5
281	141	the mechanic knew the authors laugh	expected	5
282	141	the mechanic knew the authors laughs	unexpected	5
283	142	the mechanic knew the authors swim	expected	5
284	142	the mechanic knew the authors swims	unexpected	5
285	143	the mechanic knew the authors smile	expected	5
286	143	the mechanic knew the authors smiles	unexpected	5
287	144	the mechanic knew the authors are tall	expected	5
288	144	the mechanic knew the authors is tall	unexpected	5
289	145	the mechanic knew the authors are old	expected	5
290	145	the mechanic knew the authors is old	unexpected	5
291	146	the mechanic knew the authors are young	expected	5
292	146	the mechanic knew the authors is young	unexpected	5
293	147	the mechanic knew the authors are short	expected	5
294	147	the mechanic knew the authors is short	unexpected	5
295	148	the mechanic knew the pilots laugh	expected	5
296	148	the mechanic knew the pilots laughs	unexpected	5
297	149	the mechanic knew the pilots swim	expected	5
298	149	the mechanic knew the pilots swims	unexpected	5
299	150	the mechanic knew the pilots smile	expected	5
300	150	the mechanic knew the pilots smiles	unexpected	5
301	151	the mechanic knew the pilots are tall	expected	5
302	151	the mechanic knew the pilots is tall	unexpected	5
303	152	the mechanic knew the pilots are old	expected	5
304	152	the mechanic knew the pilots is old	unexpected	5
305	153	the mechanic knew the pilots are young	expected	5
306	153	the mechanic knew the pilots is young	unexpected	5
307	154	the mechanic knew the pilots are short	expected	5
308	154	the mechanic knew the pilots is short	unexpected	5
309	155	the mechanic knew the surgeons laugh	expected	5
310	155	the mechanic knew the surgeons laughs	unexpected	5
311	156	the mechanic knew the surgeons swim	expected	5
312	156	the mechanic knew the surgeons swims	unexpected	5
313	157	the mechanic knew the surgeons smile	expected	5
314	157	the mechanic knew the surgeons smiles	unexpected	5
315	158	the mechanic knew the surgeons are tall	expected	5
316	158	the mechanic knew the surgeons is tall	unexpected	5
317	159	the mechanic knew the surgeons are old	expected	5
318	159	the mechanic knew the surgeons is old	unexpected	5
319	160	the mechanic knew the surgeons are young	expected	5
320	160	the mechanic knew the surgeons is young	unexpected	5
321	161	the mechanic knew the surgeons are short	expected	5
322	161	the mechanic knew the surgeons is short	unexpected	5
323	162	the mechanic knew the farmers laugh	expected	5
324	162	the mechanic knew the farmers laughs	unexpected	5
325	163	the mechanic knew the farmers swim	expected	5
326	163	the mechanic knew the farmers swims	unexpected	5
327	164	the mechanic knew the farmers smile	expected	5
328	164	the mechanic knew the farmers smiles	unexpected	5
329	165	the mechanic knew the farmers are tall	expected	5
330	165	the mechanic knew the farmers is tall	unexpected	5
331	166	the mechanic knew the farmers are old	expected	5
332	166	the mechanic knew the farmers is old	unexpected	5
333	167	the mechanic knew the farmers are young	expected	5
334	167	the mechanic knew the farmers is young	unexpected	5
335	168	the mechanic knew the farmers are short	expected	5
336	168	the mechanic knew the farmers is short	unexpected	5
337	169	the mechanic knew the managers laugh	expected	5
338	169	the mechanic knew the managers laughs	unexpected	5
339	170	the mechanic knew the managers swim	expected	5
340	170	the mechanic knew the managers swims	unexpected	5
341	171	the mechanic knew the managers smile	expected	5
342	171	the mechanic knew the managers smiles	unexpected	5
343	172	the mechanic knew the managers are tall	expected	5
344	172	the mechanic knew the managers is tall	unexpected	5
345	173	the mechanic knew the managers are old	expected	5
346	173	the mechanic knew the managers is old	unexpected	5
347	174	the mechanic knew the managers are young	expected	5
348	174	the mechanic knew the managers is young	unexpected	5
349	175	the mechanic knew the managers are short	expected	5
350	175	the mechanic knew the managers is short	unexpected	5
351	176	the mechanic knew the customers laugh	expected	5
352	176	the mechanic knew the customers laughs	unexpected	5
353	177	the mechanic knew the customers swim	expected	5
354	177	the mechanic knew the customers swims	unexpected	5
355	178	the mechanic knew the customers smile	expected	5
356	178	the mechanic knew the customers smiles	unexpected	5
357	179	the mechanic knew the customers are tall	expected	5
358	179	the mechanic knew the customers is tall	unexpected	5
359	180	the mechanic knew the customers are old	expected	5
360	180	the mechanic knew the customers is old	unexpected	5
361	181	the mechanic knew the customers are young	expected	5
362	181	the mechanic knew the customers is young	unexpected	5
363	182	the mechanic knew the customers are short	expected	5
364	182	the mechanic knew the customers is short	unexpected	5
365	183	the mechanic knew the officers laugh	expected	5
366	183	the mechanic knew the officers laughs	unexpected	5
367	184	the mechanic knew the officers swim	expected	5
368	184	the mechanic knew the officers swims	unexpected	5
369	185	the mechanic knew the officers smile	expected	5
370	185	the mechanic knew the officers smiles	unexpected	5
371	186	the mechanic knew the officers are tall	expected	5
372	186	the mechanic knew the officers is tall	unexpected	5
373	187	the mechanic knew the officers are old	expected	5
374	187	the mechanic knew the officers is old	unexpected	5
375	188	the mechanic knew the officers are young	expected	5
376	188	the mechanic knew the officers is young	unexpected	5
377	189	the mechanic knew the officers are short	expected	5
378	189	the mechanic knew the officers is short	unexpected	5
379	190	the mechanic knew the teachers laugh	expected	5
380	190	the mechanic knew the teachers laughs	unexpected	5
381	191	the mechanic knew the teachers swim	expected	5
382	191	the mechanic knew the teachers swims	unexpected	5
383	192	the mechanic knew the teachers smile	expected	5
384	192	the mechanic knew the teachers smiles	unexpected	5
385	193	the mechanic knew the teachers are tall	expected	5
386	193	the mechanic knew the teachers is tall	unexpected	5
387	194	the mechanic knew the teachers are old	expected	5
388	194	the mechanic knew the teachers is old	unexpected	5
389	195	the mechanic knew the teachers are young	expected	5
390	195	the mechanic knew the teachers is young	unexpected	5
391	196	the mechanic knew the teachers are short	expected	5
392	196	the mechanic knew the teachers is short	unexpected	5
393	197	the mechanic knew the senators laugh	expected	5
394	197	the mechanic knew the senators laughs	unexpected	5
395	198	the mechanic knew the senators swim	expected	5
396	198	the mechanic knew the senators swims	unexpected	5
397	199	the mechanic knew the senators smile	expected	5
398	199	the mechanic knew the senators smiles	unexpected	5
399	200	the mechanic knew the senators are tall	expected	5
400	200	the mechanic knew the senators is tall	unexpected	5
401	201	the mechanic knew the senators are old	expected	5
402	201	the mechanic knew the senators is old	unexpected	5
403	202	the mechanic knew the senators are young	expected	5
404	202	the mechanic knew the senators is young	unexpected	5
405	203	the mechanic knew the senators are short	expected	5
406	203	the mechanic knew the senators is short	unexpected	5
407	204	the mechanic knew the consultants laugh	expected	5
408	204	the mechanic knew the consultants laughs	unexpected	5
409	205	the mechanic knew the consultants swim	expected	5
410	205	the mechanic knew the consultants swims	unexpected	5
411	206	the mechanic knew the consultants smile	expected	5
412	206	the mechanic knew the consultants smiles	unexpected	5
413	207	the mechanic knew the consultants are tall	expected	5
414	207	the mechanic knew the consultants is tall	unexpected	5
415	208	the mechanic knew the consultants are old	expected	5
416	208	the mechanic knew the consultants is old	unexpected	5
417	209	the mechanic knew the consultants are young	expected	5
418	209	the mechanic knew the consultants is young	unexpected	5
419	210	the mechanic knew the consultants are short	expected	5
420	210	the mechanic knew the consultants is short	unexpected	5
421	211	the banker said the authors laugh	expected	5
422	211	the banker said the authors laughs	unexpected	5
423	212	the banker said the authors swim	expected	5
424	212	the banker said the authors swims	unexpected	5
425	213	the banker said the authors smile	expected	5
426	213	the banker said the authors smiles	unexpected	5
427	214	the banker said the authors are tall	expected	5
428	214	the banker said the authors is tall	unexpected	5
429	215	the banker said the authors are old	expected	5
430	215	the banker said the authors is old	unexpected	5
431	216	the banker said the authors are young	expected	5
432	216	the banker said the authors is young	unexpected	5
433	217	the banker said the authors are short	expected	5
434	217	the banker said the authors is short	unexpected	5
435	218	the banker said the pilots laugh	expected	5
436	218	the banker said the pilots laughs	unexpected	5
437	219	the banker said the pilots swim	expected	5
438	219	the banker said the pilots swims	unexpected	5
439	220	the banker said the pilots smile	expected	5
440	220	the banker said the pilots smiles	unexpected	5
441	221	the banker said the pilots are tall	expected	5
442	221	the banker said the pilots is tall	unexpected	5
443	222	the banker said the pilots are old	expected	5
444	222	the banker said the pilots is old	unexpected	5
445	223	the banker said the pilots are young	expected	5
446	223	the banker said the pilots is young	unexpected	5
447	224	the banker said the pilots are short	expected	5
448	224	the banker said the pilots is short	unexpected	5
449	225	the banker said the surgeons laugh	expected	5
450	225	the banker said the surgeons laughs	unexpected	5
451	226	the banker said the surgeons swim	expected	5
452	226	the banker said the surgeons swims	unexpected	5
453	227	the banker said the surgeons smile	expected	5
454	227	the banker said the surgeons smiles	unexpected	5
455	228	the banker said the surgeons are tall	expected	5
456	228	the banker said the surgeons is tall	unexpected	5
457	229	the banker said the surgeons are old	expected	5
458	229	the banker said the surgeons is old	unexpected	5
459	230	the banker said the surgeons are young	expected	5
460	230	the banker said the surgeons is young	unexpected	5
461	231	the banker said the surgeons are short	expected	5
462	231	the banker said the surgeons is short	unexpected	5
463	232	the banker said the farmers laugh	expected	5
464	232	the banker said the farmers laughs	unexpected	5
465	233	the banker said the farmers swim	expected	5
466	233	the banker said the farmers swims	unexpected	5
467	234	the banker said the farmers smile	expected	5
468	234	the banker said the farmers smiles	unexpected	5
469	235	the banker said the farmers are tall	expected	5
470	235	the banker said the farmers is tall	unexpected	5
471	236	the banker said the farmers are old	expected	5
472	236	the banker said the farmers is old	unexpected	5
473	237	the banker said the farmers are young	expected	5
474	237	the banker said the farmers is young	unexpected	5
475	238	the banker said the farmers are short	expected	5
476	238	the banker said the farmers is short	unexpected	5
477	239	the banker said the managers laugh	expected	5
478	239	the banker said the managers laughs	unexpected	5
479	240	the banker said the managers swim	expected	5
480	240	the banker said the managers swims	unexpected	5
481	241	the banker said the managers smile	expected	5
482	241	the banker said the managers smiles	unexpected	5
483	242	the banker said the managers are tall	expected	5
484	242	the banker said the managers is tall	unexpected	5
485	243	the banker said the managers are old	expected	5
486	243	the banker said the managers is old	unexpected	5
487	244	the banker said the managers are young	expected	5
488	244	the banker said the managers is young	unexpected	5
489	245	the banker said the managers are short	expected	5
490	245	the banker said the managers is short	unexpected	5
491	246	the banker said the customers laugh	expected	5
492	246	the banker said the customers laughs	unexpected	5
493	247	the banker said the customers swim	expected	5
494	247	the banker said the customers swims	unexpected	5
495	248	the banker said the customers smile	expected	5
496	248	the banker said the customers smiles	unexpected	5
497	249	the banker said the customers are tall	expected	5
498	249	the banker said the customers is tall	unexpected	5
499	250	the banker said the customers are old	expected	5
500	250	the banker said the customers is old	unexpected	5
501	251	the banker said the customers are young	expected	5
502	251	the banker said the customers is young	unexpected	5
503	252	the banker said the customers are short	expected	5
504	252	the banker said the customers is short	unexpected	5
505	253	the banker said the officers laugh	expected	5
506	253	the banker said the officers laughs	unexpected	5
507	254	the banker said the officers swim	expected	5
508	254	the banker said the officers swims	unexpected	5
509	255	the banker said the officers smile	expected	5
510	255	the banker said the officers smiles	unexpected	5
511	256	the banker said the officers are tall	expected	5
512	256	the banker said the officers is tall	unexpected	5
513	257	the banker said the officers are old	expected	5
514	257	the banker said the officers is old	unexpected	5
515	258	the banker said the officers are young	expected	5
516	258	the banker said the officers is young	unexpected	5
517	259	the banker said the officers are short	expected	5
518	259	the banker said the officers is short	unexpected	5
519	260	the banker said the teachers laugh	expected	5
520	260	the banker said the teachers laughs	unexpected	5
521	261	the banker said the teachers swim	expected	5
522	261	the banker said the teachers swims	unexpected	5
523	262	the banker said the teachers smile	expected	5
524	262	the banker said the teachers smiles	unexpected	5
525	263	the banker said the teachers are tall	expected	5
526	263	the banker said the teachers is tall	unexpected	5
527	264	the banker said the teachers are old	expected	5
528	264	the banker said the teachers is old	unexpected	5
529	265	the banker said the teachers are young	expected	5
530	265	the banker said the teachers is young	unexpected	5
531	266	the banker said the teachers are short	expected	5
532	266	the banker said the teachers is short	unexpected	5
533	267	the banker said the senators laugh	expected	5
534	267	the banker said the senators laughs	unexpected	5
535	268	the banker said the senators swim	expected	5
536	268	the banker said the senators swims	unexpected	5
537	269	the banker said the senators smile	expected	5
538	269	the banker said the senators smiles	unexpected	5
539	270	the banker said the senators are tall	expected	5
540	270	the banker said the senators is tall	unexpected	5
541	271	the banker said the senators are old	expected	5
542	271	the banker said the senators is old	unexpected	5
543	272	the banker said the senators are young	expected	5
544	272	the banker said the senators is young	unexpected	5
545	273	the banker said the senators are short	expected	5
546	273	the banker said the senators is short	unexpected	5
547	274	the banker said the consultants laugh	expected	5
548	274	the banker said the consultants laughs	unexpected	5
549	275	the banker said the consultants swim	expected	5
550	275	the banker said the consultants swims	unexpected	5
551	276	the banker said the consultants smile	expected	5
552	276	the banker said the consultants smiles	unexpected	5
553	277	the banker said the consultants are tall	expected	5
554	277	the banker said the consultants is tall	unexpected	5
555	278	the banker said the consultants are old	expected	5
556	278	the banker said the consultants is old	unexpected	5
557	279	the banker said the consultants are young	expected	5
558	279	the banker said the consultants is young	unexpected	5
559	280	the banker said the consultants are short	expected	5
560	280	the banker said the consultants is short	unexpected	5
561	281	the banker thought the authors laugh	expected	5
562	281	the banker thought the authors laughs	unexpected	5
563	282	the banker thought the authors swim	expected	5
564	282	the banker thought the authors swims	unexpected	5
565	283	the banker thought the authors smile	expected	5
566	283	the banker thought the authors smiles	unexpected	5
567	284	the banker thought the authors are tall	expected	5
568	284	the banker thought the authors is tall	unexpected	5
569	285	the banker thought the authors are old	expected	5
570	285	the banker thought the authors is old	unexpected	5
571	286	the banker thought the authors are young	expected	5
572	286	the banker thought the authors is young	unexpected	5
573	287	the banker thought the authors are short	expected	5
574	287	the banker thought the authors is short	unexpected	5
575	288	the banker thought the pilots laugh	expected	5
576	288	the banker thought the pilots laughs	unexpected	5
577	289	the banker thought the pilots swim	expected	5
578	289	the banker thought the pilots swims	unexpected	5
579	290	the banker thought the pilots smile	expected	5
580	290	the banker thought the pilots smiles	unexpected	5
581	291	the banker thought the pilots are tall	expected	5
582	291	the banker thought the pilots is tall	unexpected	5
583	292	the banker thought the pilots are old	expected	5
584	292	the banker thought the pilots is old	unexpected	5
585	293	the banker thought the pilots are young	expected	5
586	293	the banker thought the pilots is young	unexpected	5
587	294	the banker thought the pilots are short	expected	5
588	294	the banker thought the pilots is short	unexpected	5
589	295	the banker thought the surgeons laugh	expected	5
590	295	the banker thought the surgeons laughs	unexpected	5
591	296	the banker thought the surgeons swim	expected	5
592	296	the banker thought the surgeons swims	unexpected	5
593	297	the banker thought the surgeons smile	expected	5
594	297	the banker thought the surgeons smiles	unexpected	5
595	298	the banker thought the surgeons are tall	expected	5
596	298	the banker thought the surgeons is tall	unexpected	5
597	299	the banker thought the surgeons are old	expected	5
598	299	the banker thought the surgeons is old	unexpected	5
599	300	the banker thought the surgeons are young	expected	5
600	300	the banker thought the surgeons is young	unexpected	5
601	301	the banker thought the surgeons are short	expected	5
602	301	the banker thought the surgeons is short	unexpected	5
603	302	the banker thought the farmers laugh	expected	5
604	302	the banker thought the farmers laughs	unexpected	5
605	303	the banker thought the farmers swim	expected	5
606	303	the banker thought the farmers swims	unexpected	5
607	304	the banker thought the farmers smile	expected	5
608	304	the banker thought the farmers smiles	unexpected	5
609	305	the banker thought the farmers are tall	expected	5
