sentid	pairid	sentence	comparison	ROI
405	203	the author that the assistants like is short	expected	6
406	203	the author that the assistants like are short	unexpected	6
407	204	the author that the assistants admire laughs	expected	6
408	204	the author that the assistants admire laugh	unexpected	6
409	205	the author that the assistants admire swims	expected	6
410	205	the author that the assistants admire swim	unexpected	6
411	206	the author that the assistants admire smiles	expected	6
412	206	the author that the assistants admire smile	unexpected	6
413	207	the author that the assistants admire is tall	expected	6
414	207	the author that the assistants admire are tall	unexpected	6
415	208	the author that the assistants admire is old	expected	6
416	208	the author that the assistants admire are old	unexpected	6
417	209	the author that the assistants admire is young	expected	6
418	209	the author that the assistants admire are young	unexpected	6
419	210	the author that the assistants admire is short	expected	6
420	210	the author that the assistants admire are short	unexpected	6
421	211	the author that the assistants hate laughs	expected	6
422	211	the author that the assistants hate laugh	unexpected	6
423	212	the author that the assistants hate swims	expected	6
424	212	the author that the assistants hate swim	unexpected	6
425	213	the author that the assistants hate smiles	expected	6
426	213	the author that the assistants hate smile	unexpected	6
427	214	the author that the assistants hate is tall	expected	6
428	214	the author that the assistants hate are tall	unexpected	6
429	215	the author that the assistants hate is old	expected	6
430	215	the author that the assistants hate are old	unexpected	6
431	216	the author that the assistants hate is young	expected	6
432	216	the author that the assistants hate are young	unexpected	6
433	217	the author that the assistants hate is short	expected	6
434	217	the author that the assistants hate are short	unexpected	6
435	218	the author that the assistants love laughs	expected	6
436	218	the author that the assistants love laugh	unexpected	6
437	219	the author that the assistants love swims	expected	6
438	219	the author that the assistants love swim	unexpected	6
439	220	the author that the assistants love smiles	expected	6
440	220	the author that the assistants love smile	unexpected	6
441	221	the author that the assistants love is tall	expected	6
442	221	the author that the assistants love are tall	unexpected	6
443	222	the author that the assistants love is old	expected	6
444	222	the author that the assistants love are old	unexpected	6
445	223	the author that the assistants love is young	expected	6
446	223	the author that the assistants love are young	unexpected	6
447	224	the author that the assistants love is short	expected	6
448	224	the author that the assistants love are short	unexpected	6
449	225	the author that the executives like laughs	expected	6
450	225	the author that the executives like laugh	unexpected	6
451	226	the author that the executives like swims	expected	6
452	226	the author that the executives like swim	unexpected	6
453	227	the author that the executives like smiles	expected	6
454	227	the author that the executives like smile	unexpected	6
455	228	the author that the executives like is tall	expected	6
456	228	the author that the executives like are tall	unexpected	6
457	229	the author that the executives like is old	expected	6
458	229	the author that the executives like are old	unexpected	6
459	230	the author that the executives like is young	expected	6
460	230	the author that the executives like are young	unexpected	6
461	231	the author that the executives like is short	expected	6
462	231	the author that the executives like are short	unexpected	6
463	232	the author that the executives admire laughs	expected	6
464	232	the author that the executives admire laugh	unexpected	6
465	233	the author that the executives admire swims	expected	6
466	233	the author that the executives admire swim	unexpected	6
467	234	the author that the executives admire smiles	expected	6
468	234	the author that the executives admire smile	unexpected	6
469	235	the author that the executives admire is tall	expected	6
470	235	the author that the executives admire are tall	unexpected	6
471	236	the author that the executives admire is old	expected	6
472	236	the author that the executives admire are old	unexpected	6
473	237	the author that the executives admire is young	expected	6
474	237	the author that the executives admire are young	unexpected	6
475	238	the author that the executives admire is short	expected	6
476	238	the author that the executives admire are short	unexpected	6
477	239	the author that the executives hate laughs	expected	6
478	239	the author that the executives hate laugh	unexpected	6
479	240	the author that the executives hate swims	expected	6
480	240	the author that the executives hate swim	unexpected	6
481	241	the author that the executives hate smiles	expected	6
482	241	the author that the executives hate smile	unexpected	6
483	242	the author that the executives hate is tall	expected	6
484	242	the author that the executives hate are tall	unexpected	6
485	243	the author that the executives hate is old	expected	6
486	243	the author that the executives hate are old	unexpected	6
487	244	the author that the executives hate is young	expected	6
488	244	the author that the executives hate are young	unexpected	6
489	245	the author that the executives hate is short	expected	6
490	245	the author that the executives hate are short	unexpected	6
491	246	the author that the executives love laughs	expected	6
492	246	the author that the executives love laugh	unexpected	6
493	247	the author that the executives love swims	expected	6
494	247	the author that the executives love swim	unexpected	6
495	248	the author that the executives love smiles	expected	6
496	248	the author that the executives love smile	unexpected	6
497	249	the author that the executives love is tall	expected	6
498	249	the author that the executives love are tall	unexpected	6
499	250	the author that the executives love is old	expected	6
500	250	the author that the executives love are old	unexpected	6
501	251	the author that the executives love is young	expected	6
502	251	the author that the executives love are young	unexpected	6
503	252	the author that the executives love is short	expected	6
504	252	the author that the executives love are short	unexpected	6
505	253	the author that the parents like laughs	expected	6
506	253	the author that the parents like laugh	unexpected	6
507	254	the author that the parents like swims	expected	6
508	254	the author that the parents like swim	unexpected	6
509	255	the author that the parents like smiles	expected	6
510	255	the author that the parents like smile	unexpected	6
511	256	the author that the parents like is tall	expected	6
512	256	the author that the parents like are tall	unexpected	6
513	257	the author that the parents like is old	expected	6
514	257	the author that the parents like are old	unexpected	6
515	258	the author that the parents like is young	expected	6
516	258	the author that the parents like are young	unexpected	6
517	259	the author that the parents like is short	expected	6
518	259	the author that the parents like are short	unexpected	6
519	260	the author that the parents admire laughs	expected	6
520	260	the author that the parents admire laugh	unexpected	6
521	261	the author that the parents admire swims	expected	6
522	261	the author that the parents admire swim	unexpected	6
523	262	the author that the parents admire smiles	expected	6
524	262	the author that the parents admire smile	unexpected	6
525	263	the author that the parents admire is tall	expected	6
526	263	the author that the parents admire are tall	unexpected	6
527	264	the author that the parents admire is old	expected	6
528	264	the author that the parents admire are old	unexpected	6
529	265	the author that the parents admire is young	expected	6
530	265	the author that the parents admire are young	unexpected	6
531	266	the author that the parents admire is short	expected	6
532	266	the author that the parents admire are short	unexpected	6
533	267	the author that the parents hate laughs	expected	6
534	267	the author that the parents hate laugh	unexpected	6
535	268	the author that the parents hate swims	expected	6
536	268	the author that the parents hate swim	unexpected	6
537	269	the author that the parents hate smiles	expected	6
538	269	the author that the parents hate smile	unexpected	6
539	270	the author that the parents hate is tall	expected	6
540	270	the author that the parents hate are tall	unexpected	6
541	271	the author that the parents hate is old	expected	6
542	271	the author that the parents hate are old	unexpected	6
543	272	the author that the parents hate is young	expected	6
544	272	the author that the parents hate are young	unexpected	6
545	273	the author that the parents hate is short	expected	6
546	273	the author that the parents hate are short	unexpected	6
547	274	the author that the parents love laughs	expected	6
548	274	the author that the parents love laugh	unexpected	6
549	275	the author that the parents love swims	expected	6
550	275	the author that the parents love swim	unexpected	6
551	276	the author that the parents love smiles	expected	6
552	276	the author that the parents love smile	unexpected	6
553	277	the author that the parents love is tall	expected	6
554	277	the author that the parents love are tall	unexpected	6
555	278	the author that the parents love is old	expected	6
556	278	the author that the parents love are old	unexpected	6
557	279	the author that the parents love is young	expected	6
558	279	the author that the parents love are young	unexpected	6
559	280	the author that the parents love is short	expected	6
560	280	the author that the parents love are short	unexpected	6
561	281	the pilot that the guards like laughs	expected	6
562	281	the pilot that the guards like laugh	unexpected	6
563	282	the pilot that the guards like swims	expected	6
564	282	the pilot that the guards like swim	unexpected	6
565	283	the pilot that the guards like smiles	expected	6
566	283	the pilot that the guards like smile	unexpected	6
567	284	the pilot that the guards like is tall	expected	6
568	284	the pilot that the guards like are tall	unexpected	6
569	285	the pilot that the guards like is old	expected	6
570	285	the pilot that the guards like are old	unexpected	6
571	286	the pilot that the guards like is young	expected	6
572	286	the pilot that the guards like are young	unexpected	6
573	287	the pilot that the guards like is short	expected	6
574	287	the pilot that the guards like are short	unexpected	6
575	288	the pilot that the guards admire laughs	expected	6
576	288	the pilot that the guards admire laugh	unexpected	6
577	289	the pilot that the guards admire swims	expected	6
578	289	the pilot that the guards admire swim	unexpected	6
579	290	the pilot that the guards admire smiles	expected	6
580	290	the pilot that the guards admire smile	unexpected	6
581	291	the pilot that the guards admire is tall	expected	6
582	291	the pilot that the guards admire are tall	unexpected	6
583	292	the pilot that the guards admire is old	expected	6
584	292	the pilot that the guards admire are old	unexpected	6
585	293	the pilot that the guards admire is young	expected	6
586	293	the pilot that the guards admire are young	unexpected	6
587	294	the pilot that the guards admire is short	expected	6
588	294	the pilot that the guards admire are short	unexpected	6
589	295	the pilot that the guards hate laughs	expected	6
590	295	the pilot that the guards hate laugh	unexpected	6
591	296	the pilot that the guards hate swims	expected	6
592	296	the pilot that the guards hate swim	unexpected	6
593	297	the pilot that the guards hate smiles	expected	6
594	297	the pilot that the guards hate smile	unexpected	6
595	298	the pilot that the guards hate is tall	expected	6
596	298	the pilot that the guards hate are tall	unexpected	6
597	299	the pilot that the guards hate is old	expected	6
598	299	the pilot that the guards hate are old	unexpected	6
599	300	the pilot that the guards hate is young	expected	6
600	300	the pilot that the guards hate are young	unexpected	6
601	301	the pilot that the guards hate is short	expected	6
602	301	the pilot that the guards hate are short	unexpected	6
603	302	the pilot that the guards love laughs	expected	6
604	302	the pilot that the guards love laugh	unexpected	6
605	303	the pilot that the guards love swims	expected	6
606	303	the pilot that the guards love swim	unexpected	6
607	304	the pilot that the guards love smiles	expected	6
608	304	the pilot that the guards love smile	unexpected	6
609	305	the pilot that the guards love is tall	expected	6
610	305	the pilot that the guards love are tall	unexpected	6
611	306	the pilot that the guards love is old	expected	6
612	306	the pilot that the guards love are old	unexpected	6
613	307	the pilot that the guards love is young	expected	6
614	307	the pilot that the guards love are young	unexpected	6
615	308	the pilot that the guards love is short	expected	6
616	308	the pilot that the guards love are short	unexpected	6
617	309	the pilot that the chefs like laughs	expected	6
618	309	the pilot that the chefs like laugh	unexpected	6
619	310	the pilot that the chefs like swims	expected	6
620	310	the pilot that the chefs like swim	unexpected	6
621	311	the pilot that the chefs like smiles	expected	6
622	311	the pilot that the chefs like smile	unexpected	6
623	312	the pilot that the chefs like is tall	expected	6
624	312	the pilot that the chefs like are tall	unexpected	6
625	313	the pilot that the chefs like is old	expected	6
626	313	the pilot that the chefs like are old	unexpected	6
627	314	the pilot that the chefs like is young	expected	6
628	314	the pilot that the chefs like are young	unexpected	6
629	315	the pilot that the chefs like is short	expected	6
630	315	the pilot that the chefs like are short	unexpected	6
631	316	the pilot that the chefs admire laughs	expected	6
632	316	the pilot that the chefs admire laugh	unexpected	6
633	317	the pilot that the chefs admire swims	expected	6
634	317	the pilot that the chefs admire swim	unexpected	6
635	318	the pilot that the chefs admire smiles	expected	6
636	318	the pilot that the chefs admire smile	unexpected	6
