sentid	pairid	sentence	comparison	ROI
81	41	the customer is young	expected	2
82	41	the customer are young	unexpected	2
83	42	the customer is short	expected	2
84	42	the customer are short	unexpected	2
85	43	the officer laughs	expected	2
86	43	the officer laugh	unexpected	2
87	44	the officer swims	expected	2
88	44	the officer swim	unexpected	2
89	45	the officer smiles	expected	2
90	45	the officer smile	unexpected	2
91	46	the officer is tall	expected	2
92	46	the officer are tall	unexpected	2
93	47	the officer is old	expected	2
94	47	the officer are old	unexpected	2
95	48	the officer is young	expected	2
96	48	the officer are young	unexpected	2
97	49	the officer is short	expected	2
98	49	the officer are short	unexpected	2
99	50	the teacher laughs	expected	2
100	50	the teacher laugh	unexpected	2
101	51	the teacher swims	expected	2
102	51	the teacher swim	unexpected	2
103	52	the teacher smiles	expected	2
104	52	the teacher smile	unexpected	2
105	53	the teacher is tall	expected	2
106	53	the teacher are tall	unexpected	2
107	54	the teacher is old	expected	2
108	54	the teacher are old	unexpected	2
109	55	the teacher is young	expected	2
110	55	the teacher are young	unexpected	2
111	56	the teacher is short	expected	2
112	56	the teacher are short	unexpected	2
113	57	the senator laughs	expected	2
114	57	the senator laugh	unexpected	2
115	58	the senator swims	expected	2
116	58	the senator swim	unexpected	2
117	59	the senator smiles	expected	2
118	59	the senator smile	unexpected	2
119	60	the senator is tall	expected	2
120	60	the senator are tall	unexpected	2
121	61	the senator is old	expected	2
122	61	the senator are old	unexpected	2
123	62	the senator is young	expected	2
124	62	the senator are young	unexpected	2
125	63	the senator is short	expected	2
126	63	the senator are short	unexpected	2
127	64	the consultant laughs	expected	2
128	64	the consultant laugh	unexpected	2
129	65	the consultant swims	expected	2
130	65	the consultant swim	unexpected	2
131	66	the consultant smiles	expected	2
132	66	the consultant smile	unexpected	2
133	67	the consultant is tall	expected	2
134	67	the consultant are tall	unexpected	2
135	68	the consultant is old	expected	2
136	68	the consultant are old	unexpected	2
137	69	the consultant is young	expected	2
138	69	the consultant are young	unexpected	2
139	70	the consultant is short	expected	2
140	70	the consultant are short	unexpected	2
141	71	the authors laugh	expected	2
142	71	the authors laughs	unexpected	2
143	72	the authors swim	expected	2
144	72	the authors swims	unexpected	2
145	73	the authors smile	expected	2
146	73	the authors smiles	unexpected	2
147	74	the authors are tall	expected	2
148	74	the authors is tall	unexpected	2
149	75	the authors are old	expected	2
150	75	the authors is old	unexpected	2
151	76	the authors are young	expected	2
152	76	the authors is young	unexpected	2
153	77	the authors are short	expected	2
154	77	the authors is short	unexpected	2
155	78	the pilots laugh	expected	2
156	78	the pilots laughs	unexpected	2
157	79	the pilots swim	expected	2
158	79	the pilots swims	unexpected	2
159	80	the pilots smile	expected	2
160	80	the pilots smiles	unexpected	2
161	81	the pilots are tall	expected	2
162	81	the pilots is tall	unexpected	2
163	82	the pilots are old	expected	2
164	82	the pilots is old	unexpected	2
165	83	the pilots are young	expected	2
166	83	the pilots is young	unexpected	2
167	84	the pilots are short	expected	2
168	84	the pilots is short	unexpected	2
169	85	the surgeons laugh	expected	2
170	85	the surgeons laughs	unexpected	2
171	86	the surgeons swim	expected	2
172	86	the surgeons swims	unexpected	2
173	87	the surgeons smile	expected	2
174	87	the surgeons smiles	unexpected	2
175	88	the surgeons are tall	expected	2
176	88	the surgeons is tall	unexpected	2
177	89	the surgeons are old	expected	2
178	89	the surgeons is old	unexpected	2
179	90	the surgeons are young	expected	2
180	90	the surgeons is young	unexpected	2
181	91	the surgeons are short	expected	2
182	91	the surgeons is short	unexpected	2
183	92	the farmers laugh	expected	2
184	92	the farmers laughs	unexpected	2
185	93	the farmers swim	expected	2
186	93	the farmers swims	unexpected	2
187	94	the farmers smile	expected	2
188	94	the farmers smiles	unexpected	2
189	95	the farmers are tall	expected	2
190	95	the farmers is tall	unexpected	2
191	96	the farmers are old	expected	2
192	96	the farmers is old	unexpected	2
193	97	the farmers are young	expected	2
194	97	the farmers is young	unexpected	2
195	98	the farmers are short	expected	2
196	98	the farmers is short	unexpected	2
197	99	the managers laugh	expected	2
198	99	the managers laughs	unexpected	2
199	100	the managers swim	expected	2
200	100	the managers swims	unexpected	2
201	101	the managers smile	expected	2
202	101	the managers smiles	unexpected	2
203	102	the managers are tall	expected	2
204	102	the managers is tall	unexpected	2
205	103	the managers are old	expected	2
206	103	the managers is old	unexpected	2
207	104	the managers are young	expected	2
208	104	the managers is young	unexpected	2
209	105	the managers are short	expected	2
210	105	the managers is short	unexpected	2
211	106	the customers laugh	expected	2
212	106	the customers laughs	unexpected	2
213	107	the customers swim	expected	2
214	107	the customers swims	unexpected	2
215	108	the customers smile	expected	2
216	108	the customers smiles	unexpected	2
217	109	the customers are tall	expected	2
218	109	the customers is tall	unexpected	2
219	110	the customers are old	expected	2
220	110	the customers is old	unexpected	2
221	111	the customers are young	expected	2
222	111	the customers is young	unexpected	2
223	112	the customers are short	expected	2
224	112	the customers is short	unexpected	2
225	113	the officers laugh	expected	2
226	113	the officers laughs	unexpected	2
227	114	the officers swim	expected	2
228	114	the officers swims	unexpected	2
229	115	the officers smile	expected	2
230	115	the officers smiles	unexpected	2
231	116	the officers are tall	expected	2
232	116	the officers is tall	unexpected	2
233	117	the officers are old	expected	2
234	117	the officers is old	unexpected	2
235	118	the officers are young	expected	2
236	118	the officers is young	unexpected	2
237	119	the officers are short	expected	2
238	119	the officers is short	unexpected	2
239	120	the teachers laugh	expected	2
240	120	the teachers laughs	unexpected	2
241	121	the teachers swim	expected	2
242	121	the teachers swims	unexpected	2
243	122	the teachers smile	expected	2
244	122	the teachers smiles	unexpected	2
245	123	the teachers are tall	expected	2
246	123	the teachers is tall	unexpected	2
247	124	the teachers are old	expected	2
248	124	the teachers is old	unexpected	2
249	125	the teachers are young	expected	2
250	125	the teachers is young	unexpected	2
251	126	the teachers are short	expected	2
252	126	the teachers is short	unexpected	2
253	127	the senators laugh	expected	2
254	127	the senators laughs	unexpected	2
255	128	the senators swim	expected	2
256	128	the senators swims	unexpected	2
257	129	the senators smile	expected	2
258	129	the senators smiles	unexpected	2
259	130	the senators are tall	expected	2
260	130	the senators is tall	unexpected	2
261	131	the senators are old	expected	2
262	131	the senators is old	unexpected	2
263	132	the senators are young	expected	2
264	132	the senators is young	unexpected	2
265	133	the senators are short	expected	2
266	133	the senators is short	unexpected	2
267	134	the consultants laugh	expected	2
268	134	the consultants laughs	unexpected	2
269	135	the consultants swim	expected	2
270	135	the consultants swims	unexpected	2
271	136	the consultants smile	expected	2
272	136	the consultants smiles	unexpected	2
273	137	the consultants are tall	expected	2
274	137	the consultants is tall	unexpected	2
275	138	the consultants are old	expected	2
276	138	the consultants is old	unexpected	2
277	139	the consultants are young	expected	2
278	139	the consultants is young	unexpected	2
279	140	the consultants are short	expected	2
280	140	the consultants is short	unexpected	2
